Fp1,Fp2,O2,F7,F3,Fz,F4,F8,T3,C3,Cz,C4,T4,T5,P3,Pz,P4,T6,O1
 1.000,0.09294,0.03358,0.05499,0.04818,0.04526,0.03017,0.02530,0.01557,0.02579,0.03017,0.02336,0.02579,0.01995,0.03796,0.05645,0.05012,0.02287,0.02822
0.09294, 1.000,0.02871,0.02628,0.02725,0.05061,0.05839,0.04282,0.02238,0.02871,0.02822,0.02628,0.02190,0.02822,0.05645,0.06375,0.03844,0.01606,0.02871
0.03358,0.02871, 1.000,0.03455,0.04380,0.04574,0.04380,0.02044,0.02579,0.02092,0.02676,0.02725,0.01995,0.02725,0.03163,0.04526,0.06813,0.1012,0.07397
0.05499,0.02628,0.03455, 1.000,0.1961,0.01898,0.02190,0.02433,0.04818,0.02822,0.03114,0.03796,0.02676,0.02190,0.02287,0.04282,0.03309,0.03066,0.02676
0.04818,0.02725,0.04380,0.1961, 1.000,0.04331,0.01849,0.02676,0.02725,0.02384,0.01946,0.02871,0.03552,0.02287,0.03066,0.04136,0.03796,0.04428,0.03406
0.04526,0.05061,0.04574,0.01898,0.04331, 1.000,0.05693,0.02238,0.02676,0.02092,0.02628,0.02044,0.02676,0.04964,0.04282,0.04574,0.03504,0.04234,0.07056
0.03017,0.05839,0.04380,0.02190,0.01849,0.05693, 1.000,0.04039,0.02530,0.02676,0.02482,0.04574,0.01946,0.04088,0.05207,0.04380,0.03504,0.02628,0.05401
0.02530,0.04282,0.02044,0.02433,0.02676,0.02238,0.04039, 1.000,0.01946,0.04234,0.03650,0.02384,0.1864,0.02676,0.03406,0.03747,0.02433,0.01995,0.02336
0.01557,0.02238,0.02579,0.04818,0.02725,0.02676,0.02530,0.01946, 1.000,0.02774,0.04672,0.08613,0.02336,0.05109,0.03455,0.03066,0.04039,0.02141,0.02530
0.02579,0.02871,0.02092,0.02822,0.02384,0.02092,0.02676,0.04234,0.02774, 1.000,0.03212,0.02774,0.03698,0.02725,0.04526,0.02238,0.02044,0.02433,0.02044
0.03017,0.02822,0.02676,0.03114,0.01946,0.02628,0.02482,0.03650,0.04672,0.03212, 1.000,0.04964,0.02968,0.03066,0.02190,0.03017,0.02433,0.02774,0.02822
0.02336,0.02628,0.02725,0.03796,0.02871,0.02044,0.04574,0.02384,0.08613,0.02774,0.04964, 1.000,0.01995,0.03601,0.03114,0.02190,0.02238,0.02190,0.02968
0.02579,0.02190,0.01995,0.02676,0.03552,0.02676,0.01946,0.1864,0.02336,0.03698,0.02968,0.01995, 1.000,0.01800,0.02433,0.01557,0.01752,0.03066,0.02336
0.01995,0.02822,0.02725,0.02190,0.02287,0.04964,0.04088,0.02676,0.05109,0.02725,0.03066,0.03601,0.01800, 1.000,0.05693,0.02044,0.02238,0.02628,0.07737
0.03796,0.05645,0.03163,0.02287,0.03066,0.04282,0.05207,0.03406,0.03455,0.04526,0.02190,0.03114,0.02433,0.05693, 1.000,0.05742,0.02774,0.02287,0.06472
0.05645,0.06375,0.04526,0.04282,0.04136,0.04574,0.04380,0.03747,0.03066,0.02238,0.03017,0.02190,0.01557,0.02044,0.05742, 1.000,0.08078,0.01995,0.04331
0.05012,0.03844,0.06813,0.03309,0.03796,0.03504,0.03504,0.02433,0.04039,0.02044,0.02433,0.02238,0.01752,0.02238,0.02774,0.08078, 1.000,0.05499,0.03066
0.02287,0.01606,0.1012,0.03066,0.04428,0.04234,0.02628,0.01995,0.02141,0.02433,0.02774,0.02190,0.03066,0.02628,0.02287,0.01995,0.05499, 1.000,0.03601
0.02822,0.02871,0.07397,0.02676,0.03406,0.07056,0.05401,0.02336,0.02530,0.02044,0.02822,0.02968,0.02336,0.07737,0.06472,0.04331,0.03066,0.03601, 1.000
