Fp1,Fp2,F7,F3,Fz,F4,F8,T3,C3,Cz,C4,T4,T5,P3,Pz,P4,T6,O1
 1.000,0.3254,0.05647,0.08938,0.05011,0.04263,0.04637,0.03815,0.02730,0.02206,0.04338,0.04188,0.04600,0.07479,0.07891,0.09910,0.07255,0.1496
0.3254, 1.000,0.02880,0.04488,0.05273,0.05497,0.08003,0.03515,0.02468,0.01683,0.02880,0.03029,0.04936,0.07442,0.08003,0.07330,0.04600,0.1081
0.05647,0.02880, 1.000,0.1272,0.04039,0.03291,0.02693,0.09013,0.04637,0.02506,0.2195,0.04076,0.03216,0.04899,0.06208,0.09873,0.03740,0.05049
0.08938,0.04488,0.1272, 1.000,0.1350,0.05871,0.03141,0.03740,0.05236,0.04413,0.07367,0.09312,0.03964,0.05161,0.04076,0.1328,0.2008,0.1268
0.05011,0.05273,0.04039,0.1350, 1.000,0.1717,0.03553,0.03441,0.02917,0.08227,0.03777,0.05236,0.06844,0.07068,0.03927,0.05722,0.1223,0.2057
0.04263,0.05497,0.03291,0.05871,0.1717, 1.000,0.08115,0.05984,0.03179,0.05984,0.02580,0.03478,0.09873,0.09200,0.04787,0.04525,0.05610,0.1099
0.04637,0.08003,0.02693,0.03141,0.03553,0.08115, 1.000,0.03216,0.05684,0.03590,0.02356,0.04525,0.03740,0.09648,0.06619,0.04749,0.02805,0.05236
0.03815,0.03515,0.09013,0.03740,0.03441,0.05984,0.03216, 1.000,0.1081,0.04039,0.1511,0.03067,0.1062,0.03067,0.03141,0.05684,0.03403,0.04862
0.02730,0.02468,0.04637,0.05236,0.02917,0.03179,0.05684,0.1081, 1.000,0.04263,0.05610,0.05460,0.03366,0.03815,0.03515,0.04151,0.04562,0.02767
0.02206,0.01683,0.02506,0.04413,0.08227,0.05984,0.03590,0.04039,0.04263, 1.000,0.03291,0.03254,0.05310,0.02693,0.03927,0.03216,0.05049,0.02842
0.04338,0.02880,0.2195,0.07367,0.03777,0.02580,0.02356,0.1511,0.05610,0.03291, 1.000,0.05722,0.04787,0.04039,0.05049,0.08265,0.04787,0.04001
0.04188,0.03029,0.04076,0.09312,0.05236,0.03478,0.04525,0.03067,0.05460,0.03254,0.05722, 1.000,0.03254,0.04039,0.04562,0.04301,0.1163,0.05161
0.04600,0.04936,0.03216,0.03964,0.06844,0.09873,0.03740,0.1062,0.03366,0.05310,0.04787,0.03254, 1.000,0.09648,0.03628,0.02842,0.03104,0.08901
0.07479,0.07442,0.04899,0.05161,0.07068,0.09200,0.09648,0.03067,0.03815,0.02693,0.04039,0.04039,0.09648, 1.000,0.1159,0.04301,0.03815,0.1791
0.07891,0.08003,0.06208,0.04076,0.03927,0.04787,0.06619,0.03141,0.03515,0.03927,0.05049,0.04562,0.03628,0.1159, 1.000,0.09648,0.03628,0.07966
0.09910,0.07330,0.09873,0.1328,0.05722,0.04525,0.04749,0.05684,0.04151,0.03216,0.08265,0.04301,0.02842,0.04301,0.09648, 1.000,0.1372,0.1096
0.07255,0.04600,0.03740,0.2008,0.1223,0.05610,0.02805,0.03403,0.04562,0.05049,0.04787,0.1163,0.03104,0.03815,0.03628,0.1372, 1.000,0.1017
0.1496,0.1081,0.05049,0.1268,0.2057,0.1099,0.05236,0.04862,0.02767,0.02842,0.04001,0.05161,0.08901,0.1791,0.07966,0.1096,0.1017, 1.000
