Fp1,Fp2,F7,F3,Fz,F4,F8,T3,C3,Cz,C4,T4,T5,P3,Pz,P4,T6,O1
 1.000,0.5079,0.03246,0.1372,0.08482,0.09529,0.09005,0.07435,0.04398,0.06178,0.05131,0.08272,0.1770,0.1665,0.09738,0.2021,0.1801,0.3340
0.5079, 1.000,0.02723,0.09843,0.1005,0.1120,0.1141,0.08063,0.05236,0.06492,0.04293,0.06492,0.1654,0.2084,0.1079,0.1948,0.1560,0.2817
0.03246,0.02723, 1.000,0.1665,0.04712,0.03665,0.03874,0.03141,0.01990,0.04084,0.2429,0.05969,0.02827,0.03037,0.03665,0.07435,0.04188,0.03351
0.1372,0.09843,0.1665, 1.000,0.1204,0.07225,0.04084,0.04293,0.02618,0.04084,0.1707,0.2031,0.1120,0.07016,0.08272,0.1812,0.2471,0.1812
0.08482,0.1005,0.04712,0.1204, 1.000,0.1236,0.03665,0.07016,0.02723,0.05445,0.04503,0.06911,0.1309,0.09005,0.04084,0.09215,0.1476,0.1613
0.09529,0.1120,0.03665,0.07225,0.1236, 1.000,0.1623,0.1822,0.08063,0.07225,0.02932,0.05445,0.1812,0.1403,0.09634,0.08796,0.09634,0.1487
0.09005,0.1141,0.03874,0.04084,0.03665,0.1623, 1.000,0.07853,0.2272,0.06178,0.02199,0.06492,0.06911,0.1455,0.09738,0.06806,0.06911,0.08377
0.07435,0.08063,0.03141,0.04293,0.07016,0.1822,0.07853, 1.000,0.08272,0.05236,0.03560,0.05654,0.1435,0.08168,0.05026,0.04712,0.06178,0.07749
0.04398,0.05236,0.01990,0.02618,0.02723,0.08063,0.2272,0.08272, 1.000,0.09215,0.02199,0.03770,0.04188,0.1079,0.08063,0.03770,0.02094,0.04188
0.06178,0.06492,0.04084,0.04084,0.05445,0.07225,0.06178,0.05236,0.09215, 1.000,0.01885,0.01257,0.04188,0.06387,0.06492,0.05445,0.05131,0.04084
0.05131,0.04293,0.2429,0.1707,0.04503,0.02932,0.02199,0.03560,0.02199,0.01885, 1.000,0.06911,0.04503,0.04398,0.07644,0.1246,0.05759,0.04607
0.08272,0.06492,0.05969,0.2031,0.06911,0.05445,0.06492,0.05654,0.03770,0.01257,0.06911, 1.000,0.06911,0.03979,0.03560,0.07016,0.2000,0.07120
0.1770,0.1654,0.02827,0.1120,0.1309,0.1812,0.06911,0.1435,0.04188,0.04188,0.04503,0.06911, 1.000,0.1382,0.04503,0.09738,0.1319,0.2262
0.1665,0.2084,0.03037,0.07016,0.09005,0.1403,0.1455,0.08168,0.1079,0.06387,0.04398,0.03979,0.1382, 1.000,0.2178,0.1613,0.1131,0.2251
0.09738,0.1079,0.03665,0.08272,0.04084,0.09634,0.09738,0.05026,0.08063,0.06492,0.07644,0.03560,0.04503,0.2178, 1.000,0.1529,0.04921,0.1382
0.2021,0.1948,0.07435,0.1812,0.09215,0.08796,0.06806,0.04712,0.03770,0.05445,0.1246,0.07016,0.09738,0.1613,0.1529, 1.000,0.1759,0.1832
0.1801,0.1560,0.04188,0.2471,0.1476,0.09634,0.06911,0.06178,0.02094,0.05131,0.05759,0.2000,0.1319,0.1131,0.04921,0.1759, 1.000,0.2293
0.3340,0.2817,0.03351,0.1812,0.1613,0.1487,0.08377,0.07749,0.04188,0.04084,0.04607,0.07120,0.2262,0.2251,0.1382,0.1832,0.2293, 1.000
