Fp1,Fp2,F7,F3,Fz,F4,F8,T3,C3,Cz,C4,T4,T5,P3,Pz,P4,T6,O1
 1.000,0.2171,0.07051,0.08866,0.04188,0.04747,0.03002,0.02129,0.01745,0.01710,0.04049,0.02269,0.02723,0.04782,0.06632,0.06003,0.04084,0.1072
0.2171, 1.000,0.03595,0.03630,0.03455,0.07469,0.08866,0.02932,0.03560,0.02757,0.02618,0.02757,0.02932,0.04852,0.08307,0.04363,0.03490,0.06702
0.07051,0.03595, 1.000,0.1407,0.02583,0.01745,0.02548,0.05899,0.03037,0.02199,0.1661,0.02827,0.01990,0.02443,0.06073,0.07609,0.03246,0.03351
0.08866,0.03630,0.1407, 1.000,0.09284,0.03351,0.01815,0.03421,0.03630,0.03211,0.06108,0.06178,0.02548,0.03700,0.02967,0.1005,0.1354,0.1106
0.04188,0.03455,0.02583,0.09284, 1.000,0.1267,0.02094,0.02932,0.02234,0.07400,0.02757,0.03386,0.05585,0.04154,0.02234,0.05026,0.07539,0.1839
0.04747,0.07469,0.01745,0.03351,0.1267, 1.000,0.06248,0.05201,0.02827,0.04188,0.02443,0.02059,0.07295,0.06806,0.03037,0.03595,0.03874,0.09529
0.03002,0.08866,0.02548,0.01815,0.02094,0.06248, 1.000,0.04084,0.07574,0.02792,0.03037,0.06213,0.02443,0.05201,0.05585,0.03246,0.02862,0.02897
0.02129,0.02932,0.05899,0.03421,0.02932,0.05201,0.04084, 1.000,0.08412,0.02792,0.1124,0.03351,0.1243,0.03316,0.02024,0.05654,0.03630,0.02478
0.01745,0.03560,0.03037,0.03630,0.02234,0.02827,0.07574,0.08412, 1.000,0.05026,0.03665,0.07469,0.02827,0.04014,0.01955,0.03281,0.05375,0.02199
0.01710,0.02757,0.02199,0.03211,0.07400,0.04188,0.02792,0.02792,0.05026, 1.000,0.02757,0.04258,0.04223,0.01990,0.02304,0.01815,0.05061,0.02897
0.04049,0.02618,0.1661,0.06108,0.02757,0.02443,0.03037,0.1124,0.03665,0.02757, 1.000,0.04747,0.06108,0.02792,0.03839,0.09110,0.05061,0.02443
0.02269,0.02757,0.02827,0.06178,0.03386,0.02059,0.06213,0.03351,0.07469,0.04258,0.04747, 1.000,0.02304,0.04084,0.03316,0.03351,0.1152,0.02373
0.02723,0.02932,0.01990,0.02548,0.05585,0.07295,0.02443,0.1243,0.02827,0.04223,0.06108,0.02304, 1.000,0.08935,0.01571,0.02373,0.02373,0.06736
0.04782,0.04852,0.02443,0.03700,0.04154,0.06806,0.05201,0.03316,0.04014,0.01990,0.02792,0.04084,0.08935, 1.000,0.07609,0.02548,0.01955,0.1260
0.06632,0.08307,0.06073,0.02967,0.02234,0.03037,0.05585,0.02024,0.01955,0.02304,0.03839,0.03316,0.01571,0.07609, 1.000,0.05515,0.01885,0.06387
0.06003,0.04363,0.07609,0.1005,0.05026,0.03595,0.03246,0.05654,0.03281,0.01815,0.09110,0.03351,0.02373,0.02548,0.05515, 1.000,0.1431,0.05305
0.04084,0.03490,0.03246,0.1354,0.07539,0.03874,0.02862,0.03630,0.05375,0.05061,0.05061,0.1152,0.02373,0.01955,0.01885,0.1431, 1.000,0.03839
0.1072,0.06702,0.03351,0.1106,0.1839,0.09529,0.02897,0.02478,0.02199,0.02897,0.02443,0.02373,0.06736,0.1260,0.06387,0.05305,0.03839, 1.000
