Fp1,Fp2,F7,F3,Fz,F4,F8,T3,C3,Cz,C4,T4,T5,P3,Pz,P4,T6,O1
 1.000,0.08999,0.2555,0.1937,0.06844,0.03574,0.05501,0.06591,0.02231,0.03194,0.03143,0.02636,0.02864,0.03726,0.05754,0.06895,0.03245,0.03295
0.08999, 1.000,0.04081,0.03853,0.08847,0.1054,0.4048,0.03371,0.02788,0.03397,0.02332,0.02205,0.02256,0.06033,0.08593,0.07148,0.04157,0.02738
0.2555,0.04081, 1.000,0.1703,0.04385,0.02459,0.02966,0.08035,0.02053,0.02636,0.03676,0.02155,0.02256,0.02814,0.04994,0.07174,0.02307,0.02484
0.1937,0.03853,0.1703, 1.000,0.07098,0.03143,0.02408,0.05982,0.02611,0.02383,0.02890,0.02915,0.02408,0.02383,0.03904,0.08264,0.03929,0.03802
0.06844,0.08847,0.04385,0.07098, 1.000,0.1229,0.04766,0.02256,0.02256,0.01926,0.02079,0.01876,0.03574,0.03219,0.03346,0.05374,0.03904,0.05272
0.03574,0.1054,0.02459,0.03143,0.1229, 1.000,0.1065,0.02662,0.02940,0.02433,0.02180,0.02307,0.06641,0.04563,0.03853,0.02586,0.02814,0.04842
0.05501,0.4048,0.02966,0.02408,0.04766,0.1065, 1.000,0.02940,0.04106,0.03980,0.02028,0.04436,0.02864,0.09125,0.09379,0.03625,0.03701,0.02687
0.06591,0.03371,0.08035,0.05982,0.02256,0.02662,0.02940, 1.000,0.02307,0.03878,0.05805,0.02687,0.03422,0.02459,0.04385,0.07199,0.02231,0.02307
0.02231,0.02788,0.02053,0.02611,0.02256,0.02940,0.04106,0.02307, 1.000,0.02738,0.02560,0.05602,0.02687,0.05577,0.02890,0.02636,0.02383,0.02484
0.03194,0.03397,0.02636,0.02383,0.01926,0.02433,0.03980,0.03878,0.02738, 1.000,0.02814,0.03802,0.02636,0.02636,0.03473,0.02408,0.01876,0.02560
0.03143,0.02332,0.03676,0.02890,0.02079,0.02180,0.02028,0.05805,0.02560,0.02814, 1.000,0.05830,0.05120,0.02307,0.02738,0.04030,0.02636,0.02839
0.02636,0.02205,0.02155,0.02915,0.01876,0.02307,0.04436,0.02687,0.05602,0.03802,0.05830, 1.000,0.03042,0.06565,0.04360,0.03447,0.02180,0.02738
0.02864,0.02256,0.02256,0.02408,0.03574,0.06641,0.02864,0.03422,0.02687,0.02636,0.05120,0.03042, 1.000,0.04791,0.03042,0.01749,0.02028,0.2568
0.03726,0.06033,0.02814,0.02383,0.03219,0.04563,0.09125,0.02459,0.05577,0.02636,0.02307,0.06565,0.04791, 1.000,0.06109,0.01926,0.02332,0.05425
0.05754,0.08593,0.04994,0.03904,0.03346,0.03853,0.09379,0.04385,0.02890,0.03473,0.02738,0.04360,0.03042,0.06109, 1.000,0.05602,0.02408,0.03371
0.06895,0.07148,0.07174,0.08264,0.05374,0.02586,0.03625,0.07199,0.02636,0.02408,0.04030,0.03447,0.01749,0.01926,0.05602, 1.000,0.02864,0.02433
0.03245,0.04157,0.02307,0.03929,0.03904,0.02814,0.03701,0.02231,0.02383,0.01876,0.02636,0.02180,0.02028,0.02332,0.02408,0.02864, 1.000,0.02028
0.03295,0.02738,0.02484,0.03802,0.05272,0.04842,0.02687,0.02307,0.02484,0.02560,0.02839,0.02738,0.2568,0.05425,0.03371,0.02433,0.02028, 1.000
