Fp1,Fp2,F7,F3,Fz,F4,F8,T3,C3,Cz,C4,T4,T5,P3,Pz,P4,T6,O1
 1.000,0.4064,0.09412,0.02995,0.03422,0.01711,0.1508,0.07487,0.01818,0.02781,0.02460,0.03743,0.02460,0.1187,0.1508,0.09840,0.02567,0.07487
0.4064, 1.000,0.09733,0.08021,0.05241,0.02888,0.1733,0.06952,0.01925,0.02781,0.03636,0.04813,0.01925,0.1176,0.1711,0.09091,0.02995,0.07701
0.09412,0.09733, 1.000,0.04064,0.03850,0.02246,0.04278,0.05561,0.02139,0.02139,0.04278,0.02674,0.02353,0.02460,0.08984,0.09626,0.02674,0.03743
0.02995,0.08021,0.04064, 1.000,0.1198,0.07594,0.02460,0.02353,0.03850,0.05348,0.03209,0.02460,0.02674,0.05027,0.03850,0.06096,0.04492,0.05989
0.03422,0.05241,0.03850,0.1198, 1.000,0.1112,0.02032,0.01818,0.02032,0.05455,0.01604,0.02781,0.06203,0.04492,0.03743,0.02674,0.03529,0.08021
0.01711,0.02888,0.02246,0.07594,0.1112, 1.000,0.07594,0.02460,0.01604,0.02246,0.05027,0.03850,0.06952,0.03636,0.02460,0.02460,0.02032,0.09198
0.1508,0.1733,0.04278,0.02460,0.02032,0.07594, 1.000,0.06845,0.01390,0.02995,0.01497,0.1080,0.02995,0.1144,0.08770,0.04278,0.02995,0.07594
0.07487,0.06952,0.05561,0.02353,0.01818,0.02460,0.06845, 1.000,0.02674,0.05348,0.04920,0.02567,0.01283,0.04171,0.1102,0.06310,0.02353,0.04813
0.01818,0.01925,0.02139,0.03850,0.02032,0.01604,0.01390,0.02674, 1.000,0.05455,0.02139,0.06096,0.05348,0.04385,0.04813,0.01604,0.04706,0.02139
0.02781,0.02781,0.02139,0.05348,0.05455,0.02246,0.02995,0.05348,0.05455, 1.000,0.03316,0.06952,0.03102,0.02674,0.05348,0.01497,0.04706,0.03636
0.02460,0.03636,0.04278,0.03209,0.01604,0.05027,0.01497,0.04920,0.02139,0.03316, 1.000,0.04599,0.06203,0.03636,0.03957,0.07059,0.02674,0.03209
0.03743,0.04813,0.02674,0.02460,0.02781,0.03850,0.1080,0.02567,0.06096,0.06952,0.04599, 1.000,0.01925,0.06203,0.06310,0.03529,0.02674,0.01497
0.02460,0.01925,0.02353,0.02674,0.06203,0.06952,0.02995,0.01283,0.05348,0.03102,0.06203,0.01925, 1.000,0.04706,0.007487,0.01818,0.02674,0.1144
0.1187,0.1176,0.02460,0.05027,0.04492,0.03636,0.1144,0.04171,0.04385,0.02674,0.03636,0.06203,0.04706, 1.000,0.1390,0.05561,0.02353,0.1070
0.1508,0.1711,0.08984,0.03850,0.03743,0.02460,0.08770,0.1102,0.04813,0.05348,0.03957,0.06310,0.007487,0.1390, 1.000,0.07594,0.02995,0.04171
0.09840,0.09091,0.09626,0.06096,0.02674,0.02460,0.04278,0.06310,0.01604,0.01497,0.07059,0.03529,0.01818,0.05561,0.07594, 1.000,0.01711,0.01390
0.02567,0.02995,0.02674,0.04492,0.03529,0.02032,0.02995,0.02353,0.04706,0.04706,0.02674,0.02674,0.02674,0.02353,0.02995,0.01711, 1.000,0.02246
0.07487,0.07701,0.03743,0.05989,0.08021,0.09198,0.07594,0.04813,0.02139,0.03636,0.03209,0.01497,0.1144,0.1070,0.04171,0.01390,0.02246, 1.000
