Fp1,Fp2,F7,F3,Fz,F4,F8,T3,C3,Cz,C4,T4,T5,P3,Pz,P4,T6,O1
 1.000,0.2826,0.4005,0.3181,0.1648,0.06844,0.2028,0.1470,0.02408,0.05323,0.05577,0.03549,0.03295,0.08745,0.1470,0.1914,0.03549,0.05070
0.2826, 1.000,0.1711,0.1470,0.1369,0.1280,0.6147,0.1622,0.01774,0.04309,0.04563,0.04309,0.03802,0.1293,0.2015,0.2319,0.06844,0.05577
0.4005,0.1711, 1.000,0.2079,0.1229,0.04943,0.1242,0.1622,0.05196,0.05070,0.06210,0.03929,0.02028,0.07351,0.1711,0.1965,0.04183,0.03929
0.3181,0.1470,0.2079, 1.000,0.2345,0.1229,0.1115,0.1103,0.03422,0.03042,0.03929,0.04056,0.04943,0.04436,0.09886,0.1990,0.05703,0.06337
0.1648,0.1369,0.1229,0.2345, 1.000,0.2421,0.1077,0.04689,0.02915,0.02915,0.02028,0.02662,0.04309,0.04436,0.08365,0.1394,0.03549,0.09759
0.06844,0.1280,0.04943,0.1229,0.2421, 1.000,0.1217,0.03802,0.02662,0.04563,0.04689,0.04563,0.1001,0.05830,0.07478,0.1039,0.06210,0.09759
0.2028,0.6147,0.1242,0.1115,0.1077,0.1217, 1.000,0.1204,0.02662,0.06464,0.04436,0.06717,0.04183,0.1610,0.1939,0.1635,0.05450,0.06337
0.1470,0.1622,0.1622,0.1103,0.04689,0.03802,0.1204, 1.000,0.03676,0.07605,0.08619,0.05196,0.03295,0.03802,0.1115,0.2155,0.04563,0.02662
0.02408,0.01774,0.05196,0.03422,0.02915,0.02662,0.02662,0.03676, 1.000,0.05070,0.03676,0.07098,0.02155,0.06210,0.02535,0.02915,0.02535,0.01648
0.05323,0.04309,0.05070,0.03042,0.02915,0.04563,0.06464,0.07605,0.05070, 1.000,0.04563,0.06591,0.02535,0.06337,0.07731,0.04689,0.02662,0.02662
0.05577,0.04563,0.06210,0.03929,0.02028,0.04689,0.04436,0.08619,0.03676,0.04563, 1.000,0.04309,0.06084,0.03042,0.04309,0.06084,0.03549,0.03422
0.03549,0.04309,0.03929,0.04056,0.02662,0.04563,0.06717,0.05196,0.07098,0.06591,0.04309, 1.000,0.01521,0.1014,0.06717,0.04816,0.03295,0.01901
0.03295,0.03802,0.02028,0.04943,0.04309,0.1001,0.04183,0.03295,0.02155,0.02535,0.06084,0.01521, 1.000,0.06337,0.02281,0.03422,0.02535,0.4094
0.08745,0.1293,0.07351,0.04436,0.04436,0.05830,0.1610,0.03802,0.06210,0.06337,0.03042,0.1014,0.06337, 1.000,0.1381,0.04816,0.02028,0.09125
0.1470,0.2015,0.1711,0.09886,0.08365,0.07478,0.1939,0.1115,0.02535,0.07731,0.04309,0.06717,0.02281,0.1381, 1.000,0.1534,0.03676,0.04056
0.1914,0.2319,0.1965,0.1990,0.1394,0.1039,0.1635,0.2155,0.02915,0.04689,0.06084,0.04816,0.03422,0.04816,0.1534, 1.000,0.05957,0.05070
0.03549,0.06844,0.04183,0.05703,0.03549,0.06210,0.05450,0.04563,0.02535,0.02662,0.03549,0.03295,0.02535,0.02028,0.03676,0.05957, 1.000,0.02662
0.05070,0.05577,0.03929,0.06337,0.09759,0.09759,0.06337,0.02662,0.01648,0.02662,0.03422,0.01901,0.4094,0.09125,0.04056,0.05070,0.02662, 1.000
