Fp1,Fp2,F7,F3,Fz,F4,F8,T3,C3,Cz,C4,T4,T5,P3,Pz,P4,T6,O1
 1.000,0.6649,0.2834,0.1961,0.1622,0.1373,0.4082,0.07487,0.03387,0.02852,0.03922,0.05704,0.06417,0.2674,0.3494,0.2870,0.07843,0.1141
0.6649, 1.000,0.2923,0.2246,0.2246,0.1622,0.4207,0.06595,0.03387,0.02496,0.03387,0.04991,0.07130,0.2763,0.3440,0.2531,0.08200,0.1444
0.2834,0.2923, 1.000,0.1301,0.08734,0.08378,0.1711,0.1569,0.03387,0.03030,0.05526,0.02852,0.04100,0.1319,0.1907,0.2638,0.06417,0.08200
0.1961,0.2246,0.1301, 1.000,0.2852,0.1426,0.09804,0.06417,0.02852,0.04991,0.02496,0.04100,0.05348,0.1176,0.1105,0.1711,0.08556,0.1141
0.1622,0.2246,0.08734,0.2852, 1.000,0.3922,0.1194,0.05526,0.03565,0.04991,0.03922,0.01604,0.09804,0.1248,0.08734,0.1070,0.09626,0.2032
0.1373,0.1622,0.08378,0.1426,0.3922, 1.000,0.1658,0.04813,0.01604,0.03209,0.04813,0.02852,0.1123,0.1390,0.09091,0.07665,0.08556,0.2068
0.4082,0.4207,0.1711,0.09804,0.1194,0.1658, 1.000,0.05348,0.04100,0.03565,0.04635,0.1159,0.07665,0.2923,0.2709,0.1283,0.04635,0.1283
0.07487,0.06595,0.1569,0.06417,0.05526,0.04813,0.05348, 1.000,0.03387,0.07130,0.09804,0.04991,0.05704,0.06061,0.1337,0.09626,0.02317,0.04278
0.03387,0.03387,0.03387,0.02852,0.03565,0.01604,0.04100,0.03387, 1.000,0.07487,0.03209,0.1212,0.01070,0.05526,0.05169,0.01783,0.03922,0.007130
0.02852,0.02496,0.03030,0.04991,0.04991,0.03209,0.03565,0.07130,0.07487, 1.000,0.07487,0.05882,0.03743,0.03030,0.04991,0.02852,0.02496,0.03565
0.03922,0.03387,0.05526,0.02496,0.03922,0.04813,0.04635,0.09804,0.03209,0.07487, 1.000,0.03209,0.07308,0.02674,0.06774,0.06774,0.01426,0.05882
0.05704,0.04991,0.02852,0.04100,0.01604,0.02852,0.1159,0.04991,0.1212,0.05882,0.03209, 1.000,0.03743,0.07130,0.06595,0.02139,0.03565,0.01961
0.06417,0.07130,0.04100,0.05348,0.09804,0.1123,0.07665,0.05704,0.01070,0.03743,0.07308,0.03743, 1.000,0.06952,0.03565,0.05348,0.02317,0.2424
0.2674,0.2763,0.1319,0.1176,0.1248,0.1390,0.2923,0.06061,0.05526,0.03030,0.02674,0.07130,0.06952, 1.000,0.2496,0.07487,0.02852,0.1408
0.3494,0.3440,0.1907,0.1105,0.08734,0.09091,0.2709,0.1337,0.05169,0.04991,0.06774,0.06595,0.03565,0.2496, 1.000,0.1907,0.05882,0.07487
0.2870,0.2531,0.2638,0.1711,0.1070,0.07665,0.1283,0.09626,0.01783,0.02852,0.06774,0.02139,0.05348,0.07487,0.1907, 1.000,0.07843,0.08913
0.07843,0.08200,0.06417,0.08556,0.09626,0.08556,0.04635,0.02317,0.03922,0.02496,0.01426,0.03565,0.02317,0.02852,0.05882,0.07843, 1.000,0.05169
0.1141,0.1444,0.08200,0.1141,0.2032,0.2068,0.1283,0.04278,0.007130,0.03565,0.05882,0.01961,0.2424,0.1408,0.07487,0.08913,0.05169, 1.000
