Fp1,Fp2,O2,F7,F3,Fz,F4,F8,T3,C3,Cz,C4,T4,T5,P3,Pz,P4,T6,O1
 1.000,0.3073,0.04636,0.1329,0.04989,0.03620,0.03355,0.04989,0.02517,0.02252,0.03002,0.03355,0.01854,0.03002,0.06049,0.09713,0.08521,0.06181,0.03841
0.3073, 1.000,0.04371,0.06049,0.03311,0.03179,0.04857,0.09139,0.03046,0.03797,0.03135,0.03002,0.02296,0.03223,0.07770,0.08212,0.06490,0.04945,0.04018
0.04636,0.04371, 1.000,0.04415,0.06358,0.06358,0.05386,0.02870,0.02517,0.02605,0.02472,0.02384,0.01545,0.02649,0.02693,0.02870,0.05121,0.3121,0.04194
0.1329,0.06049,0.04415, 1.000,0.05519,0.02737,0.02163,0.02428,0.07506,0.01898,0.03488,0.04283,0.01678,0.02781,0.04106,0.07682,0.06358,0.05210,0.03753
0.04989,0.03311,0.06358,0.05519, 1.000,0.07903,0.03929,0.02472,0.02208,0.03046,0.02472,0.02781,0.02252,0.03929,0.03400,0.03179,0.03620,0.06004,0.04857
0.03620,0.03179,0.06358,0.02737,0.07903, 1.000,0.08786,0.02340,0.02781,0.02472,0.04150,0.02517,0.01987,0.05695,0.03709,0.02870,0.02781,0.04371,0.06623
0.03355,0.04857,0.05386,0.02163,0.03929,0.08786, 1.000,0.05475,0.02517,0.02428,0.02517,0.02208,0.02517,0.05695,0.04724,0.02737,0.02781,0.03444,0.04547
0.04989,0.09139,0.02870,0.02428,0.02472,0.02340,0.05475, 1.000,0.02208,0.04238,0.02914,0.02340,0.06623,0.03179,0.06623,0.04459,0.03311,0.02296,0.03488
0.02517,0.03046,0.02517,0.07506,0.02208,0.02781,0.02517,0.02208, 1.000,0.02428,0.03223,0.04371,0.02163,0.02649,0.02870,0.03091,0.03002,0.02517,0.02340
0.02252,0.03797,0.02605,0.01898,0.03046,0.02472,0.02428,0.04238,0.02428, 1.000,0.03797,0.01943,0.05386,0.02340,0.03620,0.03046,0.02163,0.02693,0.02340
0.03002,0.03135,0.02472,0.03488,0.02472,0.04150,0.02517,0.02914,0.03223,0.03797, 1.000,0.03709,0.03179,0.03046,0.02737,0.05430,0.02914,0.02561,0.02826
0.03355,0.03002,0.02384,0.04283,0.02781,0.02517,0.02208,0.02340,0.04371,0.01943,0.03709, 1.000,0.03046,0.03002,0.02384,0.02649,0.04768,0.02870,0.02208
0.01854,0.02296,0.01545,0.01678,0.02252,0.01987,0.02517,0.06623,0.02163,0.05386,0.03179,0.03046, 1.000,0.02517,0.03929,0.03091,0.02252,0.02517,0.02605
0.03002,0.03223,0.02649,0.02781,0.03929,0.05695,0.05695,0.03179,0.02649,0.02340,0.03046,0.03002,0.02517, 1.000,0.05430,0.02384,0.01810,0.02693,0.08212
0.06049,0.07770,0.02693,0.04106,0.03400,0.03709,0.04724,0.06623,0.02870,0.03620,0.02737,0.02384,0.03929,0.05430, 1.000,0.08124,0.03400,0.02472,0.04547
0.09713,0.08212,0.02870,0.07682,0.03179,0.02870,0.02737,0.04459,0.03091,0.03046,0.05430,0.02649,0.03091,0.02384,0.08124, 1.000,0.1002,0.02561,0.02693
0.08521,0.06490,0.05121,0.06358,0.03620,0.02781,0.02781,0.03311,0.03002,0.02163,0.02914,0.04768,0.02252,0.01810,0.03400,0.1002, 1.000,0.05386,0.02693
0.06181,0.04945,0.3121,0.05210,0.06004,0.04371,0.03444,0.02296,0.02517,0.02693,0.02561,0.02870,0.02517,0.02693,0.02472,0.02561,0.05386, 1.000,0.03046
0.03841,0.04018,0.04194,0.03753,0.04857,0.06623,0.04547,0.03488,0.02340,0.02340,0.02826,0.02208,0.02605,0.08212,0.04547,0.02693,0.02693,0.03046, 1.000
