Fp1,Fp2,O2,F7,F3,Fz,F4,F8,T3,C3,Cz,C4,T4,T5,P3,Pz,P4,T6,O1
 1.000,0.2505,0.04144,0.1568,0.09550,0.03784,0.03604,0.07568,0.04324,0.05586,0.05045,0.03423,0.02162,0.03423,0.1027,0.1910,0.1604,0.03784,0.05045
0.2505, 1.000,0.03964,0.09189,0.05225,0.06667,0.1441,0.2072,0.03423,0.06667,0.05045,0.01802,0.04865,0.05225,0.1604,0.1676,0.1117,0.06126,0.06847
0.04144,0.03964, 1.000,0.03784,0.1261,0.1369,0.1009,0.01081,0.02703,0.03784,0.02703,0.03604,0.01622,0.03784,0.04324,0.04144,0.09369,0.1748,0.1333
0.1568,0.09189,0.03784, 1.000,0.06306,0.02342,0.03784,0.06847,0.2577,0.05225,0.05225,0.04865,0.03964,0.01802,0.05405,0.1099,0.1189,0.04144,0.03063
0.09550,0.05225,0.1261,0.06306, 1.000,0.1477,0.04865,0.03423,0.03784,0.06847,0.03243,0.02703,0.03243,0.05225,0.06486,0.03063,0.1063,0.1207,0.09910
0.03784,0.06667,0.1369,0.02342,0.1477, 1.000,0.2486,0.01261,0.04144,0.02883,0.09189,0.06126,0.02342,0.08468,0.05586,0.03423,0.05045,0.09189,0.1495
0.03604,0.1441,0.1009,0.03784,0.04865,0.2486, 1.000,0.08649,0.04324,0.01982,0.04865,0.08288,0.01982,0.1117,0.1027,0.07387,0.05946,0.06126,0.1477
0.07568,0.2072,0.01081,0.06847,0.03423,0.01261,0.08649, 1.000,0.03423,0.1009,0.02883,0.02342,0.2000,0.03423,0.1477,0.1009,0.08108,0.01982,0.03063
0.04324,0.03423,0.02703,0.2577,0.03784,0.04144,0.04324,0.03423, 1.000,0.04505,0.08288,0.1009,0.03604,0.04865,0.01982,0.04865,0.04685,0.03423,0.02703
0.05586,0.06667,0.03784,0.05225,0.06847,0.02883,0.01982,0.1009,0.04505, 1.000,0.05225,0.03243,0.1171,0.03063,0.07748,0.05586,0.03423,0.1171,0.04144
0.05045,0.05045,0.02703,0.05225,0.03243,0.09189,0.04865,0.02883,0.08288,0.05225, 1.000,0.1045,0.01982,0.04324,0.02523,0.07027,0.02342,0.05586,0.04505
0.03423,0.01802,0.03604,0.04865,0.02703,0.06126,0.08288,0.02342,0.1009,0.03243,0.1045, 1.000,0.05586,0.1027,0.02883,0.06486,0.05586,0.04865,0.07568
0.02162,0.04865,0.01622,0.03964,0.03243,0.02342,0.01982,0.2000,0.03604,0.1171,0.01982,0.05586, 1.000,0.05045,0.1117,0.08288,0.05766,0.05586,0.04865
0.03423,0.05225,0.03784,0.01802,0.05225,0.08468,0.1117,0.03423,0.04865,0.03063,0.04324,0.1027,0.05045, 1.000,0.06306,0.02703,0.02703,0.04505,0.1946
0.1027,0.1604,0.04324,0.05405,0.06486,0.05586,0.1027,0.1477,0.01982,0.07748,0.02523,0.02883,0.1117,0.06306, 1.000,0.1586,0.08288,0.05405,0.09189
0.1910,0.1676,0.04144,0.1099,0.03063,0.03423,0.07387,0.1009,0.04865,0.05586,0.07027,0.06486,0.08288,0.02703,0.1586, 1.000,0.2162,0.01622,0.02162
0.1604,0.1117,0.09369,0.1189,0.1063,0.05045,0.05946,0.08108,0.04685,0.03423,0.02342,0.05586,0.05766,0.02703,0.08288,0.2162, 1.000,0.07748,0.02883
0.03784,0.06126,0.1748,0.04144,0.1207,0.09189,0.06126,0.01982,0.03423,0.1171,0.05586,0.04865,0.05586,0.04505,0.05405,0.01622,0.07748, 1.000,0.03604
0.05045,0.06847,0.1333,0.03063,0.09910,0.1495,0.1477,0.03063,0.02703,0.04144,0.04505,0.07568,0.04865,0.1946,0.09189,0.02162,0.02883,0.03604, 1.000
