Fp1,Fp2,F7,F3,Fz,F4,F8,T3,C3,Cz,C4,T4,T5,P3,Pz,P4,T6,O1
 1.000,0.02521,0.1226,0.05997,0.02868,0.01912,0.03129,0.08388,0.02390,0.02608,0.02694,0.02390,0.01825,0.02477,0.03868,0.03651,0.05563,0.03346
0.02521, 1.000,0.01651,0.03042,0.02781,0.01825,0.1408,0.01304,0.01869,0.03911,0.03433,0.04476,0.02912,0.02303,0.06258,0.03520,0.02303,0.01478
0.1226,0.01651, 1.000,0.1864,0.02608,0.02564,0.01956,0.1943,0.02564,0.01782,0.02130,0.02999,0.01956,0.02434,0.02477,0.03173,0.08605,0.04954
0.05997,0.03042,0.1864, 1.000,0.01347,0.02390,0.02043,0.1786,0.05085,0.01869,0.04954,0.03694,0.02781,0.02738,0.02303,0.02043,0.08083,0.03694
0.02868,0.02781,0.02608,0.01347, 1.000,0.01999,0.02521,0.02564,0.02521,0.01912,0.01956,0.02955,0.03303,0.02912,0.02043,0.02347,0.02608,0.02694
0.01912,0.01825,0.02564,0.02390,0.01999, 1.000,0.04476,0.01651,0.02347,0.01999,0.02086,0.01651,0.03433,0.02564,0.02651,0.01434,0.02086,0.02955
0.03129,0.1408,0.01956,0.02043,0.02521,0.04476, 1.000,0.02608,0.03607,0.02564,0.01304,0.03824,0.03738,0.05563,0.04172,0.02608,0.02390,0.02173
0.08388,0.01304,0.1943,0.1786,0.02564,0.01651,0.02608, 1.000,0.03694,0.03607,0.03042,0.02825,0.01521,0.01695,0.01043,0.02825,0.07127,0.03520
0.02390,0.01869,0.02564,0.05085,0.02521,0.02347,0.03607,0.03694, 1.000,0.03259,0.02999,0.03520,0.02216,0.02694,0.02564,0.01912,0.03086,0.03433
0.02608,0.03911,0.01782,0.01869,0.01912,0.01999,0.02564,0.03607,0.03259, 1.000,0.01565,0.02694,0.03564,0.02173,0.02521,0.02347,0.04129,0.02738
0.02694,0.03433,0.02130,0.04954,0.01956,0.02086,0.01304,0.03042,0.02999,0.01565, 1.000,0.03651,0.01956,0.02477,0.01956,0.02086,0.02694,0.01869
0.02390,0.04476,0.02999,0.03694,0.02955,0.01651,0.03824,0.02825,0.03520,0.02694,0.03651, 1.000,0.05563,0.02955,0.01173,0.01912,0.09083,0.03911
0.01825,0.02912,0.01956,0.02781,0.03303,0.03433,0.03738,0.01521,0.02216,0.03564,0.01956,0.05563, 1.000,0.01912,0.01608,0.008257,0.03564,0.02694
0.02477,0.02303,0.02434,0.02738,0.02912,0.02564,0.05563,0.01695,0.02694,0.02173,0.02477,0.02955,0.01912, 1.000,0.02434,0.01347,0.01651,0.01999
0.03868,0.06258,0.02477,0.02303,0.02043,0.02651,0.04172,0.01043,0.02564,0.02521,0.01956,0.01173,0.01608,0.02434, 1.000,0.02912,0.02216,0.02608
0.03651,0.03520,0.03173,0.02043,0.02347,0.01434,0.02608,0.02825,0.01912,0.02347,0.02086,0.01912,0.008257,0.01347,0.02912, 1.000,0.02564,0.02173
0.05563,0.02303,0.08605,0.08083,0.02608,0.02086,0.02390,0.07127,0.03086,0.04129,0.02694,0.09083,0.03564,0.01651,0.02216,0.02564, 1.000,0.05041
0.03346,0.01478,0.04954,0.03694,0.02694,0.02955,0.02173,0.03520,0.03433,0.02738,0.01869,0.03911,0.02694,0.01999,0.02608,0.02173,0.05041, 1.000
