Fp1,Fp2,F7,F3,Fz,F4,F8,T3,C3,Cz,C4,T4,T5,P3,Pz,P4,T6,O1
 1.000,0.03704,0.05383,0.04380,0.01965,0.02415,0.05301,0.03889,0.02538,0.02743,0.02456,0.01781,0.02968,0.05792,0.06795,0.08330,0.02272,0.03459
0.03704, 1.000,0.03479,0.03336,0.02006,0.03479,0.04523,0.02497,0.02395,0.02579,0.02599,0.02313,0.02988,0.02579,0.03172,0.03745,0.02108,0.03602
0.05383,0.03479, 1.000,0.03213,0.02702,0.02272,0.07511,0.1199,0.02190,0.02886,0.03172,0.02210,0.01965,0.02579,0.06140,0.05137,0.02620,0.02415
0.04380,0.03336,0.03213, 1.000,0.03438,0.02845,0.03029,0.02927,0.02845,0.02886,0.01555,0.03172,0.03234,0.02067,0.02661,0.03336,0.03766,0.04339
0.01965,0.02006,0.02702,0.03438, 1.000,0.03009,0.02517,0.02743,0.03009,0.03459,0.02681,0.03357,0.04134,0.02845,0.02395,0.02517,0.04052,0.04073
0.02415,0.03479,0.02272,0.02845,0.03009, 1.000,0.02374,0.03459,0.02824,0.02886,0.03520,0.02354,0.03357,0.02374,0.02988,0.02640,0.03050,0.03561
0.05301,0.04523,0.07511,0.03029,0.02517,0.02374, 1.000,0.03868,0.02149,0.01678,0.02231,0.02231,0.02251,0.02558,0.03438,0.04339,0.02395,0.03295
0.03889,0.02497,0.1199,0.02927,0.02743,0.03459,0.03868, 1.000,0.02763,0.04257,0.04564,0.02088,0.03111,0.02783,0.04932,0.04441,0.02599,0.02415
0.02538,0.02395,0.02190,0.02845,0.03009,0.02824,0.02149,0.02763, 1.000,0.02374,0.02436,0.02927,0.02743,0.02190,0.02047,0.02743,0.03172,0.02395
0.02743,0.02579,0.02886,0.02886,0.03459,0.02886,0.01678,0.04257,0.02374, 1.000,0.03459,0.03561,0.06693,0.02231,0.03254,0.02599,0.03438,0.04482
0.02456,0.02599,0.03172,0.01555,0.02681,0.03520,0.02231,0.04564,0.02436,0.03459, 1.000,0.01760,0.03643,0.03234,0.03009,0.02538,0.01842,0.03377
0.01781,0.02313,0.02210,0.03172,0.03357,0.02354,0.02231,0.02088,0.02927,0.03561,0.01760, 1.000,0.03561,0.02313,0.03193,0.02354,0.02906,0.04707
0.02968,0.02988,0.01965,0.03234,0.04134,0.03357,0.02251,0.03111,0.02743,0.06693,0.03643,0.03561, 1.000,0.02722,0.02661,0.02354,0.01985,0.02824
0.05792,0.02579,0.02579,0.02067,0.02845,0.02374,0.02558,0.02783,0.02190,0.02231,0.03234,0.02313,0.02722, 1.000,0.03950,0.02661,0.02231,0.03070
0.06795,0.03172,0.06140,0.02661,0.02395,0.02988,0.03438,0.04932,0.02047,0.03254,0.03009,0.03193,0.02661,0.03950, 1.000,0.04912,0.02333,0.02149
0.08330,0.03745,0.05137,0.03336,0.02517,0.02640,0.04339,0.04441,0.02743,0.02599,0.02538,0.02354,0.02354,0.02661,0.04912, 1.000,0.02620,0.03418
0.02272,0.02108,0.02620,0.03766,0.04052,0.03050,0.02395,0.02599,0.03172,0.03438,0.01842,0.02906,0.01985,0.02231,0.02333,0.02620, 1.000,0.06467
0.03459,0.03602,0.02415,0.04339,0.04073,0.03561,0.03295,0.02415,0.02395,0.04482,0.03377,0.04707,0.02824,0.03070,0.02149,0.03418,0.06467, 1.000
