Fp1,Fp2,F7,F3,Fz,F4,F8,T3,C3,Cz,C4,T4,T5,P3,Pz,P4,T6,O1
 1.000,0.06799,0.1776,0.07372,0.02636,0.02406,0.04011,0.06494,0.02101,0.02903,0.04584,0.02024,0.02063,0.05768,0.08938,0.05768,0.03705,0.05653
0.06799, 1.000,0.02483,0.03285,0.02406,0.06341,0.1436,0.02445,0.01910,0.02674,0.02254,0.04087,0.02979,0.06494,0.05730,0.03743,0.03247,0.08060
0.1776,0.02483, 1.000,0.09587,0.03247,0.02636,0.01910,0.05691,0.04087,0.02177,0.02941,0.01451,0.02292,0.02368,0.06379,0.05118,0.03132,0.05882
0.07372,0.03285,0.09587, 1.000,0.04202,0.02636,0.02254,0.02521,0.02406,0.03132,0.01261,0.02445,0.02712,0.03170,0.02177,0.03782,0.05118,0.05271
0.02636,0.02406,0.03247,0.04202, 1.000,0.03323,0.01681,0.02483,0.02979,0.03361,0.01872,0.02674,0.04545,0.02712,0.02292,0.02750,0.04125,0.05233
0.02406,0.06341,0.02636,0.02636,0.03323, 1.000,0.03132,0.02903,0.01528,0.02597,0.01261,0.02750,0.05004,0.02750,0.02827,0.02139,0.03820,0.04316
0.04011,0.1436,0.01910,0.02254,0.01681,0.03132, 1.000,0.02674,0.01872,0.03018,0.01757,0.03094,0.02712,0.03247,0.03782,0.03438,0.01986,0.03247
0.06494,0.02445,0.05691,0.02521,0.02483,0.02903,0.02674, 1.000,0.03743,0.02827,0.02177,0.02979,0.02865,0.02865,0.04851,0.05271,0.02674,0.03361
0.02101,0.01910,0.04087,0.02406,0.02979,0.01528,0.01872,0.03743, 1.000,0.02903,0.02750,0.04660,0.02101,0.02215,0.02368,0.03438,0.04163,0.02215
0.02903,0.02674,0.02177,0.03132,0.03361,0.02597,0.03018,0.02827,0.02903, 1.000,0.02827,0.03591,0.04584,0.02063,0.02941,0.02101,0.03285,0.02750
0.04584,0.02254,0.02941,0.01261,0.01872,0.01261,0.01757,0.02177,0.02750,0.02827, 1.000,0.02101,0.02597,0.02406,0.01833,0.02941,0.01948,0.02712
0.02024,0.04087,0.01451,0.02445,0.02674,0.02750,0.03094,0.02979,0.04660,0.03591,0.02101, 1.000,0.05959,0.02254,0.04125,0.02903,0.02559,0.02712
0.02063,0.02979,0.02292,0.02712,0.04545,0.05004,0.02712,0.02865,0.02101,0.04584,0.02597,0.05959, 1.000,0.01986,0.02101,0.02139,0.04545,0.02750
0.05768,0.06494,0.02368,0.03170,0.02712,0.02750,0.03247,0.02865,0.02215,0.02063,0.02406,0.02254,0.01986, 1.000,0.05424,0.02597,0.02597,0.02406
0.08938,0.05730,0.06379,0.02177,0.02292,0.02827,0.03782,0.04851,0.02368,0.02941,0.01833,0.04125,0.02101,0.05424, 1.000,0.05233,0.01719,0.02750
0.05768,0.03743,0.05118,0.03782,0.02750,0.02139,0.03438,0.05271,0.03438,0.02101,0.02941,0.02903,0.02139,0.02597,0.05233, 1.000,0.02941,0.04125
0.03705,0.03247,0.03132,0.05118,0.04125,0.03820,0.01986,0.02674,0.04163,0.03285,0.01948,0.02559,0.04545,0.02597,0.01719,0.02941, 1.000,0.05577
0.05653,0.08060,0.05882,0.05271,0.05233,0.04316,0.03247,0.03361,0.02215,0.02750,0.02712,0.02712,0.02750,0.02406,0.02750,0.04125,0.05577, 1.000
