Fp1,Fp2,O2,F7,F3,Fz,F4,F8,T3,C3,Cz,C4,T4,T5,P3,Pz,P4,T6,O1
 1.000,0.1086,0.05981,0.07433,0.1074,0.06736,0.06678,0.05575,0.02671,0.02729,0.02962,0.03600,0.02497,0.03368,0.06969,0.06852,0.07898,0.04878,0.08014
0.1086, 1.000,0.05343,0.05517,0.05168,0.08479,0.1870,0.04878,0.01916,0.03078,0.02613,0.04355,0.02846,0.04413,0.08769,0.04355,0.04472,0.04355,0.06852
0.05981,0.05343, 1.000,0.03310,0.1400,0.09582,0.08362,0.02555,0.02265,0.05575,0.04007,0.02323,0.02323,0.02846,0.02381,0.03310,0.07549,0.07491,0.06562
0.07433,0.05517,0.03310, 1.000,0.02555,0.02497,0.03542,0.07549,0.1301,0.01452,0.02729,0.03891,0.04123,0.01684,0.05168,0.09640,0.1220,0.02555,0.03775
0.1074,0.05168,0.1400,0.02555, 1.000,0.2288,0.1220,0.01974,0.02381,0.03717,0.06330,0.01742,0.03078,0.02846,0.02787,0.02265,0.06214,0.05168,0.07027
0.06736,0.08479,0.09582,0.02497,0.2288, 1.000,0.3072,0.03078,0.03078,0.05052,0.1098,0.04413,0.03310,0.04646,0.02613,0.01626,0.03833,0.07607,0.06562
0.06678,0.1870,0.08362,0.03542,0.1220,0.3072, 1.000,0.03310,0.02207,0.03368,0.06678,0.07143,0.02613,0.06214,0.03891,0.02381,0.03368,0.04297,0.1365
0.05575,0.04878,0.02555,0.07549,0.01974,0.03078,0.03310, 1.000,0.04007,0.02904,0.04181,0.03659,0.1626,0.03833,0.1754,0.07433,0.02904,0.02962,0.03542
0.02671,0.01916,0.02265,0.1301,0.02381,0.03078,0.02207,0.04007, 1.000,0.01800,0.04588,0.05749,0.02381,0.04530,0.02613,0.04123,0.07956,0.02904,0.02729
0.02729,0.03078,0.05575,0.01452,0.03717,0.05052,0.03368,0.02904,0.01800, 1.000,0.07666,0.02497,0.06272,0.02555,0.04762,0.02207,0.01916,0.08769,0.02265
0.02962,0.02613,0.04007,0.02729,0.06330,0.1098,0.06678,0.04181,0.04588,0.07666, 1.000,0.07085,0.08537,0.04588,0.02265,0.03020,0.01452,0.08014,0.03891
0.03600,0.04355,0.02323,0.03891,0.01742,0.04413,0.07143,0.03659,0.05749,0.02497,0.07085, 1.000,0.02323,0.05749,0.02323,0.02787,0.03949,0.03078,0.05343
0.02497,0.02846,0.02323,0.04123,0.03078,0.03310,0.02613,0.1626,0.02381,0.06272,0.08537,0.02323, 1.000,0.03426,0.07607,0.04936,0.03194,0.06272,0.02671
0.03368,0.04413,0.02846,0.01684,0.02846,0.04646,0.06214,0.03833,0.04530,0.02555,0.04588,0.05749,0.03426, 1.000,0.03194,0.02381,0.02787,0.03426,0.06736
0.06969,0.08769,0.02381,0.05168,0.02787,0.02613,0.03891,0.1754,0.02613,0.04762,0.02265,0.02323,0.07607,0.03194, 1.000,0.1069,0.03368,0.03252,0.04472
0.06852,0.04355,0.03310,0.09640,0.02265,0.01626,0.02381,0.07433,0.04123,0.02207,0.03020,0.02787,0.04936,0.02381,0.1069, 1.000,0.06969,0.02555,0.03426
0.07898,0.04472,0.07549,0.1220,0.06214,0.03833,0.03368,0.02904,0.07956,0.01916,0.01452,0.03949,0.03194,0.02787,0.03368,0.06969, 1.000,0.03542,0.02671
0.04878,0.04355,0.07491,0.02555,0.05168,0.07607,0.04297,0.02962,0.02904,0.08769,0.08014,0.03078,0.06272,0.03426,0.03252,0.02555,0.03542, 1.000,0.02381
0.08014,0.06852,0.06562,0.03775,0.07027,0.06562,0.1365,0.03542,0.02729,0.02265,0.03891,0.05343,0.02671,0.06736,0.04472,0.03426,0.02671,0.02381, 1.000
