Fp1,Fp2,O2,F7,F3,Fz,F4,F8,T3,C3,Cz,C4,T4,T5,P3,Pz,P4,T6,O1
 1.000,0.1111,0.07003,0.08310,0.1013,0.1162,0.09477,0.03828,0.02334,0.01727,0.02708,0.02194,0.02988,0.02614,0.04342,0.08403,0.08030,0.05836,0.04435
0.1111, 1.000,0.05836,0.02661,0.02941,0.05882,0.3959,0.1653,0.01961,0.03782,0.02941,0.09477,0.04435,0.04295,0.09430,0.05976,0.03408,0.04155,0.06676
0.07003,0.05836, 1.000,0.04669,0.09524,0.06816,0.06956,0.02474,0.02754,0.04388,0.06256,0.03501,0.02894,0.03268,0.01961,0.02101,0.04762,0.09664,0.06909
0.08310,0.02661,0.04669, 1.000,0.08450,0.02941,0.01961,0.03595,0.1232,0.06536,0.02148,0.03548,0.09010,0.04342,0.03128,0.04482,0.1900,0.08450,0.01821
0.1013,0.02941,0.09524,0.08450, 1.000,0.2297,0.04342,0.02241,0.02194,0.07703,0.08730,0.03035,0.05882,0.02101,0.02568,0.02988,0.04482,0.1036,0.04388
0.1162,0.05882,0.06816,0.02941,0.2297, 1.000,0.1279,0.02894,0.02428,0.02521,0.09991,0.03968,0.02474,0.04902,0.04995,0.03221,0.02148,0.06022,0.07330
0.09477,0.3959,0.06956,0.01961,0.04342,0.1279, 1.000,0.1246,0.03128,0.03501,0.05089,0.1550,0.03782,0.07983,0.07983,0.04482,0.02801,0.03688,0.09944
0.03828,0.1653,0.02474,0.03595,0.02241,0.02894,0.1246, 1.000,0.03081,0.06956,0.02194,0.1396,0.1592,0.04015,0.08730,0.03641,0.03735,0.02661,0.04015
0.02334,0.01961,0.02754,0.1232,0.02194,0.02428,0.03128,0.03081, 1.000,0.04528,0.03175,0.07096,0.05135,0.1737,0.05509,0.03641,0.07283,0.03128,0.03128
0.01727,0.03782,0.04388,0.06536,0.07703,0.02521,0.03501,0.06956,0.04528, 1.000,0.03641,0.04108,0.1036,0.02988,0.06209,0.03268,0.03875,0.06396,0.02381
0.02708,0.02941,0.06256,0.02148,0.08730,0.09991,0.05089,0.02194,0.03175,0.03641, 1.000,0.03361,0.03688,0.06069,0.02241,0.03268,0.01867,0.05696,0.05369
0.02194,0.09477,0.03501,0.03548,0.03035,0.03968,0.1550,0.1396,0.07096,0.04108,0.03361, 1.000,0.06583,0.1457,0.06069,0.02848,0.03735,0.02614,0.08077
0.02988,0.04435,0.02894,0.09010,0.05882,0.02474,0.03782,0.1592,0.05135,0.1036,0.03688,0.06583, 1.000,0.04248,0.04762,0.03315,0.04715,0.08730,0.02568
0.02614,0.04295,0.03268,0.04342,0.02101,0.04902,0.07983,0.04015,0.1737,0.02988,0.06069,0.1457,0.04248, 1.000,0.04388,0.03035,0.04715,0.02661,0.09430
0.04342,0.09430,0.01961,0.03128,0.02568,0.04995,0.07983,0.08730,0.05509,0.06209,0.02241,0.06069,0.04762,0.04388, 1.000,0.06069,0.02334,0.03221,0.04062
0.08403,0.05976,0.02101,0.04482,0.02988,0.03221,0.04482,0.03641,0.03641,0.03268,0.03268,0.02848,0.03315,0.03035,0.06069, 1.000,0.06396,0.02754,0.02241
0.08030,0.03408,0.04762,0.1900,0.04482,0.02148,0.02801,0.03735,0.07283,0.03875,0.01867,0.03735,0.04715,0.04715,0.02334,0.06396, 1.000,0.05322,0.02941
0.05836,0.04155,0.09664,0.08450,0.1036,0.06022,0.03688,0.02661,0.03128,0.06396,0.05696,0.02614,0.08730,0.02661,0.03221,0.02754,0.05322, 1.000,0.02288
0.04435,0.06676,0.06909,0.01821,0.04388,0.07330,0.09944,0.04015,0.03128,0.02381,0.05369,0.08077,0.02568,0.09430,0.04062,0.02241,0.02941,0.02288, 1.000
