Fp1,Fp2,O2,F7,F3,Fz,F4,F8,T3,C3,Cz,C4,T4,T5,P3,Pz,P4,T6,O1
 1.000,0.5610,0.1976,0.3024,0.5261,0.2471,0.3332,0.4651,0.06465,0.1116,0.05787,0.04797,0.07143,0.04692,0.07873,0.09228,0.1627,0.08342,0.1627
0.5610, 1.000,0.2065,0.1882,0.3770,0.3452,0.5057,0.7002,0.05474,0.09958,0.06674,0.05318,0.07195,0.04067,0.08081,0.08916,0.1642,0.08290,0.1470
0.1976,0.2065, 1.000,0.1157,0.1663,0.1585,0.2002,0.1830,0.04692,0.1674,0.07821,0.05683,0.05266,0.02346,0.04327,0.04484,0.1095,0.1324,0.1189
0.3024,0.1882,0.1157, 1.000,0.2675,0.1006,0.1194,0.1689,0.1084,0.09020,0.03493,0.03493,0.04536,0.03441,0.05996,0.1011,0.1429,0.05474,0.09698
0.5261,0.3770,0.1663,0.2675, 1.000,0.2769,0.2914,0.2873,0.05839,0.1403,0.06309,0.04640,0.05579,0.05944,0.05735,0.07664,0.1210,0.08759,0.1502
0.2471,0.3452,0.1585,0.1006,0.2769, 1.000,0.6137,0.2857,0.04119,0.09124,0.1168,0.08968,0.07299,0.05579,0.05683,0.04953,0.08968,0.08446,0.1449
0.3332,0.5057,0.2002,0.1194,0.2914,0.6137, 1.000,0.4510,0.04119,0.09228,0.09958,0.08759,0.07351,0.04797,0.06934,0.06465,0.1022,0.09228,0.1637
0.4651,0.7002,0.1830,0.1689,0.2873,0.2857,0.4510, 1.000,0.05109,0.08290,0.06048,0.05266,0.08290,0.03389,0.09698,0.1079,0.1601,0.07404,0.1376
0.06465,0.05474,0.04692,0.1084,0.05839,0.04119,0.04119,0.05109, 1.000,0.05422,0.04484,0.04015,0.02503,0.04119,0.02920,0.07247,0.1152,0.04380,0.04327
0.1116,0.09958,0.1674,0.09020,0.1403,0.09124,0.09228,0.08290,0.05422, 1.000,0.07195,0.04067,0.03493,0.02450,0.02659,0.03754,0.06569,0.1064,0.08133
0.05787,0.06674,0.07821,0.03493,0.06309,0.1168,0.09958,0.06048,0.04484,0.07195, 1.000,0.1637,0.03962,0.08446,0.03597,0.02815,0.03337,0.07247,0.07873
0.04797,0.05318,0.05683,0.03493,0.04640,0.08968,0.08759,0.05266,0.04015,0.04067,0.1637, 1.000,0.06569,0.08916,0.04536,0.02711,0.02763,0.03024,0.1001
0.07143,0.07195,0.05266,0.04536,0.05579,0.07299,0.07351,0.08290,0.02503,0.03493,0.03962,0.06569, 1.000,0.03858,0.1356,0.08916,0.04797,0.03441,0.07821
0.04692,0.04067,0.02346,0.03441,0.05944,0.05579,0.04797,0.03389,0.04119,0.02450,0.08446,0.08916,0.03858, 1.000,0.04953,0.02815,0.03441,0.02659,0.07716
0.07873,0.08081,0.04327,0.05996,0.05735,0.05683,0.06934,0.09698,0.02920,0.02659,0.03597,0.04536,0.1356,0.04953, 1.000,0.08498,0.03441,0.03024,0.05892
0.09228,0.08916,0.04484,0.1011,0.07664,0.04953,0.06465,0.1079,0.07247,0.03754,0.02815,0.02711,0.08916,0.02815,0.08498, 1.000,0.1006,0.02503,0.03806
0.1627,0.1642,0.1095,0.1429,0.1210,0.08968,0.1022,0.1601,0.1152,0.06569,0.03337,0.02763,0.04797,0.03441,0.03441,0.1006, 1.000,0.07821,0.05839
0.08342,0.08290,0.1324,0.05474,0.08759,0.08446,0.09228,0.07404,0.04380,0.1064,0.07247,0.03024,0.03441,0.02659,0.03024,0.02503,0.07821, 1.000,0.04849
0.1627,0.1470,0.1189,0.09698,0.1502,0.1449,0.1637,0.1376,0.04327,0.08133,0.07873,0.1001,0.07821,0.07716,0.05892,0.03806,0.05839,0.04849, 1.000
