Fp1,Fp2,O2,F7,F3,Fz,F4,F8,T3,C3,Cz,C4,T4,T5,P3,Pz,P4,T6,O1
 1.000,0.1329,0.1329,0.09586,0.1743,0.2418,0.1569,0.02614,0.02614,0.03486,0.02397,0.02397,0.01961,0.04793,0.05011,0.1068,0.07190,0.08932,0.07625
0.1329, 1.000,0.1176,0.01089,0.04793,0.06754,0.4401,0.2222,0.03268,0.03268,0.03486,0.09586,0.03486,0.04357,0.1242,0.06318,0.02397,0.03268,0.1198
0.1329,0.1176, 1.000,0.06754,0.1176,0.1547,0.1329,0.05664,0.03922,0.04139,0.06318,0.05447,0.02832,0.04357,0.02397,0.03486,0.04139,0.1481,0.1176
0.09586,0.01089,0.06754, 1.000,0.07843,0.03050,0.008715,0.01961,0.1852,0.06754,0.04575,0.02614,0.07190,0.05447,0.01961,0.04575,0.2309,0.1373,0.01961
0.1743,0.04793,0.1176,0.07843, 1.000,0.3834,0.08932,0.03922,0.03268,0.05664,0.1155,0.02832,0.09368,0.04139,0.04357,0.02832,0.05011,0.1242,0.05664
0.2418,0.06754,0.1547,0.03050,0.3834, 1.000,0.1678,0.02832,0.02179,0.03268,0.09586,0.02614,0.04575,0.05011,0.04139,0.01743,0.03268,0.08932,0.1133
0.1569,0.4401,0.1329,0.008715,0.08932,0.1678, 1.000,0.1307,0.02832,0.02614,0.07843,0.1503,0.03268,0.1111,0.1046,0.04575,0.03704,0.04357,0.1612
0.02614,0.2222,0.05664,0.01961,0.03922,0.02832,0.1307, 1.000,0.02179,0.06536,0.04139,0.2200,0.1830,0.04793,0.08715,0.07190,0.02179,0.04139,0.04139
0.02614,0.03268,0.03922,0.1852,0.03268,0.02179,0.02832,0.02179, 1.000,0.04139,0.02397,0.06536,0.03268,0.1481,0.02179,0.02179,0.08497,0.04139,0.02397
0.03486,0.03268,0.04139,0.06754,0.05664,0.03268,0.02614,0.06536,0.04139, 1.000,0.03704,0.03268,0.1046,0.02832,0.07843,0.01961,0.03486,0.06100,0.03050
0.02397,0.03486,0.06318,0.04575,0.1155,0.09586,0.07843,0.04139,0.02397,0.03704, 1.000,0.03922,0.06754,0.08932,0.01743,0.02614,0.02832,0.04357,0.03486
0.02397,0.09586,0.05447,0.02614,0.02832,0.02614,0.1503,0.2200,0.06536,0.03268,0.03922, 1.000,0.05447,0.1983,0.07625,0.03486,0.04575,0.01525,0.1024
0.01961,0.03486,0.02832,0.07190,0.09368,0.04575,0.03268,0.1830,0.03268,0.1046,0.06754,0.05447, 1.000,0.02179,0.05011,0.02397,0.04139,0.1002,0.008715
0.04793,0.04357,0.04357,0.05447,0.04139,0.05011,0.1111,0.04793,0.1481,0.02832,0.08932,0.1983,0.02179, 1.000,0.07407,0.01961,0.02614,0.03704,0.1089
0.05011,0.1242,0.02397,0.01961,0.04357,0.04139,0.1046,0.08715,0.02179,0.07843,0.01743,0.07625,0.05011,0.07407, 1.000,0.06754,0.02614,0.03268,0.05882
0.1068,0.06318,0.03486,0.04575,0.02832,0.01743,0.04575,0.07190,0.02179,0.01961,0.02614,0.03486,0.02397,0.01961,0.06754, 1.000,0.06754,0.01961,0.03704
0.07190,0.02397,0.04139,0.2309,0.05011,0.03268,0.03704,0.02179,0.08497,0.03486,0.02832,0.04575,0.04139,0.02614,0.02614,0.06754, 1.000,0.05229,0.03704
0.08932,0.03268,0.1481,0.1373,0.1242,0.08932,0.04357,0.04139,0.04139,0.06100,0.04357,0.01525,0.1002,0.03704,0.03268,0.01961,0.05229, 1.000,0.03268
0.07625,0.1198,0.1176,0.01961,0.05664,0.1133,0.1612,0.04139,0.02397,0.03050,0.03486,0.1024,0.008715,0.1089,0.05882,0.03704,0.03704,0.03268, 1.000
