Fp1,Fp2,O2,F7,F3,Fz,F4,F8,T3,C3,Cz,C4,T4,T5,P3,Pz,P4,T6,O1
 1.000,0.1929,0.1004,0.05529,0.2151,0.1508,0.09495,0.01683,0.03185,0.01743,0.03185,0.01202,0.06190,0.05409,0.05228,0.09435,0.1184,0.06791,0.06130
0.1929, 1.000,0.08053,0.04567,0.05288,0.1917,0.2446,0.03005,0.03305,0.02404,0.02103,0.03606,0.04507,0.07993,0.1346,0.1142,0.08534,0.03726,0.1010
0.1004,0.08053, 1.000,0.03546,0.1911,0.1340,0.08834,0.01022,0.02764,0.03065,0.02103,0.007813,0.03906,0.06671,0.05288,0.03846,0.1232,0.2326,0.2662
0.05529,0.04567,0.03546, 1.000,0.07873,0.02945,0.02945,0.01983,0.01863,0.02704,0.02043,0.01863,0.02404,0.01983,0.02644,0.03606,0.04748,0.04387,0.02584
0.2151,0.05288,0.1911,0.07873, 1.000,0.1076,0.05589,0.01442,0.01803,0.02764,0.02043,0.01262,0.06310,0.05048,0.03606,0.05529,0.08353,0.1268,0.1052
0.1508,0.1917,0.1340,0.02945,0.1076, 1.000,0.2007,0.03425,0.03486,0.01743,0.01563,0.02284,0.09736,0.1178,0.05950,0.04627,0.05228,0.09135,0.1478
0.09495,0.2446,0.08834,0.02945,0.05589,0.2007, 1.000,0.04627,0.06190,0.03726,0.02344,0.03786,0.03245,0.1562,0.1316,0.03906,0.04868,0.05288,0.1472
0.01683,0.03005,0.01022,0.01983,0.01442,0.03425,0.04627, 1.000,0.02825,0.04026,0.01442,0.03125,0.02163,0.03125,0.07332,0.02945,0.007212,0.01442,0.02404
0.03185,0.03305,0.02764,0.01863,0.01803,0.03486,0.06190,0.02825, 1.000,0.03546,0.02704,0.1382,0.02224,0.1196,0.02825,0.02885,0.03726,0.03726,0.02885
0.01743,0.02404,0.03065,0.02704,0.02764,0.01743,0.03726,0.04026,0.03546, 1.000,0.03546,0.02945,0.02644,0.02464,0.03425,0.02163,0.01923,0.02945,0.01683
0.03185,0.02103,0.02103,0.02043,0.02043,0.01563,0.02344,0.01442,0.02704,0.03546, 1.000,0.07212,0.04748,0.02344,0.01923,0.02344,0.02825,0.03486,0.03125
0.01202,0.03606,0.007813,0.01863,0.01262,0.02284,0.03786,0.03125,0.1382,0.02945,0.07212, 1.000,0.02464,0.08113,0.05048,0.02224,0.01863,0.01743,0.02524
0.06190,0.04507,0.03906,0.02404,0.06310,0.09736,0.03245,0.02163,0.02224,0.02644,0.04748,0.02464, 1.000,0.03185,0.02464,0.02584,0.03065,0.05829,0.03606
0.05409,0.07993,0.06671,0.01983,0.05048,0.1178,0.1562,0.03125,0.1196,0.02464,0.02344,0.08113,0.03185, 1.000,0.08474,0.01562,0.03546,0.03726,0.1725
0.05228,0.1346,0.05288,0.02644,0.03606,0.05950,0.1316,0.07332,0.02825,0.03425,0.01923,0.05048,0.02464,0.08474, 1.000,0.08113,0.02704,0.03185,0.07212
0.09435,0.1142,0.03846,0.03606,0.05529,0.04627,0.03906,0.02945,0.02885,0.02163,0.02344,0.02224,0.02584,0.01562,0.08113, 1.000,0.1370,0.02704,0.04507
0.1184,0.08534,0.1232,0.04748,0.08353,0.05228,0.04868,0.007212,0.03726,0.01923,0.02825,0.01863,0.03065,0.03546,0.02704,0.1370, 1.000,0.1022,0.04507
0.06791,0.03726,0.2326,0.04387,0.1268,0.09135,0.05288,0.01442,0.03726,0.02945,0.03486,0.01743,0.05829,0.03726,0.03185,0.02704,0.1022, 1.000,0.08053
0.06130,0.1010,0.2662,0.02584,0.1052,0.1478,0.1472,0.02404,0.02885,0.01683,0.03125,0.02524,0.03606,0.1725,0.07212,0.04507,0.04507,0.08053, 1.000
