Fp1,Fp2,O2,F7,F3,Fz,F4,F8,T3,C3,Cz,C4,T4,T5,P3,Pz,P4,T6,O1
 1.000,0.2161,0.05547,0.07591,0.05693,0.08613,0.04672,0.03066,0.01168,0.03066,0.04964,0.03942,0.04088,0.04234,0.1066,0.09635,0.09489,0.03212,0.06423
0.2161, 1.000,0.07445,0.02336,0.05109,0.04088,0.1051,0.06715,0.008759,0.05985,0.01606,0.01898,0.03942,0.03066,0.1255,0.1343,0.06423,0.02482,0.07299
0.05547,0.07445, 1.000,0.04380,0.1372,0.1241,0.1562,0.03212,0.01022,0.04818,0.03942,0.03066,0.02628,0.09927,0.06277,0.08467,0.09781,0.1080,0.2117
0.07591,0.02336,0.04380, 1.000,0.1168,0.01898,0.03504,0.02920,0.04964,0.03796,0.04526,0.02482,0.02774,0.01898,0.06277,0.03066,0.09197,0.05255,0.03942
0.05693,0.05109,0.1372,0.1168, 1.000,0.07737,0.07299,0.03504,0.01022,0.04380,0.04526,0.02044,0.02336,0.04672,0.06277,0.04672,0.04818,0.06131,0.1299
0.08613,0.04088,0.1241,0.01898,0.07737, 1.000,0.1620,0.01606,0.05693,0.02190,0.03796,0.01898,0.02336,0.06715,0.08029,0.05401,0.1095,0.05255,0.07737
0.04672,0.1051,0.1562,0.03504,0.07299,0.1620, 1.000,0.05401,0.04380,0.03796,0.02628,0.03796,0.01752,0.1401,0.1124,0.07737,0.05255,0.03066,0.2044
0.03066,0.06715,0.03212,0.02920,0.03504,0.01606,0.05401, 1.000,0.02628,0.03504,0.007299,0.01460,0.1474,0.06423,0.08175,0.1095,0.05255,0.02628,0.04672
0.01168,0.008759,0.01022,0.04964,0.01022,0.05693,0.04380,0.02628, 1.000,0.01898,0.04672,0.06569,0.01460,0.07007,0.03066,0.03796,0.04964,0.08613,0.03358
0.03066,0.05985,0.04818,0.03796,0.04380,0.02190,0.03796,0.03504,0.01898, 1.000,0.03650,0.02190,0.06569,0.03212,0.07007,0.02774,0.02190,0.04088,0.03796
0.04964,0.01606,0.03942,0.04526,0.04526,0.03796,0.02628,0.007299,0.04672,0.03650, 1.000,0.03942,0.03066,0.04234,0.02190,0.04672,0.05109,0.04234,0.02920
0.03942,0.01898,0.03066,0.02482,0.02044,0.01898,0.03796,0.01460,0.06569,0.02190,0.03942, 1.000,0.04526,0.04672,0.03942,0.004380,0.01752,0.03358,0.02920
0.04088,0.03942,0.02628,0.02774,0.02336,0.02336,0.01752,0.1474,0.01460,0.06569,0.03066,0.04526, 1.000,0.01022,0.05109,0.02190,0.03796,0.03504,0.002920
0.04234,0.03066,0.09927,0.01898,0.04672,0.06715,0.1401,0.06423,0.07007,0.03212,0.04234,0.04672,0.01022, 1.000,0.05985,0.04526,0.02482,0.04964,0.1635
0.1066,0.1255,0.06277,0.06277,0.06277,0.08029,0.1124,0.08175,0.03066,0.07007,0.02190,0.03942,0.05109,0.05985, 1.000,0.1620,0.06569,0.01314,0.08467
0.09635,0.1343,0.08467,0.03066,0.04672,0.05401,0.07737,0.1095,0.03796,0.02774,0.04672,0.004380,0.02190,0.04526,0.1620, 1.000,0.1693,0.03358,0.04526
0.09489,0.06423,0.09781,0.09197,0.04818,0.1095,0.05255,0.05255,0.04964,0.02190,0.05109,0.01752,0.03796,0.02482,0.06569,0.1693, 1.000,0.07591,0.02774
0.03212,0.02482,0.1080,0.05255,0.06131,0.05255,0.03066,0.02628,0.08613,0.04088,0.04234,0.03358,0.03504,0.04964,0.01314,0.03358,0.07591, 1.000,0.05109
0.06423,0.07299,0.2117,0.03942,0.1299,0.07737,0.2044,0.04672,0.03358,0.03796,0.02920,0.02920,0.002920,0.1635,0.08467,0.04526,0.02774,0.05109, 1.000
