Fp1,Fp2,F7,F3,Fz,F4,F8,T3,C3,Cz,C4,T4,T5,P3,Pz,P4,T6,O1
 1.000,0.2297,0.2158,0.1237,0.06184,0.04576,0.08813,0.03741,0.03463,0.05380,0.03309,0.03587,0.03803,0.05380,0.1252,0.07081,0.04762,0.04886
0.2297, 1.000,0.1330,0.09184,0.06617,0.05999,0.09400,0.03185,0.02783,0.04020,0.02783,0.03618,0.04236,0.07174,0.09988,0.04917,0.04236,0.05164
0.2158,0.1330, 1.000,0.06555,0.03340,0.03216,0.06679,0.06648,0.03618,0.05566,0.04824,0.02536,0.03030,0.04051,0.09864,0.09091,0.05009,0.02597
0.1237,0.09184,0.06555, 1.000,0.1472,0.08503,0.04484,0.03154,0.05751,0.05968,0.03154,0.03587,0.05195,0.04113,0.05999,0.05071,0.07885,0.05782
0.06184,0.06617,0.03340,0.1472, 1.000,0.1766,0.04020,0.03123,0.03618,0.06432,0.04360,0.03618,0.07669,0.03680,0.04762,0.04607,0.06865,0.07205
0.04576,0.05999,0.03216,0.08503,0.1766, 1.000,0.04545,0.02876,0.03092,0.05535,0.05226,0.02690,0.06586,0.03618,0.03711,0.03618,0.06277,0.07854
0.08813,0.09400,0.06679,0.04484,0.04020,0.04545, 1.000,0.02597,0.02783,0.03340,0.02628,0.05349,0.03185,0.09184,0.07050,0.03370,0.03834,0.06184
0.03741,0.03185,0.06648,0.03154,0.03123,0.02876,0.02597, 1.000,0.03123,0.05442,0.07297,0.02968,0.05257,0.02659,0.04978,0.07236,0.03185,0.02999
0.03463,0.02783,0.03618,0.05751,0.03618,0.03092,0.02783,0.03123, 1.000,0.06586,0.03123,0.03834,0.02968,0.04638,0.04917,0.03525,0.06957,0.03247
0.05380,0.04020,0.05566,0.05968,0.06432,0.05535,0.03340,0.05442,0.06586, 1.000,0.07328,0.03834,0.06339,0.03185,0.1039,0.05411,0.08472,0.04855
0.03309,0.02783,0.04824,0.03154,0.04360,0.05226,0.02628,0.07297,0.03123,0.07328, 1.000,0.03401,0.07359,0.03154,0.04576,0.08751,0.04515,0.06432
0.03587,0.03618,0.02536,0.03587,0.03618,0.02690,0.05349,0.02968,0.03834,0.03834,0.03401, 1.000,0.02412,0.06092,0.05380,0.03185,0.03865,0.02690
0.03803,0.04236,0.03030,0.05195,0.07669,0.06586,0.03185,0.05257,0.02968,0.06339,0.07359,0.02412, 1.000,0.04267,0.04143,0.04700,0.04082,0.1546
0.05380,0.07174,0.04051,0.04113,0.03680,0.03618,0.09184,0.02659,0.04638,0.03185,0.03154,0.06092,0.04267, 1.000,0.07236,0.03123,0.02968,0.04360
0.1252,0.09988,0.09864,0.05999,0.04762,0.03711,0.07050,0.04978,0.04917,0.1039,0.04576,0.05380,0.04143,0.07236, 1.000,0.07267,0.05226,0.03278
0.07081,0.04917,0.09091,0.05071,0.04607,0.03618,0.03370,0.07236,0.03525,0.05411,0.08751,0.03185,0.04700,0.03123,0.07267, 1.000,0.06555,0.02597
0.04762,0.04236,0.05009,0.07885,0.06865,0.06277,0.03834,0.03185,0.06957,0.08472,0.04515,0.03865,0.04082,0.02968,0.05226,0.06555, 1.000,0.04669
0.04886,0.05164,0.02597,0.05782,0.07205,0.07854,0.06184,0.02999,0.03247,0.04855,0.06432,0.02690,0.1546,0.04360,0.03278,0.02597,0.04669, 1.000
