Fp1,Fp2,F7,F3,Fz,F4,F8,T3,C3,Cz,C4,T4,T5,P3,Pz,P4,T6,O1
 1.000,0.1548,0.1309,0.1784,0.1896,0.06486,0.04595,0.03320,0.04865,0.06834,0.02896,0.03166,0.05598,0.08340,0.07722,0.08108,0.05598,0.08958
0.1548, 1.000,0.04363,0.06216,0.08533,0.07992,0.1413,0.02587,0.02201,0.04015,0.03398,0.06718,0.04826,0.08764,0.08069,0.06178,0.04749,0.06564
0.1309,0.04363, 1.000,0.1104,0.1066,0.03745,0.04440,0.02857,0.04865,0.04672,0.02934,0.01969,0.03320,0.03668,0.04826,0.07181,0.04363,0.04749
0.1784,0.06216,0.1104, 1.000,0.1934,0.05367,0.04981,0.03089,0.09073,0.09537,0.02896,0.02548,0.05637,0.03012,0.04170,0.05367,0.07375,0.06680
0.1896,0.08533,0.1066,0.1934, 1.000,0.1533,0.04402,0.02548,0.05097,0.1154,0.05444,0.02239,0.08301,0.04710,0.05290,0.05328,0.07683,0.1228
0.06486,0.07992,0.03745,0.05367,0.1533, 1.000,0.05444,0.02432,0.02819,0.06680,0.06139,0.04479,0.07297,0.05869,0.04672,0.04479,0.03900,0.1100
0.04595,0.1413,0.04440,0.04981,0.04402,0.05444, 1.000,0.02510,0.02587,0.02085,0.02239,0.1537,0.04208,0.06602,0.05019,0.03514,0.02664,0.04324
0.03320,0.02587,0.02857,0.03089,0.02548,0.02432,0.02510, 1.000,0.03475,0.02703,0.02548,0.03205,0.02896,0.02278,0.04054,0.05058,0.02124,0.02780
0.04865,0.02201,0.04865,0.09073,0.05097,0.02819,0.02587,0.03475, 1.000,0.05946,0.01544,0.03900,0.02625,0.03475,0.03668,0.02973,0.05521,0.03398
0.06834,0.04015,0.04672,0.09537,0.1154,0.06680,0.02085,0.02703,0.05946, 1.000,0.05097,0.03012,0.06834,0.03745,0.04903,0.03166,0.06486,0.07220
0.02896,0.03398,0.02934,0.02896,0.05444,0.06139,0.02239,0.02548,0.01544,0.05097, 1.000,0.02085,0.08147,0.04131,0.02394,0.03436,0.03050,0.06834
0.03166,0.06718,0.01969,0.02548,0.02239,0.04479,0.1537,0.03205,0.03900,0.03012,0.02085, 1.000,0.03552,0.08610,0.06100,0.03166,0.01815,0.04402
0.05598,0.04826,0.03320,0.05637,0.08301,0.07297,0.04208,0.02896,0.02625,0.06834,0.08147,0.03552, 1.000,0.07992,0.03707,0.02625,0.02934,0.1591
0.08340,0.08764,0.03668,0.03012,0.04710,0.05869,0.06602,0.02278,0.03475,0.03745,0.04131,0.08610,0.07992, 1.000,0.1000,0.03707,0.02355,0.1197
0.07722,0.08069,0.04826,0.04170,0.05290,0.04672,0.05019,0.04054,0.03668,0.04903,0.02394,0.06100,0.03707,0.1000, 1.000,0.06718,0.03127,0.05058
0.08108,0.06178,0.07181,0.05367,0.05328,0.04479,0.03514,0.05058,0.02973,0.03166,0.03436,0.03166,0.02625,0.03707,0.06718, 1.000,0.06371,0.03050
0.05598,0.04749,0.04363,0.07375,0.07683,0.03900,0.02664,0.02124,0.05521,0.06486,0.03050,0.01815,0.02934,0.02355,0.03127,0.06371, 1.000,0.03012
0.08958,0.06564,0.04749,0.06680,0.1228,0.1100,0.04324,0.02780,0.03398,0.07220,0.06834,0.04402,0.1591,0.1197,0.05058,0.03050,0.03012, 1.000
