Fp1,Fp2,F7,F3,Fz,F4,F8,T3,C3,Cz,C4,T4,T5,P3,Pz,P4,T6,O1
 1.000,0.07526,0.1162,0.04829,0.02897,0.03830,0.05295,0.02165,0.02131,0.02331,0.02198,0.01965,0.03297,0.03064,0.08991,0.04862,0.03330,0.02664
0.07526, 1.000,0.06926,0.03663,0.03330,0.04962,0.05428,0.02631,0.01832,0.02564,0.02264,0.02564,0.02897,0.04196,0.06926,0.02264,0.01998,0.03430
0.1162,0.06926, 1.000,0.02664,0.02631,0.02697,0.02631,0.02564,0.01865,0.04362,0.02231,0.03663,0.01798,0.03030,0.06993,0.05128,0.02697,0.02664
0.04829,0.03663,0.02664, 1.000,0.06294,0.05062,0.02864,0.02831,0.03064,0.03164,0.02431,0.02364,0.02930,0.02231,0.02364,0.02930,0.03563,0.02797
0.02897,0.03330,0.02631,0.06294, 1.000,0.07826,0.02065,0.02864,0.02231,0.03397,0.02098,0.02198,0.05927,0.02831,0.02098,0.02831,0.03197,0.03297
0.03830,0.04962,0.02697,0.05062,0.07826, 1.000,0.03563,0.02664,0.01732,0.02631,0.03663,0.03263,0.05927,0.03164,0.01732,0.01732,0.03230,0.05062
0.05295,0.05428,0.02631,0.02864,0.02065,0.03563, 1.000,0.02264,0.03230,0.02165,0.02764,0.03363,0.03030,0.04795,0.04496,0.02298,0.02564,0.03696
0.02165,0.02631,0.02564,0.02831,0.02864,0.02664,0.02264, 1.000,0.01665,0.02964,0.03863,0.02264,0.03297,0.02731,0.03397,0.03397,0.02697,0.02198
0.02131,0.01832,0.01865,0.03064,0.02231,0.01732,0.03230,0.01665, 1.000,0.01732,0.02831,0.02298,0.02198,0.01765,0.02864,0.02364,0.02231,0.02098
0.02331,0.02564,0.04362,0.03164,0.03397,0.02631,0.02165,0.02964,0.01732, 1.000,0.06161,0.03463,0.02997,0.01998,0.03596,0.02431,0.02664,0.02098
0.02198,0.02264,0.02231,0.02431,0.02098,0.03663,0.02764,0.03863,0.02831,0.06161, 1.000,0.01965,0.06260,0.02531,0.04029,0.03130,0.02298,0.02831
0.01965,0.02564,0.03663,0.02364,0.02198,0.03263,0.03363,0.02264,0.02298,0.03463,0.01965, 1.000,0.02831,0.02764,0.02131,0.02431,0.03064,0.01998
0.03297,0.02897,0.01798,0.02930,0.05927,0.05927,0.03030,0.03297,0.02198,0.02997,0.06260,0.02831, 1.000,0.02964,0.02431,0.02165,0.01898,0.05994
0.03064,0.04196,0.03030,0.02231,0.02831,0.03164,0.04795,0.02731,0.01765,0.01998,0.02531,0.02764,0.02964, 1.000,0.04196,0.02597,0.02264,0.03796
0.08991,0.06926,0.06993,0.02364,0.02098,0.01732,0.04496,0.03397,0.02864,0.03596,0.04029,0.02131,0.02431,0.04196, 1.000,0.02464,0.01798,0.02165
0.04862,0.02264,0.05128,0.02930,0.02831,0.01732,0.02298,0.03397,0.02364,0.02431,0.03130,0.02431,0.02165,0.02597,0.02464, 1.000,0.03030,0.03130
0.03330,0.01998,0.02697,0.03563,0.03197,0.03230,0.02564,0.02697,0.02231,0.02664,0.02298,0.03064,0.01898,0.02264,0.01798,0.03030, 1.000,0.01798
0.02664,0.03430,0.02664,0.02797,0.03297,0.05062,0.03696,0.02198,0.02098,0.02098,0.02831,0.01998,0.05994,0.03796,0.02165,0.03130,0.01798, 1.000
