Fp1,Fp2,O2,F7,F3,Fz,F4,F8,T3,C3,Cz,C4,T4,T5,P3,Pz,P4,T6,O1
 1.000,0.1612,0.06352,0.1990,0.2163,0.1722,0.06982,0.03150,0.01890,0.01995,0.03045,0.02782,0.04672,0.02782,0.03727,0.08241,0.1003,0.06352,0.05197
0.1612, 1.000,0.05879,0.05092,0.06352,0.1606,0.3286,0.09291,0.01732,0.02940,0.03255,0.02152,0.02940,0.02520,0.04934,0.09134,0.07139,0.05249,0.04304
0.06352,0.05879, 1.000,0.04829,0.07927,0.09134,0.05879,0.03202,0.03097,0.04042,0.04252,0.02940,0.04462,0.03727,0.02205,0.04304,0.07717,0.1543,0.1370
0.1990,0.05092,0.04829, 1.000,0.1323,0.05039,0.02257,0.03465,0.04357,0.02992,0.02415,0.04724,0.03570,0.01680,0.02677,0.06352,0.09711,0.05722,0.03937
0.2163,0.06352,0.07927,0.1323, 1.000,0.1685,0.04042,0.03045,0.02415,0.03097,0.03990,0.02730,0.06929,0.02730,0.02677,0.04042,0.09396,0.09344,0.07664
0.1722,0.1606,0.09134,0.05039,0.1685, 1.000,0.1543,0.02992,0.02205,0.02362,0.06509,0.02782,0.06194,0.05197,0.03675,0.04777,0.05984,0.08556,0.1097
0.06982,0.3286,0.05879,0.02257,0.04042,0.1543, 1.000,0.1013,0.02152,0.02572,0.03150,0.02362,0.01732,0.04409,0.05512,0.08189,0.04199,0.04934,0.05669
0.03150,0.09291,0.03202,0.03465,0.03045,0.02992,0.1013, 1.000,0.02100,0.05617,0.02310,0.02257,0.02940,0.02520,0.07087,0.07874,0.02677,0.02257,0.02047
0.01890,0.01732,0.03097,0.04357,0.02415,0.02205,0.02152,0.02100, 1.000,0.04514,0.02310,0.04409,0.02415,0.07034,0.03990,0.01680,0.03045,0.02520,0.02257
0.01995,0.02940,0.04042,0.02992,0.03097,0.02362,0.02572,0.05617,0.04514, 1.000,0.04304,0.03360,0.08871,0.02835,0.07192,0.02257,0.04357,0.04777,0.03097
0.03045,0.03255,0.04252,0.02415,0.03990,0.06509,0.03150,0.02310,0.02310,0.04304, 1.000,0.02572,0.04724,0.06089,0.02940,0.02257,0.01785,0.04409,0.06719
0.02782,0.02152,0.02940,0.04724,0.02730,0.02782,0.02362,0.02257,0.04409,0.03360,0.02572, 1.000,0.06142,0.03780,0.02887,0.01732,0.07927,0.02835,0.02835
0.04672,0.02940,0.04462,0.03570,0.06929,0.06194,0.01732,0.02940,0.02415,0.08871,0.04724,0.06142, 1.000,0.02572,0.04199,0.01995,0.07087,0.1144,0.02415
0.02782,0.02520,0.03727,0.01680,0.02730,0.05197,0.04409,0.02520,0.07034,0.02835,0.06089,0.03780,0.02572, 1.000,0.08556,0.02100,0.02467,0.02677,0.06194
0.03727,0.04934,0.02205,0.02677,0.02677,0.03675,0.05512,0.07087,0.03990,0.07192,0.02940,0.02887,0.04199,0.08556, 1.000,0.06562,0.01890,0.02257,0.03097
0.08241,0.09134,0.04304,0.06352,0.04042,0.04777,0.08189,0.07874,0.01680,0.02257,0.02257,0.01732,0.01995,0.02100,0.06562, 1.000,0.05197,0.02362,0.03832
0.1003,0.07139,0.07717,0.09711,0.09396,0.05984,0.04199,0.02677,0.03045,0.04357,0.01785,0.07927,0.07087,0.02467,0.01890,0.05197, 1.000,0.08294,0.02205
0.06352,0.05249,0.1543,0.05722,0.09344,0.08556,0.04934,0.02257,0.02520,0.04777,0.04409,0.02835,0.1144,0.02677,0.02257,0.02362,0.08294, 1.000,0.04304
0.05197,0.04304,0.1370,0.03937,0.07664,0.1097,0.05669,0.02047,0.02257,0.03097,0.06719,0.02835,0.02415,0.06194,0.03097,0.03832,0.02205,0.04304, 1.000
