Fp1,Fp2,F7,F3,Fz,F4,F8,T3,C3,Cz,C4,T4,T5,P3,Pz,P4,T6,O1
 1.000,0.04896,0.1582,0.07345,0.03955,0.02637,0.05650,0.1638,0.03202,0.02637,0.06026,0.01883,0.04520,0.01130,0.07345,0.07156,0.05461,0.04708
0.04896, 1.000,0.02260,0.03766,0.03202,0.03766,0.2090,0.02448,0.06403,0.03578,0.04331,0.07156,0.02072,0.06403,0.07721,0.06403,0.05085,0.02637
0.1582,0.02260, 1.000,0.2768,0.05273,0.05461,0.03202,0.2900,0.04143,0.06026,0.05461,0.05273,0.02825,0.03202,0.05650,0.03578,0.1281,0.06026
0.07345,0.03766,0.2768, 1.000,0.05085,0.04896,0.03390,0.2712,0.08098,0.04143,0.04708,0.06591,0.03578,0.03390,0.04331,0.03578,0.09416,0.04520
0.03955,0.03202,0.05273,0.05085, 1.000,0.06215,0.03578,0.05838,0.03955,0.04331,0.03955,0.02448,0.04520,0.04143,0.04331,0.02637,0.05461,0.04143
0.02637,0.03766,0.05461,0.04896,0.06215, 1.000,0.05650,0.03390,0.05650,0.04708,0.04520,0.04520,0.04331,0.03202,0.03013,0.02448,0.03202,0.03955
0.05650,0.2090,0.03202,0.03390,0.03578,0.05650, 1.000,0.04143,0.09228,0.03390,0.02072,0.07721,0.02260,0.05650,0.05461,0.04896,0.06403,0.01507
0.1638,0.02448,0.2900,0.2712,0.05838,0.03390,0.04143, 1.000,0.04896,0.03955,0.04520,0.03578,0.03578,0.03766,0.03578,0.02637,0.1092,0.05273
0.03202,0.06403,0.04143,0.08098,0.03955,0.05650,0.09228,0.04896, 1.000,0.05273,0.04896,0.04896,0.03955,0.03955,0.03390,0.04520,0.07721,0.03390
0.02637,0.03578,0.06026,0.04143,0.04331,0.04708,0.03390,0.03955,0.05273, 1.000,0.04520,0.01318,0.03202,0.03202,0.01883,0.01507,0.04520,0.01883
0.06026,0.04331,0.05461,0.04708,0.03955,0.04520,0.02072,0.04520,0.04896,0.04520, 1.000,0.01507,0.01507,0.08098,0.03202,0.04331,0.03955,0.02825
0.01883,0.07156,0.05273,0.06591,0.02448,0.04520,0.07721,0.03578,0.04896,0.01318,0.01507, 1.000,0.05838,0.03390,0.01695,0.02448,0.1130,0.04331
0.04520,0.02072,0.02825,0.03578,0.04520,0.04331,0.02260,0.03578,0.03955,0.03202,0.01507,0.05838, 1.000,0.03390,0.03578,0.005650,0.05273,0.02260
0.01130,0.06403,0.03202,0.03390,0.04143,0.03202,0.05650,0.03766,0.03955,0.03202,0.08098,0.03390,0.03390, 1.000,0.07721,0.02072,0.04331,0.04143
0.07345,0.07721,0.05650,0.04331,0.04331,0.03013,0.05461,0.03578,0.03390,0.01883,0.03202,0.01695,0.03578,0.07721, 1.000,0.03766,0.03955,0.03955
0.07156,0.06403,0.03578,0.03578,0.02637,0.02448,0.04896,0.02637,0.04520,0.01507,0.04331,0.02448,0.005650,0.02072,0.03766, 1.000,0.03578,0.06403
0.05461,0.05085,0.1281,0.09416,0.05461,0.03202,0.06403,0.1092,0.07721,0.04520,0.03955,0.1130,0.05273,0.04331,0.03955,0.03578, 1.000,0.02260
0.04708,0.02637,0.06026,0.04520,0.04143,0.03955,0.01507,0.05273,0.03390,0.01883,0.02825,0.04331,0.02260,0.04143,0.03955,0.06403,0.02260, 1.000
