Fp1,Fp2,F7,F3,Fz,F4,F8,T3,C3,Cz,C4,T4,T5,P3,Pz,P4,T6,O1
 1.000,0.06087,0.07594,0.02725,0.02377,0.01913,0.02609,0.07014,0.03188,0.04812,0.07652,0.02261,0.02435,0.02551,0.04290,0.03362,0.02377,0.06377
0.06087, 1.000,0.04928,0.04000,0.02667,0.05333,0.02551,0.07072,0.03652,0.02841,0.02377,0.02029,0.06609,0.02435,0.02551,0.02261,0.02667,0.05217
0.07594,0.04928, 1.000,0.06145,0.02609,0.04348,0.1687,0.4162,0.03014,0.1542,0.04000,0.05333,0.06841,0.03884,0.1461,0.05333,0.02783,0.04290
0.02725,0.04000,0.06145, 1.000,0.01333,0.02957,0.02783,0.04290,0.02957,0.1072,0.02261,0.01681,0.02841,0.02145,0.03130,0.01913,0.01971,0.02725
0.02377,0.02667,0.02609,0.01333, 1.000,0.04696,0.03072,0.03014,0.02551,0.01681,0.01913,0.02551,0.02319,0.02493,0.02087,0.02609,0.03652,0.02551
0.01913,0.05333,0.04348,0.02957,0.04696, 1.000,0.1316,0.02725,0.02435,0.02957,0.02783,0.1246,0.01623,0.04638,0.1148,0.04812,0.02493,0.01681
0.02609,0.02551,0.1687,0.02783,0.03072,0.1316, 1.000,0.1217,0.02783,0.05159,0.02667,0.1658,0.05333,0.05043,0.2614,0.07420,0.03536,0.02957
0.07014,0.07072,0.4162,0.04290,0.03014,0.02725,0.1217, 1.000,0.02957,0.1043,0.02667,0.05623,0.07884,0.04870,0.08928,0.04754,0.02087,0.04000
0.03188,0.03652,0.03014,0.02957,0.02551,0.02435,0.02783,0.02957, 1.000,0.03594,0.02087,0.03884,0.02551,0.02957,0.03652,0.03884,0.01739,0.03072
0.04812,0.02841,0.1542,0.1072,0.01681,0.02957,0.05159,0.1043,0.03594, 1.000,0.05043,0.02551,0.02783,0.02087,0.03594,0.03188,0.02145,0.02435
0.07652,0.02377,0.04000,0.02261,0.01913,0.02783,0.02667,0.02667,0.02087,0.05043, 1.000,0.02261,0.02029,0.01043,0.02261,0.02783,0.03536,0.02783
0.02261,0.02029,0.05333,0.01681,0.02551,0.1246,0.1658,0.05623,0.03884,0.02551,0.02261, 1.000,0.04522,0.1078,0.1588,0.04000,0.03478,0.02725
0.02435,0.06609,0.06841,0.02841,0.02319,0.01623,0.05333,0.07884,0.02551,0.02783,0.02029,0.04522, 1.000,0.02899,0.04174,0.02203,0.03826,0.03014
0.02551,0.02435,0.03884,0.02145,0.02493,0.04638,0.05043,0.04870,0.02957,0.02087,0.01043,0.1078,0.02899, 1.000,0.04870,0.02551,0.02087,0.02145
0.04290,0.02551,0.1461,0.03130,0.02087,0.1148,0.2614,0.08928,0.03652,0.03594,0.02261,0.1588,0.04174,0.04870, 1.000,0.05043,0.02261,0.02319
0.03362,0.02261,0.05333,0.01913,0.02609,0.04812,0.07420,0.04754,0.03884,0.03188,0.02783,0.04000,0.02203,0.02551,0.05043, 1.000,0.02145,0.03420
0.02377,0.02667,0.02783,0.01971,0.03652,0.02493,0.03536,0.02087,0.01739,0.02145,0.03536,0.03478,0.03826,0.02087,0.02261,0.02145, 1.000,0.04638
0.06377,0.05217,0.04290,0.02725,0.02551,0.01681,0.02957,0.04000,0.03072,0.02435,0.02783,0.02725,0.03014,0.02145,0.02319,0.03420,0.04638, 1.000
