Fp1,Fp2,O2,F7,F3,Fz,F4,F8,T3,C3,Cz,C4,T4,T5,P3,Pz,P4,T6,O1
 1.000,0.03040,0.08160,0.07733,0.4027,0.1045,0.01920,0.02827,0.02080,0.03200,0.03200,0.02400,0.03360,0.03200,0.02293,0.03840,0.06240,0.07147,0.05707
0.03040, 1.000,0.03147,0.01547,0.02773,0.08427,0.1765,0.02133,0.02240,0.02133,0.02987,0.02400,0.02240,0.05120,0.06453,0.05067,0.03627,0.02293,0.03093
0.08160,0.03147, 1.000,0.03787,0.04960,0.04853,0.02667,0.01707,0.02027,0.04000,0.05493,0.02560,0.02293,0.03840,0.02080,0.02827,0.05120,0.07040,0.09867
0.07733,0.01547,0.03787, 1.000,0.05227,0.02400,0.01387,0.02027,0.08160,0.02827,0.02080,0.02453,0.03093,0.02240,0.02453,0.03787,0.04107,0.04053,0.05333
0.4027,0.02773,0.04960,0.05227, 1.000,0.1296,0.02453,0.02560,0.02240,0.03733,0.03147,0.02293,0.04373,0.03467,0.02453,0.03307,0.04693,0.05333,0.05013
0.1045,0.08427,0.04853,0.02400,0.1296, 1.000,0.1003,0.02560,0.02133,0.03093,0.06187,0.02347,0.07307,0.08480,0.03840,0.03093,0.03627,0.03840,0.07840
0.01920,0.1765,0.02667,0.01387,0.02453,0.1003, 1.000,0.02027,0.02400,0.02027,0.04053,0.03253,0.03307,0.1024,0.05440,0.03893,0.02773,0.02293,0.05067
0.02827,0.02133,0.01707,0.02027,0.02560,0.02560,0.02027, 1.000,0.02453,0.03627,0.01813,0.02933,0.05280,0.01920,0.03733,0.02827,0.01920,0.02667,0.01707
0.02080,0.02240,0.02027,0.08160,0.02240,0.02133,0.02400,0.02453, 1.000,0.02773,0.02987,0.03147,0.02293,0.02720,0.02613,0.01813,0.02613,0.02133,0.02240
0.03200,0.02133,0.04000,0.02827,0.03733,0.03093,0.02027,0.03627,0.02773, 1.000,0.03893,0.03467,0.04533,0.01760,0.03893,0.02347,0.03573,0.04800,0.03253
0.03200,0.02987,0.05493,0.02080,0.03147,0.06187,0.04053,0.01813,0.02987,0.03893, 1.000,0.02987,0.03307,0.05813,0.02133,0.01707,0.01813,0.04800,0.05227
0.02400,0.02400,0.02560,0.02453,0.02293,0.02347,0.03253,0.02933,0.03147,0.03467,0.02987, 1.000,0.02720,0.03947,0.02987,0.01440,0.04640,0.01600,0.02453
0.03360,0.02240,0.02293,0.03093,0.04373,0.07307,0.03307,0.05280,0.02293,0.04533,0.03307,0.02720, 1.000,0.02667,0.02240,0.02187,0.03040,0.02613,0.03307
0.03200,0.05120,0.03840,0.02240,0.03467,0.08480,0.1024,0.01920,0.02720,0.01760,0.05813,0.03947,0.02667, 1.000,0.05653,0.01760,0.02667,0.03573,0.1360
0.02293,0.06453,0.02080,0.02453,0.02453,0.03840,0.05440,0.03733,0.02613,0.03893,0.02133,0.02987,0.02240,0.05653, 1.000,0.07840,0.02347,0.02507,0.03680
0.03840,0.05067,0.02827,0.03787,0.03307,0.03093,0.03893,0.02827,0.01813,0.02347,0.01707,0.01440,0.02187,0.01760,0.07840, 1.000,0.04640,0.02720,0.03627
0.06240,0.03627,0.05120,0.04107,0.04693,0.03627,0.02773,0.01920,0.02613,0.03573,0.01813,0.04640,0.03040,0.02667,0.02347,0.04640, 1.000,0.05920,0.03307
0.07147,0.02293,0.07040,0.04053,0.05333,0.03840,0.02293,0.02667,0.02133,0.04800,0.04800,0.01600,0.02613,0.03573,0.02507,0.02720,0.05920, 1.000,0.05600
0.05707,0.03093,0.09867,0.05333,0.05013,0.07840,0.05067,0.01707,0.02240,0.03253,0.05227,0.02453,0.03307,0.1360,0.03680,0.03627,0.03307,0.05600, 1.000
