Fp1,Fp2,O2,F7,F3,Fz,F4,F8,T3,C3,Cz,C4,T4,T5,P3,Pz,P4,T6,O1
 1.000,0.1138,0.05854,0.08293,0.07642,0.06504,0.04878,0.04715,0.01301,0.02602,0.02439,0.01951,0.02927,0.06504,0.06016,0.1057,0.1154,0.03415,0.06016
0.1138, 1.000,0.06667,0.1106,0.05528,0.04878,0.1415,0.08943,0.05041,0.009756,0.01463,0.03740,0.03902,0.07317,0.1593,0.08780,0.04065,0.04065,0.06341
0.05854,0.06667, 1.000,0.06504,0.1073,0.1171,0.1122,0.03740,0.06504,0.03902,0.07154,0.03577,0.04715,0.05528,0.006504,0.06667,0.08618,0.1220,0.1220
0.08293,0.1106,0.06504, 1.000,0.02276,0.01463,0.05203,0.07317,0.2000,0.03577,0.04878,0.05528,0.07154,0.03252,0.05854,0.1350,0.2000,0.03902,0.05041
0.07642,0.05528,0.1073,0.02276, 1.000,0.2585,0.08618,0.03740,0.05041,0.04228,0.1350,0.03577,0.07805,0.07480,0.06341,0.03577,0.03902,0.08780,0.04878
0.06504,0.04878,0.1171,0.01463,0.2585, 1.000,0.1821,0.004878,0.04065,0.01951,0.09919,0.03415,0.03089,0.06016,0.04715,0.03415,0.04065,0.09106,0.09593
0.04878,0.1415,0.1122,0.05203,0.08618,0.1821, 1.000,0.01138,0.03577,0.004878,0.03415,0.07642,0.02114,0.1041,0.07154,0.01138,0.04065,0.05854,0.1447
0.04715,0.08943,0.03740,0.07317,0.03740,0.004878,0.01138, 1.000,0.03089,0.1301,0.06829,0.02114,0.1756,0.01626,0.1317,0.06341,0.04715,0.05366,0.02764
0.01301,0.05041,0.06504,0.2000,0.05041,0.04065,0.03577,0.03089, 1.000,0.01138,0.1268,0.1545,0.03902,0.03902,0.02602,0.1138,0.06667,0.02439,0.03902
0.02602,0.009756,0.03902,0.03577,0.04228,0.01951,0.004878,0.1301,0.01138, 1.000,0.1203,0.01463,0.07480,0.01951,0.03740,0.06829,0.03089,0.05691,0.008130
0.02439,0.01463,0.07154,0.04878,0.1350,0.09919,0.03415,0.06829,0.1268,0.1203, 1.000,0.08943,0.1008,0.03089,0.03089,0.02602,0.02439,0.07642,0.04065
0.01951,0.03740,0.03577,0.05528,0.03577,0.03415,0.07642,0.02114,0.1545,0.01463,0.08943, 1.000,0.01301,0.08293,0.01789,0.02602,0.04065,0.03902,0.05691
0.02927,0.03902,0.04715,0.07154,0.07805,0.03089,0.02114,0.1756,0.03902,0.07480,0.1008,0.01301, 1.000,0.009756,0.06341,0.02764,0.05041,0.06992,0.02114
0.06504,0.07317,0.05528,0.03252,0.07480,0.06016,0.1041,0.01626,0.03902,0.01951,0.03089,0.08293,0.009756, 1.000,0.04878,0.03089,0.01951,0.03902,0.08130
0.06016,0.1593,0.006504,0.05854,0.06341,0.04715,0.07154,0.1317,0.02602,0.03740,0.03089,0.01789,0.06341,0.04878, 1.000,0.1203,0.02114,0.01626,0.03089
0.1057,0.08780,0.06667,0.1350,0.03577,0.03415,0.01138,0.06341,0.1138,0.06829,0.02602,0.02602,0.02764,0.03089,0.1203, 1.000,0.1285,0.01951,0.01301
0.1154,0.04065,0.08618,0.2000,0.03902,0.04065,0.04065,0.04715,0.06667,0.03089,0.02439,0.04065,0.05041,0.01951,0.02114,0.1285, 1.000,0.04390,0.02764
0.03415,0.04065,0.1220,0.03902,0.08780,0.09106,0.05854,0.05366,0.02439,0.05691,0.07642,0.03902,0.06992,0.03902,0.01626,0.01951,0.04390, 1.000,0.05366
0.06016,0.06341,0.1220,0.05041,0.04878,0.09593,0.1447,0.02764,0.03902,0.008130,0.04065,0.05691,0.02114,0.08130,0.03089,0.01301,0.02764,0.05366, 1.000
