Fp1,Fp2,O2,F7,F3,Fz,F4,F8,T3,C3,Cz,C4,T4,T5,P3,Pz,P4,T6,O1
 1.000,0.2746,0.06755,0.1466,0.1245,0.08962,0.05563,0.05960,0.02649,0.02472,0.02781,0.02296,0.02208,0.03444,0.05121,0.08168,0.1020,0.06137,0.06402
0.2746, 1.000,0.05210,0.05386,0.05519,0.08079,0.1316,0.1669,0.02517,0.02340,0.03355,0.01545,0.04238,0.03885,0.07020,0.07770,0.06313,0.04724,0.05254
0.06755,0.05210, 1.000,0.04547,0.08521,0.09183,0.06578,0.03576,0.03223,0.03576,0.03488,0.02340,0.01589,0.02737,0.02517,0.03267,0.08918,0.4521,0.04857
0.1466,0.05386,0.04547, 1.000,0.1055,0.03797,0.02296,0.03355,0.1064,0.03267,0.02340,0.03929,0.02605,0.01722,0.03620,0.07108,0.09051,0.05210,0.03709
0.1245,0.05519,0.08521,0.1055, 1.000,0.1382,0.05254,0.03532,0.03135,0.05386,0.03223,0.01854,0.02428,0.03664,0.03797,0.04283,0.07417,0.07770,0.05960
0.08962,0.08079,0.09183,0.03797,0.1382, 1.000,0.1581,0.04194,0.02826,0.03135,0.07770,0.03355,0.02075,0.07020,0.03974,0.03488,0.04459,0.06402,0.1170
0.05563,0.1316,0.06578,0.02296,0.05254,0.1581, 1.000,0.1298,0.03002,0.02781,0.04415,0.04327,0.04812,0.06887,0.06358,0.03091,0.03046,0.05210,0.08521
0.05960,0.1669,0.03576,0.03355,0.03532,0.04194,0.1298, 1.000,0.02472,0.03444,0.02605,0.02737,0.1174,0.03885,0.07108,0.06446,0.04327,0.02826,0.05475
0.02649,0.02517,0.03223,0.1064,0.03135,0.02826,0.03002,0.02472, 1.000,0.03267,0.03488,0.05077,0.02296,0.03135,0.02075,0.04283,0.04812,0.03223,0.02252
0.02472,0.02340,0.03576,0.03267,0.05386,0.03135,0.02781,0.03444,0.03267, 1.000,0.04812,0.02252,0.04724,0.03002,0.03576,0.02561,0.02517,0.05695,0.02649
0.02781,0.03355,0.03488,0.02340,0.03223,0.07770,0.04415,0.02605,0.03488,0.04812, 1.000,0.06181,0.02075,0.04989,0.02428,0.03091,0.02781,0.03664,0.05254
0.02296,0.01545,0.02340,0.03929,0.01854,0.03355,0.04327,0.02737,0.05077,0.02252,0.06181, 1.000,0.04371,0.05519,0.03576,0.03841,0.04106,0.01898,0.04503
0.02208,0.04238,0.01589,0.02605,0.02428,0.02075,0.04812,0.1174,0.02296,0.04724,0.02075,0.04371, 1.000,0.03002,0.1007,0.04901,0.03046,0.02208,0.04150
0.03444,0.03885,0.02737,0.01722,0.03664,0.07020,0.06887,0.03885,0.03135,0.03002,0.04989,0.05519,0.03002, 1.000,0.06137,0.02517,0.02252,0.02428,0.1514
0.05121,0.07020,0.02517,0.03620,0.03797,0.03974,0.06358,0.07108,0.02075,0.03576,0.02428,0.03576,0.1007,0.06137, 1.000,0.08035,0.03444,0.02340,0.06711
0.08168,0.07770,0.03267,0.07108,0.04283,0.03488,0.03091,0.06446,0.04283,0.02561,0.03091,0.03841,0.04901,0.02517,0.08035, 1.000,0.1325,0.03444,0.03091
0.1020,0.06313,0.08918,0.09051,0.07417,0.04459,0.03046,0.04327,0.04812,0.02517,0.02781,0.04106,0.03046,0.02252,0.03444,0.1325, 1.000,0.08653,0.02914
0.06137,0.04724,0.4521,0.05210,0.07770,0.06402,0.05210,0.02826,0.03223,0.05695,0.03664,0.01898,0.02208,0.02428,0.02340,0.03444,0.08653, 1.000,0.03841
0.06402,0.05254,0.04857,0.03709,0.05960,0.1170,0.08521,0.05475,0.02252,0.02649,0.05254,0.04503,0.04150,0.1514,0.06711,0.03091,0.02914,0.03841, 1.000
