Fp1,Fp2,F7,F3,Fz,F4,F8,T3,C3,Cz,C4,T4,T5,P3,Pz,P4,T6,O1
 1.000,0.1951,0.2520,0.1111,0.06233,0.4173,0.04336,0.03523,0.02981,0.06775,0.04878,0.02981,0.07588,0.1003,0.07046,0.1762,0.02710,0.1843
0.1951, 1.000,0.1084,0.1274,0.03523,0.06775,0.01626,0.02439,0.03252,0.05149,0.07046,0.04065,0.07317,0.08943,0.1382,0.08943,0.02981,0.04065
0.2520,0.1084, 1.000,0.05691,0.07317,0.1355,0.04878,0.06233,0.03252,0.08130,0.02710,0.01626,0.05962,0.06504,0.1626,0.2222,0.01897,0.07859
0.1111,0.1274,0.05691, 1.000,0.1789,0.04336,0.03794,0.04336,0.03523,0.02439,0.05691,0.08672,0.1328,0.04878,0.04878,0.1030,0.07046,0.1572
0.06233,0.03523,0.07317,0.1789, 1.000,0.03523,0.05420,0.08672,0.03794,0.05691,0.04336,0.06775,0.09214,0.07046,0.04336,0.05962,0.03523,0.07317
0.4173,0.06775,0.1355,0.04336,0.03523, 1.000,0.02981,0.02168,0.02168,0.06233,0.04065,0.02439,0.06775,0.09214,0.04336,0.05962,0.03523,0.1111
0.04336,0.01626,0.04878,0.03794,0.05420,0.02981, 1.000,0.02710,0.05149,0.05691,0.02981,0.03794,0.04607,0.02981,0.03794,0.06504,0.02168,0.03252
0.03523,0.02439,0.06233,0.04336,0.08672,0.02168,0.02710, 1.000,0.01897,0.02439,0.01897,0.01897,0.01084,0.02710,0.04336,0.1220,0.04607,0.04878
0.02981,0.03252,0.03252,0.03523,0.03794,0.02168,0.05149,0.01897, 1.000,0.03252,0.03794,0.03523,0.02981,0.06504,0.04607,0.01626,0.02439,0.01626
0.06775,0.05149,0.08130,0.02439,0.05691,0.06233,0.05691,0.02439,0.03252, 1.000,0.02168,0.08130,0.01626,0.04336,0.03794,0.03252,0.07588,0.01084
0.04878,0.07046,0.02710,0.05691,0.04336,0.04065,0.02981,0.01897,0.03794,0.02168, 1.000,0.02981,0.03523,0.01897,0.02168,0.07046,0.04336,0.03252
0.02981,0.04065,0.01626,0.08672,0.06775,0.02439,0.03794,0.01897,0.03523,0.08130,0.02981, 1.000,0.04336,0.02168,0.04336,0.01355,0.04065,0.05420
0.07588,0.07317,0.05962,0.1328,0.09214,0.06775,0.04607,0.01084,0.02981,0.01626,0.03523,0.04336, 1.000,0.07046,0.04336,0.05691,0.04336,0.08672
0.1003,0.08943,0.06504,0.04878,0.07046,0.09214,0.02981,0.02710,0.06504,0.04336,0.01897,0.02168,0.07046, 1.000,0.07588,0.03794,0.01626,0.04878
0.07046,0.1382,0.1626,0.04878,0.04336,0.04336,0.03794,0.04336,0.04607,0.03794,0.02168,0.04336,0.04336,0.07588, 1.000,0.008130,0.008130,0.02439
0.1762,0.08943,0.2222,0.1030,0.05962,0.05962,0.06504,0.1220,0.01626,0.03252,0.07046,0.01355,0.05691,0.03794,0.008130, 1.000,0.03523,0.08672
0.02710,0.02981,0.01897,0.07046,0.03523,0.03523,0.02168,0.04607,0.02439,0.07588,0.04336,0.04065,0.04336,0.01626,0.008130,0.03523, 1.000,0.05149
0.1843,0.04065,0.07859,0.1572,0.07317,0.1111,0.03252,0.04878,0.01626,0.01084,0.03252,0.05420,0.08672,0.04878,0.02439,0.08672,0.05149, 1.000
