Fp1,Fp2,O2,F7,F3,Fz,F4,F8,T3,C3,Cz,C4,T4,T5,P3,Pz,P4,T6,O1
 1.000,0.05983,0.04444,0.07350,0.1504,0.03077,0.04274,0.04103,0.02564,0.01709,0.02393,0.03077,0.03248,0.02735,0.1128,0.1453,0.1248,0.02735,0.07863
0.05983, 1.000,0.02051,0.05470,0.05983,0.04786,0.1333,0.1453,0.01368,0.03932,0.05299,0.04615,0.02222,0.06325,0.1778,0.1521,0.06838,0.03077,0.04274
0.04444,0.02051, 1.000,0.03932,0.06154,0.05641,0.04615, 0.000,0.05299,0.02564,0.04786,0.003419,0.01368,0.05812,0.02051,0.02051,0.04444,0.1641,0.1026
0.07350,0.05470,0.03932, 1.000,0.03077,0.01026,0.008547,0.006838,0.2205,0.02906,0.02735,0.02906,0.03761,0.01026,0.04274,0.04274,0.04615,0.01538,0.04957
0.1504,0.05983,0.06154,0.03077, 1.000,0.09744,0.05299,0.02735,0.01368,0.02393,0.005128,0.03932,0.04103,0.05299,0.07863,0.04274,0.06667,0.07350,0.07179
0.03077,0.04786,0.05641,0.01026,0.09744, 1.000,0.08718,0.008547,0.005128, 0.000,0.04444,0.01709,0.02051,0.1316,0.02564,0.02564,0.03761,0.08205,0.1265
0.04274,0.1333,0.04615,0.008547,0.05299,0.08718, 1.000,0.03590,0.01709,0.01709,0.04786,0.04615,0.006838,0.04786,0.07521,0.05299,0.03590,0.08034,0.07009
0.04103,0.1453, 0.000,0.006838,0.02735,0.008547,0.03590, 1.000,0.02393,0.1316,0.05812,0.03761,0.1231,0.03077,0.1692,0.1915,0.1145,0.01880,0.008547
0.02564,0.01368,0.05299,0.2205,0.01368,0.005128,0.01709,0.02393, 1.000,0.01880,0.008547,0.02906,0.02051,0.02564,0.02051,0.01026,0.02222,0.01368,0.02051
0.01709,0.03932,0.02564,0.02906,0.02393, 0.000,0.01709,0.1316,0.01880, 1.000,0.08718,0.02564,0.09402, 0.000,0.03419,0.02222,0.04103,0.07179,0.006838
0.02393,0.05299,0.04786,0.02735,0.005128,0.04444,0.04786,0.05812,0.008547,0.08718, 1.000,0.06838,0.1060,0.02735,0.03932,0.06496,0.04786,0.05641,0.01368
0.03077,0.04615,0.003419,0.02906,0.03932,0.01709,0.04615,0.03761,0.02906,0.02564,0.06838, 1.000,0.05983,0.006838,0.04444,0.02564,0.06667,0.02906,0.02051
0.03248,0.02222,0.01368,0.03761,0.04103,0.02051,0.006838,0.1231,0.02051,0.09402,0.1060,0.05983, 1.000,0.02564,0.04786,0.04615,0.01197,0.07009,0.01709
0.02735,0.06325,0.05812,0.01026,0.05299,0.1316,0.04786,0.03077,0.02564, 0.000,0.02735,0.006838,0.02564, 1.000,0.02735,0.03590,0.01368,0.05641,0.1744
0.1128,0.1778,0.02051,0.04274,0.07863,0.02564,0.07521,0.1692,0.02051,0.03419,0.03932,0.04444,0.04786,0.02735, 1.000,0.2205,0.1077,0.01880,0.05128
0.1453,0.1521,0.02051,0.04274,0.04274,0.02564,0.05299,0.1915,0.01026,0.02222,0.06496,0.02564,0.04615,0.03590,0.2205, 1.000,0.08376,0.01368,0.02906
0.1248,0.06838,0.04444,0.04615,0.06667,0.03761,0.03590,0.1145,0.02222,0.04103,0.04786,0.06667,0.01197,0.01368,0.1077,0.08376, 1.000,0.06667,0.02051
0.02735,0.03077,0.1641,0.01538,0.07350,0.08205,0.08034,0.01880,0.01368,0.07179,0.05641,0.02906,0.07009,0.05641,0.01880,0.01368,0.06667, 1.000,0.04274
0.07863,0.04274,0.1026,0.04957,0.07179,0.1265,0.07009,0.008547,0.02051,0.006838,0.01368,0.02051,0.01709,0.1744,0.05128,0.02906,0.02051,0.04274, 1.000
