Fp1,Fp2,O2,F7,F3,Fz,F4,F8,T3,C3,Cz,C4,T4,T5,P3,Pz,P4,T6,O1
 1.000,0.4817,0.1514,0.5067,0.5678,0.4139,0.2961,0.2759,0.06227,0.06471,0.04640,0.05800,0.03724,0.04029,0.1087,0.08425,0.1007,0.04823,0.1465
0.4817, 1.000,0.1306,0.2961,0.3016,0.4383,0.5079,0.4615,0.05495,0.06105,0.04457,0.05922,0.04029,0.04884,0.1258,0.08852,0.08242,0.04457,0.1508
0.1514,0.1306, 1.000,0.1343,0.1441,0.1606,0.1203,0.1123,0.06593,0.1129,0.05433,0.03724,0.03114,0.04396,0.05617,0.06044,0.1221,0.1178,0.07692
0.5067,0.2961,0.1343, 1.000,0.4170,0.2271,0.1667,0.2295,0.1026,0.08425,0.04640,0.04518,0.03053,0.02381,0.08791,0.09585,0.1203,0.05128,0.1154
0.5678,0.3016,0.1441,0.4170, 1.000,0.4292,0.2436,0.1838,0.05922,0.1013,0.05922,0.05922,0.03114,0.05739,0.07814,0.06105,0.09035,0.05678,0.1429
0.4139,0.4383,0.1606,0.2271,0.4292, 1.000,0.4737,0.2118,0.04274,0.08303,0.07082,0.07021,0.03114,0.06410,0.07387,0.06105,0.07753,0.05128,0.1508
0.2961,0.5079,0.1203,0.1667,0.2436,0.4737, 1.000,0.3248,0.03907,0.06044,0.05800,0.08852,0.03419,0.06288,0.08486,0.06349,0.06288,0.04579,0.1587
0.2759,0.4615,0.1123,0.2295,0.1838,0.2118,0.3248, 1.000,0.06654,0.05922,0.03480,0.06716,0.06654,0.05678,0.1838,0.1471,0.07998,0.03663,0.1368
0.06227,0.05495,0.06593,0.1026,0.05922,0.04274,0.03907,0.06654, 1.000,0.05556,0.03236,0.03053,0.02564,0.02991,0.03297,0.06410,0.1184,0.04335,0.03602
0.06471,0.06105,0.1129,0.08425,0.1013,0.08303,0.06044,0.05922,0.05556, 1.000,0.09463,0.04090,0.03114,0.03541,0.04823,0.04762,0.05922,0.09524,0.05739
0.04640,0.04457,0.05433,0.04640,0.05922,0.07082,0.05800,0.03480,0.03236,0.09463, 1.000,0.06593,0.02625,0.09158,0.02686,0.02137,0.02442,0.04518,0.07509
0.05800,0.05922,0.03724,0.04518,0.05922,0.07021,0.08852,0.06716,0.03053,0.04090,0.06593, 1.000,0.05433,0.08364,0.05006,0.02564,0.03297,0.02869,0.1166
0.03724,0.04029,0.03114,0.03053,0.03114,0.03114,0.03419,0.06654,0.02564,0.03114,0.02625,0.05433, 1.000,0.03236,0.08120,0.06288,0.02381,0.05617,0.04823
0.04029,0.04884,0.04396,0.02381,0.05739,0.06410,0.06288,0.05678,0.02991,0.03541,0.09158,0.08364,0.03236, 1.000,0.04640,0.02747,0.02137,0.02381,0.1502
0.1087,0.1258,0.05617,0.08791,0.07814,0.07387,0.08486,0.1838,0.03297,0.04823,0.02686,0.05006,0.08120,0.04640, 1.000,0.2821,0.03358,0.04090,0.09890
0.08425,0.08852,0.06044,0.09585,0.06105,0.06105,0.06349,0.1471,0.06410,0.04762,0.02137,0.02564,0.06288,0.02747,0.2821, 1.000,0.06044,0.03419,0.05189
0.1007,0.08242,0.1221,0.1203,0.09035,0.07753,0.06288,0.07998,0.1184,0.05922,0.02442,0.03297,0.02381,0.02137,0.03358,0.06044, 1.000,0.08425,0.05433
0.04823,0.04457,0.1178,0.05128,0.05678,0.05128,0.04579,0.03663,0.04335,0.09524,0.04518,0.02869,0.05617,0.02381,0.04090,0.03419,0.08425, 1.000,0.03846
0.1465,0.1508,0.07692,0.1154,0.1429,0.1508,0.1587,0.1368,0.03602,0.05739,0.07509,0.1166,0.04823,0.1502,0.09890,0.05189,0.05433,0.03846, 1.000
