Fp1,Fp2,O2,F7,F3,Fz,F4,F8,T3,C3,Cz,C4,T4,T5,P3,Pz,P4,T6,O1
 1.000,0.05573,0.02810,0.01612,0.01382,0.07232,0.03593,0.03501,0.01520,0.01382,0.04007,0.02994,0.02119,0.09166,0.06449,0.03869,0.01612,0.02810,0.03869
0.05573, 1.000,0.02165,0.02395,0.02349,0.07969,0.06357,0.1631,0.06955,0.02902,0.02211,0.03040,0.02211,0.04560,0.04514,0.04376,0.02994,0.01290,0.02902
0.02810,0.02165, 1.000,0.1667,0.06264,0.07600,0.06679,0.02257,0.01566,0.04330,0.1732,0.02257,0.03224,0.05573,0.02718,0.03593,0.02718,0.1700,0.3022
0.01612,0.02395,0.1667, 1.000,0.05021,0.04238,0.02395,0.01520,0.05251,0.1267,0.05113,0.02119,0.09258,0.02948,0.02073,0.02257,0.06633,0.1709,0.08890
0.01382,0.02349,0.06264,0.05021, 1.000,0.02579,0.02073,0.01889,0.07462,0.06218,0.07738,0.02165,0.01750,0.01474,0.01474,0.03593,0.04422,0.1188,0.04330
0.07232,0.07969,0.07600,0.04238,0.02579, 1.000,0.1538,0.08844,0.01520,0.03040,0.1345,0.02303,0.01935,0.1608,0.04929,0.02718,0.02119,0.05113,0.08475
0.03593,0.06357,0.06679,0.02395,0.02073,0.1538, 1.000,0.1110,0.02994,0.01704,0.06403,0.03961,0.01981,0.07738,0.04192,0.01059,0.01612,0.03409,0.08061
0.03501,0.1631,0.02257,0.01520,0.01889,0.08844,0.1110, 1.000,0.03915,0.02395,0.01842,0.05021,0.02718,0.06817,0.03961,0.02948,0.02349,0.02027,0.03593
0.01520,0.06955,0.01566,0.05251,0.07462,0.01520,0.02994,0.03915, 1.000,0.1138,0.02303,0.03132,0.03547,0.01796,0.02349,0.01198,0.02349,0.04146,0.01796
0.01382,0.02902,0.04330,0.1267,0.06218,0.03040,0.01704,0.02395,0.1138, 1.000,0.03593,0.02902,0.07232,0.01935,0.02165,0.02119,0.07370,0.05942,0.03040
0.04007,0.02211,0.1732,0.05113,0.07738,0.1345,0.06403,0.01842,0.02303,0.03593, 1.000,0.02626,0.01750,0.1101,0.03685,0.03086,0.02211,0.1276,0.1225
0.02994,0.03040,0.02257,0.02119,0.02165,0.02303,0.03961,0.05021,0.03132,0.02902,0.02626, 1.000,0.04514,0.05620,0.08706,0.03040,0.02902,0.01290,0.03685
0.02119,0.02211,0.03224,0.09258,0.01750,0.01935,0.01981,0.02718,0.03547,0.07232,0.01750,0.04514, 1.000,0.01520,0.02856,0.01750,0.1456,0.03731,0.01566
0.09166,0.04560,0.05573,0.02948,0.01474,0.1608,0.07738,0.06817,0.01796,0.01935,0.1101,0.05620,0.01520, 1.000,0.2662,0.02810,0.009673,0.02764,0.09627
0.06449,0.04514,0.02718,0.02073,0.01474,0.04929,0.04192,0.03961,0.02349,0.02165,0.03685,0.08706,0.02856,0.2662, 1.000,0.02856,0.01152,0.01935,0.04284
0.03869,0.04376,0.03593,0.02257,0.03593,0.02718,0.01059,0.02948,0.01198,0.02119,0.03086,0.03040,0.01750,0.02810,0.02856, 1.000,0.02211,0.02626,0.04652
0.01612,0.02994,0.02718,0.06633,0.04422,0.02119,0.01612,0.02349,0.02349,0.07370,0.02211,0.02902,0.1456,0.009673,0.01152,0.02211, 1.000,0.1018,0.01566
0.02810,0.01290,0.1700,0.1709,0.1188,0.05113,0.03409,0.02027,0.04146,0.05942,0.1276,0.01290,0.03731,0.02764,0.01935,0.02626,0.1018, 1.000,0.05620
0.03869,0.02902,0.3022,0.08890,0.04330,0.08475,0.08061,0.03593,0.01796,0.03040,0.1225,0.03685,0.01566,0.09627,0.04284,0.04652,0.01566,0.05620, 1.000
