Fp1,Fp2,O2,F7,F3,Fz,F4,F8,T3,C3,Cz,C4,T4,T5,P3,Pz,P4,T6,O1
 1.000,0.03066,0.03796,0.04380,0.07883,0.07883,0.04234,0.04234,0.02482,0.01460,0.07007,0.06277,0.01022,0.03358,0.01460,0.08321,0.07737,0.03504,0.03066
0.03066, 1.000,0.01460,0.01314,0.03650,0.07153,0.05547,0.1066,0.02336,0.03796,0.07445,0.03066,0.02336,0.01314,0.09051,0.02774,0.02774,0.02920,0.04380
0.03796,0.01460, 1.000,0.01606,0.02190,0.05255,0.08613,0.01752,0.01460,0.02482,0.02336,0.02190,0.03796,0.03066,0.05839,0.03358,0.01606,0.1212,0.06277
0.04380,0.01314,0.01606, 1.000,0.04088,0.04526,0.01022,0.01898,0.06715,0.008759,0.05255,0.08029,0.02920,0.01314,0.008759,0.05109,0.01314,0.03358,0.02920
0.07883,0.03650,0.02190,0.04088, 1.000,0.06277,0.02774,0.05547,0.02336,0.03942,0.01314,0.004380,0.01898,0.01752,0.02336,0.05401,0.05547,0.07445,0.01752
0.07883,0.07153,0.05255,0.04526,0.06277, 1.000,0.07883,0.07153,0.07299,0.03942,0.04234,0.02336,0.04672,0.04380,0.03796,0.01314,0.01314,0.06569,0.04380
0.04234,0.05547,0.08613,0.01022,0.02774,0.07883, 1.000,0.04964,0.02336,0.04088,0.02190,0.03066,0.03942,0.06715,0.03504,0.02628,0.01898,0.004380,0.04964
0.04234,0.1066,0.01752,0.01898,0.05547,0.07153,0.04964, 1.000,0.03942,0.07445,0.06861,0.004380,0.02190,0.03212,0.05109,0.06715,0.02920,0.03504,0.02482
0.02482,0.02336,0.01460,0.06715,0.02336,0.07299,0.02336,0.03942, 1.000,0.06131,0.03066,0.05255,0.06131,0.03066,0.04088,0.05693,0.06277,0.02920,0.03066
0.01460,0.03796,0.02482,0.008759,0.03942,0.03942,0.04088,0.07445,0.06131, 1.000,0.03212,0.01168,0.02336,0.03650,0.07591,0.008759,0.02482,0.06277,0.007299
0.07007,0.07445,0.02336,0.05255,0.01314,0.04234,0.02190,0.06861,0.03066,0.03212, 1.000,0.02482,0.02774,0.03212,0.01606,0.08029,0.04818,0.01168,0.05109
0.06277,0.03066,0.02190,0.08029,0.004380,0.02336,0.03066,0.004380,0.05255,0.01168,0.02482, 1.000,0.02336,0.07445,0.02774,0.02920,0.05985,0.01898,0.04380
0.01022,0.02336,0.03796,0.02920,0.01898,0.04672,0.03942,0.02190,0.06131,0.02336,0.02774,0.02336, 1.000,0.06423,0.04526,0.08029,0.05109,0.02774,0.05109
0.03358,0.01314,0.03066,0.01314,0.01752,0.04380,0.06715,0.03212,0.03066,0.03650,0.03212,0.07445,0.06423, 1.000,0.08029,0.03650,0.07007,0.02628,0.09635
0.01460,0.09051,0.05839,0.008759,0.02336,0.03796,0.03504,0.05109,0.04088,0.07591,0.01606,0.02774,0.04526,0.08029, 1.000,0.08613,0.05109,0.03066,0.02482
0.08321,0.02774,0.03358,0.05109,0.05401,0.01314,0.02628,0.06715,0.05693,0.008759,0.08029,0.02920,0.08029,0.03650,0.08613, 1.000,0.1533,0.02044,0.03796
0.07737,0.02774,0.01606,0.01314,0.05547,0.01314,0.01898,0.02920,0.06277,0.02482,0.04818,0.05985,0.05109,0.07007,0.05109,0.1533, 1.000,0.04818,0.03358
0.03504,0.02920,0.1212,0.03358,0.07445,0.06569,0.004380,0.03504,0.02920,0.06277,0.01168,0.01898,0.02774,0.02628,0.03066,0.02044,0.04818, 1.000,0.02044
0.03066,0.04380,0.06277,0.02920,0.01752,0.04380,0.04964,0.02482,0.03066,0.007299,0.05109,0.04380,0.05109,0.09635,0.02482,0.03796,0.03358,0.02044, 1.000
