Fp1,Fp2,O2,F7,F3,Fz,F4,F8,T3,C3,Cz,C4,T4,T5,P3,Pz,P4,T6,O1
 1.000,0.09976,0.03406,0.1022,0.2019,0.1338,0.05596,0.05596,0.02676,0.04380,0.03650,0.08516,0.03406,0.05596,0.06083,0.09489,0.08029,0.04866,0.05839
0.09976, 1.000,0.05109,0.02433,0.04623,0.07299,0.1119,0.1630,0.02676,0.05596,0.04380,0.04380,0.05353,0.04866,0.09489,0.07056,0.06569,0.04380,0.02676
0.03406,0.05109, 1.000,0.03163,0.05839,0.08273,0.05596,0.04866,0.01703,0.06569,0.009732,0.009732,0.04866,0.03406,0.04866,0.05596,0.08029,0.1800,0.05839
0.1022,0.02433,0.03163, 1.000,0.05109,0.002433,0.04136,0.03406,0.05839,0.02190,0.06569,0.08029,0.03163,0.02433,0.01460,0.08029,0.05109,0.03650,0.01460
0.2019,0.04623,0.05839,0.05109, 1.000,0.1338,0.01460,0.04623,0.02433,0.02920,0.02676,0.03406,0.02433,0.03893,0.02190,0.05596,0.05353,0.06569,0.03406
0.1338,0.07299,0.08273,0.002433,0.1338, 1.000,0.07299,0.02920,0.06813,0.03163,0.01217,0.01703,0.02676,0.05596,0.07056,0.02433,0.04866,0.06813,0.08516
0.05596,0.1119,0.05596,0.04136,0.01460,0.07299, 1.000,0.07299,0.03650,0.01703,0.02920,0.02433,0.03163,0.08516,0.07786,0.03163,0.04623,0.01460,0.03893
0.05596,0.1630,0.04866,0.03406,0.04623,0.02920,0.07299, 1.000,0.02676,0.1290,0.04380,0.02190,0.1119,0.02676,0.07786,0.06813,0.04136,0.01703,0.01946
0.02676,0.02676,0.01703,0.05839,0.02433,0.06813,0.03650,0.02676, 1.000,0.03893,0.04623,0.02190,0.02433,0.02190,0.03163,0.05596,0.03406,0.03650,0.03163
0.04380,0.05596,0.06569,0.02190,0.02920,0.03163,0.01703,0.1290,0.03893, 1.000,0.03163,0.02190,0.03893,0.03893,0.09976,0.03650,0.03406,0.07056,0.01703
0.03650,0.04380,0.009732,0.06569,0.02676,0.01217,0.02920,0.04380,0.04623,0.03163, 1.000,0.06326,0.05839,0.004866,0.01703,0.05353,0.03893,0.05109,0.009732
0.08516,0.04380,0.009732,0.08029,0.03406,0.01703,0.02433,0.02190,0.02190,0.02190,0.06326, 1.000,0.02920,0.05596,0.01946,0.03163,0.1557,0.02676,0.04623
0.03406,0.05353,0.04866,0.03163,0.02433,0.02676,0.03163,0.1119,0.02433,0.03893,0.05839,0.02920, 1.000,0.06326,0.06083,0.06813,0.02676,0.02920,0.05109
0.05596,0.04866,0.03406,0.02433,0.03893,0.05596,0.08516,0.02676,0.02190,0.03893,0.004866,0.05596,0.06326, 1.000,0.1338,0.007299,0.04380,0.009732,0.1095
0.06083,0.09489,0.04866,0.01460,0.02190,0.07056,0.07786,0.07786,0.03163,0.09976,0.01703,0.01946,0.06083,0.1338, 1.000,0.05839,0.02433,0.03163,0.05353
0.09489,0.07056,0.05596,0.08029,0.05596,0.02433,0.03163,0.06813,0.05596,0.03650,0.05353,0.03163,0.06813,0.007299,0.05839, 1.000,0.1557,0.03893,0.04136
0.08029,0.06569,0.08029,0.05109,0.05353,0.04866,0.04623,0.04136,0.03406,0.03406,0.03893,0.1557,0.02676,0.04380,0.02433,0.1557, 1.000,0.1217,0.03163
0.04866,0.04380,0.1800,0.03650,0.06569,0.06813,0.01460,0.01703,0.03650,0.07056,0.05109,0.02676,0.02920,0.009732,0.03163,0.03893,0.1217, 1.000,0.02433
0.05839,0.02676,0.05839,0.01460,0.03406,0.08516,0.03893,0.01946,0.03163,0.01703,0.009732,0.04623,0.05109,0.1095,0.05353,0.04136,0.03163,0.02433, 1.000
