Fp1,Fp2,O2,F7,F3,Fz,F4,F8,T3,C3,Cz,C4,T4,T5,P3,Pz,P4,T6,O1
 1.000,0.04323,0.02527,0.06008,0.1173,0.08422,0.02134,0.02864,0.02414,0.02190,0.02021,0.02358,0.02414,0.01741,0.04211,0.03930,0.05839,0.01460,0.02246
0.04323, 1.000,0.01123,0.02414,0.02246,0.04099,0.03481,0.06232,0.02695,0.03593,0.02583,0.03257,0.01628,0.02583,0.07861,0.03987,0.03650,0.01516,0.02695
0.02527,0.01123, 1.000,0.03032,0.04323,0.02527,0.03257,0.02751,0.008984,0.04380,0.03650,0.02134,0.02864,0.01684,0.01684,0.02976,0.03593,0.1213,0.03762
0.06008,0.02414,0.03032, 1.000,0.04323,0.01797,0.01123,0.02583,0.04323,0.02864,0.03706,0.05952,0.03088,0.02583,0.02527,0.03874,0.05503,0.02246,0.01516
0.1173,0.02246,0.04323,0.04323, 1.000,0.06738,0.02695,0.03762,0.02527,0.04492,0.02471,0.02471,0.02527,0.01235,0.03144,0.02695,0.05222,0.02976,0.01853
0.08422,0.04099,0.02527,0.01797,0.06738, 1.000,0.07019,0.02246,0.04099,0.01965,0.02976,0.01011,0.03706,0.02527,0.04099,0.02414,0.03874,0.04155,0.04604
0.02134,0.03481,0.03257,0.01123,0.02695,0.07019, 1.000,0.03425,0.02751,0.02414,0.02358,0.02807,0.01741,0.04773,0.04043,0.02864,0.02751,0.02751,0.02527
0.02864,0.06232,0.02751,0.02583,0.03762,0.02246,0.03425, 1.000,0.02021,0.06738,0.04548,0.02190,0.04380,0.02864,0.04099,0.03874,0.02190,0.03762,0.02695
0.02414,0.02695,0.008984,0.04323,0.02527,0.04099,0.02751,0.02021, 1.000,0.01572,0.02527,0.02639,0.03257,0.02471,0.02471,0.04716,0.03144,0.02134,0.01011
0.02190,0.03593,0.04380,0.02864,0.04492,0.01965,0.02414,0.06738,0.01572, 1.000,0.03313,0.02751,0.03930,0.01123,0.03762,0.02976,0.01179,0.04660,0.01179
0.02021,0.02583,0.03650,0.03706,0.02471,0.02976,0.02358,0.04548,0.02527,0.03313, 1.000,0.02976,0.03874,0.03650,0.01965,0.02807,0.03313,0.02864,0.02527
0.02358,0.03257,0.02134,0.05952,0.02471,0.01011,0.02807,0.02190,0.02639,0.02751,0.02976, 1.000,0.02471,0.04211,0.03088,0.03425,0.05727,0.02134,0.03313
0.02414,0.01628,0.02864,0.03088,0.02527,0.03706,0.01741,0.04380,0.03257,0.03930,0.03874,0.02471, 1.000,0.03706,0.04773,0.03874,0.02190,0.02414,0.03425
0.01741,0.02583,0.01684,0.02583,0.01235,0.02527,0.04773,0.02864,0.02471,0.01123,0.03650,0.04211,0.03706, 1.000,0.09377,0.01909,0.02077,0.01965,0.07692
0.04211,0.07861,0.01684,0.02527,0.03144,0.04099,0.04043,0.04099,0.02471,0.03762,0.01965,0.03088,0.04773,0.09377, 1.000,0.04323,0.02639,0.02134,0.06176
0.03930,0.03987,0.02976,0.03874,0.02695,0.02414,0.02864,0.03874,0.04716,0.02976,0.02807,0.03425,0.03874,0.01909,0.04323, 1.000,0.07636,0.01404,0.02920
0.05839,0.03650,0.03593,0.05503,0.05222,0.03874,0.02751,0.02190,0.03144,0.01179,0.03313,0.05727,0.02190,0.02077,0.02639,0.07636, 1.000,0.06625,0.02302
0.01460,0.01516,0.1213,0.02246,0.02976,0.04155,0.02751,0.03762,0.02134,0.04660,0.02864,0.02134,0.02414,0.01965,0.02134,0.01404,0.06625, 1.000,0.01741
0.02246,0.02695,0.03762,0.01516,0.01853,0.04604,0.02527,0.02695,0.01011,0.01179,0.02527,0.03313,0.03425,0.07692,0.06176,0.02920,0.02302,0.01741, 1.000
