Fp1,Fp2,O2,F7,F3,Fz,F4,F8,T3,C3,Cz,C4,T4,T5,P3,Pz,P4,T6,O1
 1.000,0.4236,0.1315,0.08374,0.1118,0.08177,0.09360,0.1305,0.02167,0.02611,0.03153,0.02562,0.03300,0.03153,0.07488,0.1483,0.1394,0.03596,0.04877
0.4236, 1.000,0.1192,0.04877,0.08670,0.08030,0.1335,0.2241,0.02660,0.03005,0.03054,0.02709,0.04187,0.04039,0.07783,0.1177,0.08867,0.02414,0.08374
0.1315,0.1192, 1.000,0.04433,0.1567,0.1512,0.1685,0.04926,0.03202,0.04581,0.06010,0.03153,0.02906,0.03941,0.03300,0.03941,0.08670,0.08522,0.1187
0.08374,0.04877,0.04433, 1.000,0.05222,0.04089,0.03300,0.03153,0.04778,0.02069,0.01773,0.04187,0.01527,0.02857,0.03498,0.09803,0.2222,0.04433,0.02217
0.1118,0.08670,0.1567,0.05222, 1.000,0.3606,0.1872,0.04384,0.02463,0.04187,0.03153,0.02315,0.02808,0.03448,0.03054,0.06108,0.09901,0.08621,0.07241
0.08177,0.08030,0.1512,0.04089,0.3606, 1.000,0.3488,0.04828,0.03596,0.03695,0.04187,0.02808,0.02266,0.05567,0.03300,0.03498,0.06108,0.05271,0.1310
0.09360,0.1335,0.1685,0.03300,0.1872,0.3488, 1.000,0.06601,0.04729,0.03596,0.04680,0.05074,0.02906,0.1059,0.03448,0.04089,0.05369,0.03103,0.3207
0.1305,0.2241,0.04926,0.03153,0.04384,0.04828,0.06601, 1.000,0.02660,0.02660,0.03498,0.02365,0.1379,0.03695,0.09064,0.1300,0.06404,0.02562,0.05862
0.02167,0.02660,0.03202,0.04778,0.02463,0.03596,0.04729,0.02660, 1.000,0.03005,0.03005,0.04384,0.03744,0.03941,0.02414,0.02414,0.02906,0.03005,0.05320
0.02611,0.03005,0.04581,0.02069,0.04187,0.03695,0.03596,0.02660,0.03005, 1.000,0.04729,0.02512,0.03645,0.03744,0.05961,0.02217,0.02266,0.06108,0.03350
0.03153,0.03054,0.06010,0.01773,0.03153,0.04187,0.04680,0.03498,0.03005,0.04729, 1.000,0.07291,0.03350,0.04532,0.01823,0.02660,0.02069,0.03793,0.07389
0.02562,0.02709,0.03153,0.04187,0.02315,0.02808,0.05074,0.02365,0.04384,0.02512,0.07291, 1.000,0.04581,0.1419,0.02266,0.02365,0.03645,0.02562,0.09458
0.03300,0.04187,0.02906,0.01527,0.02808,0.02266,0.02906,0.1379,0.03744,0.03645,0.03350,0.04581, 1.000,0.05271,0.04581,0.03350,0.02709,0.07685,0.04138
0.03153,0.04039,0.03941,0.02857,0.03448,0.05567,0.1059,0.03695,0.03941,0.03744,0.04532,0.1419,0.05271, 1.000,0.05271,0.02217,0.03103,0.02808,0.2320
0.07488,0.07783,0.03300,0.03498,0.03054,0.03300,0.03448,0.09064,0.02414,0.05961,0.01823,0.02266,0.04581,0.05271, 1.000,0.1039,0.03202,0.03054,0.04138
0.1483,0.1177,0.03941,0.09803,0.06108,0.03498,0.04089,0.1300,0.02414,0.02217,0.02660,0.02365,0.03350,0.02217,0.1039, 1.000,0.1020,0.02808,0.02857
0.1394,0.08867,0.08670,0.2222,0.09901,0.06108,0.05369,0.06404,0.02906,0.02266,0.02069,0.03645,0.02709,0.03103,0.03202,0.1020, 1.000,0.05419,0.04286
0.03596,0.02414,0.08522,0.04433,0.08621,0.05271,0.03103,0.02562,0.03005,0.06108,0.03793,0.02562,0.07685,0.02808,0.03054,0.02808,0.05419, 1.000,0.03399
0.04877,0.08374,0.1187,0.02217,0.07241,0.1310,0.3207,0.05862,0.05320,0.03350,0.07389,0.09458,0.04138,0.2320,0.04138,0.02857,0.04286,0.03399, 1.000
