Fp1,Fp2,O2,F7,F3,Fz,F4,F8,T3,C3,Cz,C4,T4,T5,P3,Pz,P4,T6,O1
 1.000,0.2482,0.04088,0.1942,0.1226,0.1022,0.07689,0.03893,0.03114,0.02384,0.03309,0.02822,0.02579,0.02725,0.06131,0.08273,0.08516,0.03066,0.03114
0.2482, 1.000,0.06326,0.05158,0.05839,0.07056,0.1776,0.1387,0.02871,0.02822,0.02384,0.02676,0.03942,0.03747,0.1805,0.1348,0.04136,0.01411,0.05693
0.04088,0.06326, 1.000,0.02871,0.07689,0.07883,0.1946,0.04380,0.09489,0.03844,0.03066,0.04331,0.03017,0.07202,0.05012,0.04380,0.05158,0.02968,0.1732
0.1942,0.05158,0.02871, 1.000,0.08370,0.04818,0.03747,0.02141,0.04526,0.02433,0.02676,0.05304,0.02287,0.02822,0.02190,0.07056,0.2122,0.05985,0.02822
0.1226,0.05839,0.07689,0.08370, 1.000,0.5080,0.07786,0.01946,0.03893,0.03504,0.03504,0.02336,0.02433,0.04039,0.04477,0.05450,0.1815,0.08029,0.04866
0.1022,0.07056,0.07883,0.04818,0.5080, 1.000,0.1051,0.02190,0.02920,0.03163,0.04428,0.02384,0.02238,0.06083,0.05693,0.04769,0.08856,0.05109,0.07007
0.07689,0.1776,0.1946,0.03747,0.07786,0.1051, 1.000,0.07737,0.04088,0.02433,0.02725,0.05985,0.04477,0.1460,0.2131,0.1178,0.05255,0.02092,0.2706
0.03893,0.1387,0.04380,0.02141,0.01946,0.02190,0.07737, 1.000,0.02384,0.05401,0.02774,0.03893,0.2054,0.03698,0.1304,0.06861,0.01314,0.02482,0.04282
0.03114,0.02871,0.09489,0.04526,0.03893,0.02920,0.04088,0.02384, 1.000,0.08370,0.02628,0.01995,0.02238,0.02482,0.02044,0.03650,0.1197,0.03163,0.03017
0.02384,0.02822,0.03844,0.02433,0.03504,0.03163,0.02433,0.05401,0.08370, 1.000,0.1192,0.01509,0.06910,0.01606,0.04185,0.01752,0.03844,0.04574,0.02238
0.03309,0.02384,0.03066,0.02676,0.03504,0.04428,0.02725,0.02774,0.02628,0.1192, 1.000,0.03260,0.03601,0.02676,0.02530,0.02384,0.02384,0.03796,0.03844
0.02822,0.02676,0.04331,0.05304,0.02336,0.02384,0.05985,0.03893,0.01995,0.01509,0.03260, 1.000,0.08954,0.1888,0.04136,0.01849,0.02092,0.04136,0.1645
0.02579,0.03942,0.03017,0.02287,0.02433,0.02238,0.04477,0.2054,0.02238,0.06910,0.03601,0.08954, 1.000,0.05596,0.06861,0.02774,0.02238,0.1182,0.04964
0.02725,0.03747,0.07202,0.02822,0.04039,0.06083,0.1460,0.03698,0.02482,0.01606,0.02676,0.1888,0.05596, 1.000,0.07202,0.03017,0.01849,0.02774,0.4832
0.06131,0.1805,0.05012,0.02190,0.04477,0.05693,0.2131,0.1304,0.02044,0.04185,0.02530,0.04136,0.06861,0.07202, 1.000,0.1066,0.02725,0.01849,0.07689
0.08273,0.1348,0.04380,0.07056,0.05450,0.04769,0.1178,0.06861,0.03650,0.01752,0.02384,0.01849,0.02774,0.03017,0.1066, 1.000,0.08905,0.01314,0.04526
0.08516,0.04136,0.05158,0.2122,0.1815,0.08856,0.05255,0.01314,0.1197,0.03844,0.02384,0.02092,0.02238,0.01849,0.02725,0.08905, 1.000,0.04720,0.02920
0.03066,0.01411,0.02968,0.05985,0.08029,0.05109,0.02092,0.02482,0.03163,0.04574,0.03796,0.04136,0.1182,0.02774,0.01849,0.01314,0.04720, 1.000,0.02092
0.03114,0.05693,0.1732,0.02822,0.04866,0.07007,0.2706,0.04282,0.03017,0.02238,0.03844,0.1645,0.04964,0.4832,0.07689,0.04526,0.02920,0.02092, 1.000
