Fp1,Fp2,O2,F7,F3,Fz,F4,F8,T3,C3,Cz,C4,T4,T5,P3,Pz,P4,T6,O1
 1.000,0.1942,0.03066,0.1494,0.09538,0.08078,0.04282,0.03698,0.02190,0.02044,0.02968,0.02920,0.01752,0.01995,0.03942,0.05255,0.05353,0.03552,0.02287
0.1942, 1.000,0.06034,0.05353,0.05158,0.06083,0.1080,0.1314,0.02044,0.02628,0.02287,0.01752,0.03066,0.03017,0.08613,0.08662,0.03504,0.02238,0.04039
0.03066,0.06034, 1.000,0.03163,0.04088,0.04574,0.1582,0.04915,0.06618,0.02238,0.02044,0.03747,0.02725,0.03698,0.02774,0.03796,0.04915,0.03990,0.09197
0.1494,0.05353,0.03163, 1.000,0.05742,0.02968,0.02238,0.02530,0.01800,0.02238,0.02287,0.05353,0.02482,0.03504,0.02384,0.05596,0.1246,0.05596,0.02287
0.09538,0.05158,0.04088,0.05742, 1.000,0.3762,0.06034,0.01898,0.02920,0.02190,0.02676,0.02238,0.02676,0.03017,0.03017,0.03698,0.09392,0.07494,0.02920
0.08078,0.06083,0.04574,0.02968,0.3762, 1.000,0.06180,0.02287,0.01898,0.02190,0.03309,0.01946,0.01703,0.03066,0.03212,0.03455,0.04428,0.05547,0.03358
0.04282,0.1080,0.1582,0.02238,0.06034,0.06180, 1.000,0.07105,0.03747,0.01752,0.02092,0.04136,0.04185,0.07835,0.1158,0.06326,0.03796,0.02968,0.1869
0.03698,0.1314,0.04915,0.02530,0.01898,0.02287,0.07105, 1.000,0.01800,0.03406,0.01800,0.02676,0.1114,0.02676,0.07591,0.06618,0.01557,0.01703,0.03844
0.02190,0.02044,0.06618,0.01800,0.02920,0.01898,0.03747,0.01800, 1.000,0.06715,0.02092,0.01849,0.02190,0.02190,0.02822,0.03260,0.08954,0.02968,0.02725
0.02044,0.02628,0.02238,0.02238,0.02190,0.02190,0.01752,0.03406,0.06715, 1.000,0.07543,0.02530,0.04185,0.02433,0.02822,0.02287,0.03650,0.03552,0.02287
0.02968,0.02287,0.02044,0.02287,0.02676,0.03309,0.02092,0.01800,0.02092,0.07543, 1.000,0.03309,0.02774,0.02968,0.02384,0.02482,0.02141,0.02968,0.03066
0.02920,0.01752,0.03747,0.05353,0.02238,0.01946,0.04136,0.02676,0.01849,0.02530,0.03309, 1.000,0.07397,0.1766,0.04428,0.02628,0.02628,0.05985,0.1372
0.01752,0.03066,0.02725,0.02482,0.02676,0.01703,0.04185,0.1114,0.02190,0.04185,0.02774,0.07397, 1.000,0.04380,0.05547,0.03358,0.02092,0.06131,0.05742
0.01995,0.03017,0.03698,0.03504,0.03017,0.03066,0.07835,0.02676,0.02190,0.02433,0.02968,0.1766,0.04380, 1.000,0.04866,0.02530,0.02579,0.03698,0.3148
0.03942,0.08613,0.02774,0.02384,0.03017,0.03212,0.1158,0.07591,0.02822,0.02822,0.02384,0.04428,0.05547,0.04866, 1.000,0.06764,0.03066,0.02092,0.05109
0.05255,0.08662,0.03796,0.05596,0.03698,0.03455,0.06326,0.06618,0.03260,0.02287,0.02482,0.02628,0.03358,0.02530,0.06764, 1.000,0.06034,0.02482,0.03114
0.05353,0.03504,0.04915,0.1246,0.09392,0.04428,0.03796,0.01557,0.08954,0.03650,0.02141,0.02628,0.02092,0.02579,0.03066,0.06034, 1.000,0.04672,0.01800
0.03552,0.02238,0.03990,0.05596,0.07494,0.05547,0.02968,0.01703,0.02968,0.03552,0.02968,0.05985,0.06131,0.03698,0.02092,0.02482,0.04672, 1.000,0.03017
0.02287,0.04039,0.09197,0.02287,0.02920,0.03358,0.1869,0.03844,0.02725,0.02287,0.03066,0.1372,0.05742,0.3148,0.05109,0.03114,0.01800,0.03017, 1.000
