Fp1,Fp2,F7,F3,Fz,F4,F8,T3,C3,Cz,C4,T4,T5,P3,Pz,P4,T6,O1
 1.000,0.1809,0.06203,0.04058,0.04232,0.03130,0.03710,0.03072,0.02841,0.03652,0.03768,0.02377,0.02261,0.03942,0.04116,0.04522,0.04058,0.03652
0.1809, 1.000,0.02435,0.02319,0.02841,0.04232,0.05855,0.02725,0.02203,0.02957,0.02551,0.01855,0.02783,0.04812,0.04696,0.03768,0.03072,0.03710
0.06203,0.02435, 1.000,0.05391,0.02319,0.02435,0.02493,0.08870,0.02667,0.02609,0.04522,0.02087,0.02493,0.02319,0.04290,0.04870,0.03246,0.02551
0.04058,0.02319,0.05391, 1.000,0.07768,0.03072,0.02029,0.02319,0.02493,0.03536,0.02493,0.03246,0.04812,0.03420,0.03884,0.04638,0.04638,0.05217
0.04232,0.02841,0.02319,0.07768, 1.000,0.07304,0.01855,0.03014,0.01391,0.02377,0.02899,0.02899,0.05971,0.04116,0.04986,0.04348,0.05565,0.08580
0.03130,0.04232,0.02435,0.03072,0.07304, 1.000,0.06551,0.02783,0.02667,0.02029,0.02899,0.02203,0.04870,0.05043,0.05391,0.03014,0.03710,0.05681
0.03710,0.05855,0.02493,0.02029,0.01855,0.06551, 1.000,0.02377,0.05391,0.02899,0.03072,0.07362,0.01855,0.07362,0.06435,0.03420,0.02377,0.02609
0.03072,0.02725,0.08870,0.02319,0.03014,0.02783,0.02377, 1.000,0.02551,0.02899,0.04928,0.02203,0.09449,0.02551,0.02667,0.03536,0.02725,0.02551
0.02841,0.02203,0.02667,0.02493,0.01391,0.02667,0.05391,0.02551, 1.000,0.02551,0.01971,0.06725,0.02493,0.04116,0.02261,0.03188,0.03246,0.01971
0.03652,0.02957,0.02609,0.03536,0.02377,0.02029,0.02899,0.02899,0.02551, 1.000,0.02087,0.04754,0.03478,0.02203,0.02319,0.02377,0.04058,0.02725
0.03768,0.02551,0.04522,0.02493,0.02899,0.02899,0.03072,0.04928,0.01971,0.02087, 1.000,0.03362,0.03652,0.02783,0.02725,0.03710,0.02261,0.02783
0.02377,0.01855,0.02087,0.03246,0.02899,0.02203,0.07362,0.02203,0.06725,0.04754,0.03362, 1.000,0.02087,0.03304,0.03072,0.02725,0.06551,0.02667
0.02261,0.02783,0.02493,0.04812,0.05971,0.04870,0.01855,0.09449,0.02493,0.03478,0.03652,0.02087, 1.000,0.07130,0.02551,0.02377,0.03188,0.06957
0.03942,0.04812,0.02319,0.03420,0.04116,0.05043,0.07362,0.02551,0.04116,0.02203,0.02783,0.03304,0.07130, 1.000,0.05681,0.01855,0.02087,0.08174
0.04116,0.04696,0.04290,0.03884,0.04986,0.05391,0.06435,0.02667,0.02261,0.02319,0.02725,0.03072,0.02551,0.05681, 1.000,0.05565,0.03536,0.04812
0.04522,0.03768,0.04870,0.04638,0.04348,0.03014,0.03420,0.03536,0.03188,0.02377,0.03710,0.02725,0.02377,0.01855,0.05565, 1.000,0.07478,0.02957
0.04058,0.03072,0.03246,0.04638,0.05565,0.03710,0.02377,0.02725,0.03246,0.04058,0.02261,0.06551,0.03188,0.02087,0.03536,0.07478, 1.000,0.03942
0.03652,0.03710,0.02551,0.05217,0.08580,0.05681,0.02609,0.02551,0.01971,0.02725,0.02783,0.02667,0.06957,0.08174,0.04812,0.02957,0.03942, 1.000
