Fp1,Fp2,F7,F3,Fz,F4,F8,T3,C3,Cz,C4,T4,T5,P3,Pz,P4,T6,O1
 1.000,0.4058,0.1391,0.06087,0.06667,0.05797,0.04348,0.09275,0.06087,0.04638,0.06667,0.02029,0.02319,0.08116,0.1478,0.09855,0.02029,0.07826
0.4058, 1.000,0.08406,0.06087,0.08696,0.08406,0.08406,0.06957,0.02899,0.04348,0.05217,0.02319,0.04928,0.1043,0.1507,0.09855,0.01449,0.07536
0.1391,0.08406, 1.000,0.1014,0.02609,0.02609,0.05217,0.2058,0.02029,0.03478,0.08116,0.06377,0.06377,0.02319,0.08406,0.08696,0.03768,0.05507
0.06087,0.06087,0.1014, 1.000,0.2087,0.07246,0.03188,0.06667,0.03188,0.03478,0.04348,0.06087,0.06377,0.05797,0.06087,0.04928,0.1014,0.08986
0.06667,0.08696,0.02609,0.2087, 1.000,0.1652,0.03478,0.03188,0.03768,0.06957,0.02319,0.05507,0.09565,0.08986,0.07536,0.06957,0.08986,0.1304
0.05797,0.08406,0.02609,0.07246,0.1652, 1.000,0.06667,0.04348,0.07826,0.02319,0.02899,0.04058,0.1043,0.1159,0.06667,0.06667,0.06087,0.08116
0.04348,0.08406,0.05217,0.03188,0.03478,0.06667, 1.000,0.03188,0.05507,0.08116,0.02609,0.07536,0.02319,0.1275,0.1217,0.05217,0.02609,0.04058
0.09275,0.06957,0.2058,0.06667,0.03188,0.04348,0.03188, 1.000,0.02609,0.05217,0.07826,0.02319,0.1130,0.01159,0.06957,0.06957,0.04638,0.03478
0.06087,0.02899,0.02029,0.03188,0.03768,0.07826,0.05507,0.02609, 1.000,0.03478,0.04058,0.05507,0.02319,0.04348,0.02609,0.02029,0.02029,0.06377
0.04638,0.04348,0.03478,0.03478,0.06957,0.02319,0.08116,0.05217,0.03478, 1.000,0.03768,0.05507,0.008696,0.02609,0.03768,0.02029,0.02609,0.02899
0.06667,0.05217,0.08116,0.04348,0.02319,0.02899,0.02609,0.07826,0.04058,0.03768, 1.000,0.01159,0.05507,0.04058,0.03188,0.05217,0.04058,0.02609
0.02029,0.02319,0.06377,0.06087,0.05507,0.04058,0.07536,0.02319,0.05507,0.05507,0.01159, 1.000,0.02899,0.04638,0.03478,0.02319,0.1130,0.05217
0.02319,0.04928,0.06377,0.06377,0.09565,0.1043,0.02319,0.1130,0.02319,0.008696,0.05507,0.02899, 1.000,0.08116,0.04058,0.03478,0.02609,0.1043
0.08116,0.1043,0.02319,0.05797,0.08986,0.1159,0.1275,0.01159,0.04348,0.02609,0.04058,0.04638,0.08116, 1.000,0.1478,0.02899,0.02029,0.09275
0.1478,0.1507,0.08406,0.06087,0.07536,0.06667,0.1217,0.06957,0.02609,0.03768,0.03188,0.03478,0.04058,0.1478, 1.000,0.08116,0.01159,0.09565
0.09855,0.09855,0.08696,0.04928,0.06957,0.06667,0.05217,0.06957,0.02029,0.02029,0.05217,0.02319,0.03478,0.02899,0.08116, 1.000,0.06087,0.07826
0.02029,0.01449,0.03768,0.1014,0.08986,0.06087,0.02609,0.04638,0.02029,0.02609,0.04058,0.1130,0.02609,0.02029,0.01159,0.06087, 1.000,0.07246
0.07826,0.07536,0.05507,0.08986,0.1304,0.08116,0.04058,0.03478,0.06377,0.02899,0.02609,0.05217,0.1043,0.09275,0.09565,0.07826,0.07246, 1.000
