Fp1,Fp2,F7,F3,Fz,F4,F8,T3,C3,Cz,C4,T4,T5,P3,Pz,P4,T6,O1
 1.000,0.1541,0.1390,0.1815,0.1660,0.05637,0.04247,0.03668,0.05290,0.06641,0.02046,0.02896,0.05907,0.08224,0.06448,0.07336,0.05985,0.09228
0.1541, 1.000,0.05830,0.04788,0.07027,0.07992,0.1344,0.03282,0.02317,0.04556,0.02046,0.05251,0.04749,0.08340,0.07413,0.05560,0.04826,0.07683
0.1390,0.05830, 1.000,0.1135,0.09344,0.05637,0.03359,0.03050,0.04131,0.03822,0.02239,0.02432,0.03977,0.05521,0.04672,0.06100,0.04131,0.05097
0.1815,0.04788,0.1135, 1.000,0.1977,0.06216,0.04440,0.03012,0.09961,0.1073,0.02819,0.02510,0.06062,0.03900,0.03475,0.04015,0.06950,0.07220
0.1660,0.07027,0.09344,0.1977, 1.000,0.1544,0.04672,0.02703,0.04710,0.1131,0.04479,0.01892,0.08456,0.05714,0.03822,0.03745,0.07954,0.1124
0.05637,0.07992,0.05637,0.06216,0.1544, 1.000,0.07027,0.02780,0.02934,0.06525,0.07375,0.03745,0.07568,0.05212,0.02973,0.04093,0.04633,0.1093
0.04247,0.1344,0.03359,0.04440,0.04672,0.07027, 1.000,0.02625,0.02664,0.03514,0.02548,0.1533,0.03282,0.05830,0.05483,0.04170,0.02780,0.04440
0.03668,0.03282,0.03050,0.03012,0.02703,0.02780,0.02625, 1.000,0.02587,0.03552,0.02162,0.03243,0.02819,0.02819,0.04517,0.05019,0.02741,0.02278
0.05290,0.02317,0.04131,0.09961,0.04710,0.02934,0.02664,0.02587, 1.000,0.06988,0.02934,0.04247,0.02587,0.03282,0.02819,0.02201,0.05251,0.02587
0.06641,0.04556,0.03822,0.1073,0.1131,0.06525,0.03514,0.03552,0.06988, 1.000,0.05792,0.03514,0.06178,0.03938,0.04942,0.03436,0.07220,0.09614
0.02046,0.02046,0.02239,0.02819,0.04479,0.07375,0.02548,0.02162,0.02934,0.05792, 1.000,0.03012,0.06293,0.03707,0.02664,0.04131,0.03166,0.07490
0.02896,0.05251,0.02432,0.02510,0.01892,0.03745,0.1533,0.03243,0.04247,0.03514,0.03012, 1.000,0.04093,0.07066,0.06680,0.03822,0.02471,0.04247
0.05907,0.04749,0.03977,0.06062,0.08456,0.07568,0.03282,0.02819,0.02587,0.06178,0.06293,0.04093, 1.000,0.08919,0.03784,0.02587,0.02008,0.1683
0.08224,0.08340,0.05521,0.03900,0.05714,0.05212,0.05830,0.02819,0.03282,0.03938,0.03707,0.07066,0.08919, 1.000,0.1073,0.03012,0.02587,0.1004
0.06448,0.07413,0.04672,0.03475,0.03822,0.02973,0.05483,0.04517,0.02819,0.04942,0.02664,0.06680,0.03784,0.1073, 1.000,0.05946,0.03514,0.04633
0.07336,0.05560,0.06100,0.04015,0.03745,0.04093,0.04170,0.05019,0.02201,0.03436,0.04131,0.03822,0.02587,0.03012,0.05946, 1.000,0.05367,0.02625
0.05985,0.04826,0.04131,0.06950,0.07954,0.04633,0.02780,0.02741,0.05251,0.07220,0.03166,0.02471,0.02008,0.02587,0.03514,0.05367, 1.000,0.02664
0.09228,0.07683,0.05097,0.07220,0.1124,0.1093,0.04440,0.02278,0.02587,0.09614,0.07490,0.04247,0.1683,0.1004,0.04633,0.02625,0.02664, 1.000
