Fp1,Fp2,O2,F7,F3,Fz,F4,F8,T3,C3,Cz,C4,T4,T5,P3,Pz,P4,T6,O1
 1.000,0.06202,0.01754,0.02951,0.03080,0.08169,0.02695,0.02866,0.01839,0.01283,0.04919,0.01454,0.02267,0.09453,0.07015,0.02737,0.02866,0.02352,0.03037
0.06202, 1.000,0.01411,0.02096,0.02181,0.06801,0.05090,0.1565,0.06287,0.01326,0.02053,0.02951,0.02395,0.07100,0.05047,0.05218,0.01668,0.01540,0.02096
0.01754,0.01411, 1.000,0.1796,0.05646,0.07057,0.07827,0.02994,0.02524,0.03892,0.1878,0.03379,0.03593,0.06287,0.01925,0.01925,0.02609,0.1625,0.2883
0.02951,0.02096,0.1796, 1.000,0.04363,0.03293,0.03379,0.02139,0.05175,0.1172,0.05603,0.02609,0.09367,0.02566,0.02438,0.01668,0.05432,0.1544,0.08640
0.03080,0.02181,0.05646,0.04363, 1.000,0.02395,0.02010,0.02352,0.04919,0.06758,0.04962,0.02524,0.03293,0.02780,0.03251,0.01668,0.04320,0.08725,0.03251
0.08169,0.06801,0.07057,0.03293,0.02395, 1.000,0.1792,0.1104,0.02267,0.02010,0.1698,0.01967,0.04106,0.1583,0.04192,0.03978,0.02908,0.04363,0.08554
0.02695,0.05090,0.07827,0.03379,0.02010,0.1792, 1.000,0.1377,0.03422,0.02096,0.08768,0.03165,0.02224,0.07100,0.03636,0.02310,0.02609,0.04063,0.07528
0.02866,0.1565,0.02994,0.02139,0.02352,0.1104,0.1377, 1.000,0.03978,0.02010,0.02524,0.04748,0.02267,0.06373,0.04662,0.05518,0.01839,0.01411,0.04363
0.01839,0.06287,0.02524,0.05175,0.04919,0.02267,0.03422,0.03978, 1.000,0.09752,0.02139,0.03593,0.02566,0.02096,0.03935,0.02438,0.01967,0.02352,0.01540
0.01283,0.01326,0.03892,0.1172,0.06758,0.02010,0.02096,0.02010,0.09752, 1.000,0.03165,0.03080,0.06587,0.01882,0.02908,0.02267,0.06074,0.05346,0.02224
0.04919,0.02053,0.1878,0.05603,0.04962,0.1698,0.08768,0.02524,0.02139,0.03165, 1.000,0.02395,0.02866,0.1185,0.05004,0.02010,0.04149,0.1138,0.1429
0.01454,0.02951,0.03379,0.02609,0.02524,0.01967,0.03165,0.04748,0.03593,0.03080,0.02395, 1.000,0.06245,0.02951,0.05047,0.03251,0.02267,0.02053,0.03678
0.02267,0.02395,0.03593,0.09367,0.03293,0.04106,0.02224,0.02267,0.02566,0.06587,0.02866,0.06245, 1.000,0.02609,0.03422,0.03080,0.1749,0.06801,0.02566
0.09453,0.07100,0.06287,0.02566,0.02780,0.1583,0.07100,0.06373,0.02096,0.01882,0.1185,0.02951,0.02609, 1.000,0.2759,0.03593,0.02053,0.03251,0.09410
0.07015,0.05047,0.01925,0.02438,0.03251,0.04192,0.03636,0.04662,0.03935,0.02908,0.05004,0.05047,0.03422,0.2759, 1.000,0.03336,0.01754,0.02395,0.03849
0.02737,0.05218,0.01925,0.01668,0.01668,0.03978,0.02310,0.05518,0.02438,0.02267,0.02010,0.03251,0.03080,0.03593,0.03336, 1.000,0.03037,0.01668,0.02737
0.02866,0.01668,0.02609,0.05432,0.04320,0.02908,0.02609,0.01839,0.01967,0.06074,0.04149,0.02267,0.1749,0.02053,0.01754,0.03037, 1.000,0.1180,0.01839
0.02352,0.01540,0.1625,0.1544,0.08725,0.04363,0.04063,0.01411,0.02352,0.05346,0.1138,0.02053,0.06801,0.03251,0.02395,0.01668,0.1180, 1.000,0.04790
0.03037,0.02096,0.2883,0.08640,0.03251,0.08554,0.07528,0.04363,0.01540,0.02224,0.1429,0.03678,0.02566,0.09410,0.03849,0.02737,0.01839,0.04790, 1.000
