Fp1,Fp2,F7,F3,Fz,F4,F8,T3,C3,Cz,C4,T4,T5,P3,Pz,P4,T6,O1
 1.000,0.03616,0.07345,0.1107,0.02712,0.03842,0.02712,0.1209,0.06441,0.02599,0.02147,0.06780,0.02034,0.02486,0.03842,0.04068,0.07232,0.06667
0.03616, 1.000,0.04520,0.05650,0.02486,0.03390,0.1333,0.03955,0.07797,0.07006,0.03503,0.05876,0.03503,0.07797,0.05085,0.03616,0.08249,0.01130
0.07345,0.04520, 1.000,0.2068,0.02147,0.05424,0.03503,0.1469,0.06780,0.04181,0.06328,0.08023,0.07006,0.03503,0.03842,0.03503,0.1288,0.05311
0.1107,0.05650,0.2068, 1.000,0.02373,0.06780,0.04520,0.2000,0.1028,0.04746,0.04633,0.07910,0.03390,0.03616,0.02938,0.03051,0.1345,0.07006
0.02712,0.02486,0.02147,0.02373, 1.000,0.02599,0.02712,0.02260,0.02712,0.01130,0.01921,0.02486,0.05763,0.01921,0.01243,0.02486,0.01582,0.02260
0.03842,0.03390,0.05424,0.06780,0.02599, 1.000,0.01808,0.05763,0.04068,0.03503,0.03164,0.03503,0.04068,0.03729,0.01469,0.01356,0.04633,0.04746
0.02712,0.1333,0.03503,0.04520,0.02712,0.01808, 1.000,0.03390,0.08136,0.03164,0.009040,0.02260,0.04407,0.04859,0.02938,0.02938,0.05537,0.007910
0.1209,0.03955,0.1469,0.2000,0.02260,0.05763,0.03390, 1.000,0.06780,0.04068,0.04859,0.05650,0.05763,0.02825,0.03616,0.02825,0.1164,0.06667
0.06441,0.07797,0.06780,0.1028,0.02712,0.04068,0.08136,0.06780, 1.000,0.03051,0.04068,0.05650,0.02260,0.04746,0.03164,0.03164,0.06893,0.03390
0.02599,0.07006,0.04181,0.04746,0.01130,0.03503,0.03164,0.04068,0.03051, 1.000,0.03503,0.03051,0.01582,0.04407,0.02034,0.01130,0.04746,0.02825
0.02147,0.03503,0.06328,0.04633,0.01921,0.03164,0.009040,0.04859,0.04068,0.03503, 1.000,0.01243,0.05876,0.08362,0.04181,0.02825,0.05989,0.02260
0.06780,0.05876,0.08023,0.07910,0.02486,0.03503,0.02260,0.05650,0.05650,0.03051,0.01243, 1.000,0.03277,0.02825,0.02938,0.01921,0.06667,0.04746
0.02034,0.03503,0.07006,0.03390,0.05763,0.04068,0.04407,0.05763,0.02260,0.01582,0.05876,0.03277, 1.000,0.05424,0.04859,0.02599,0.02825,0.05311
0.02486,0.07797,0.03503,0.03616,0.01921,0.03729,0.04859,0.02825,0.04746,0.04407,0.08362,0.02825,0.05424, 1.000,0.03503,0.01695,0.05198,0.02034
0.03842,0.05085,0.03842,0.02938,0.01243,0.01469,0.02938,0.03616,0.03164,0.02034,0.04181,0.02938,0.04859,0.03503, 1.000,0.04520,0.04294,0.03051
0.04068,0.03616,0.03503,0.03051,0.02486,0.01356,0.02938,0.02825,0.03164,0.01130,0.02825,0.01921,0.02599,0.01695,0.04520, 1.000,0.04068,0.04746
0.07232,0.08249,0.1288,0.1345,0.01582,0.04633,0.05537,0.1164,0.06893,0.04746,0.05989,0.06667,0.02825,0.05198,0.04294,0.04068, 1.000,0.04633
0.06667,0.01130,0.05311,0.07006,0.02260,0.04746,0.007910,0.06667,0.03390,0.02825,0.02260,0.04746,0.05311,0.02034,0.03051,0.04746,0.04633, 1.000
