Fp1,Fp2,F7,F3,Fz,F4,F8,T3,C3,Cz,C4,T4,T5,P3,Pz,P4,T6,O1
 1.000,0.02185,0.1510,0.07571,0.02373,0.02185,0.03352,0.1394,0.01883,0.02637,0.01733,0.02486,0.02222,0.02222,0.05687,0.08512,0.05763,0.05461
0.02185, 1.000,0.02448,0.02034,0.02373,0.02448,0.2267,0.02072,0.02034,0.04143,0.04331,0.04746,0.01921,0.02900,0.07985,0.04030,0.03578,0.02109
0.1510,0.02448, 1.000,0.3202,0.02109,0.02260,0.02072,0.2938,0.02373,0.01356,0.02976,0.05273,0.03315,0.02486,0.03616,0.04859,0.1808,0.07269
0.07571,0.02034,0.3202, 1.000,0.02185,0.01808,0.01883,0.2328,0.04256,0.02034,0.05009,0.05650,0.02900,0.02900,0.02712,0.04595,0.1134,0.04256
0.02373,0.02373,0.02109,0.02185, 1.000,0.02750,0.02561,0.02335,0.02185,0.01959,0.02599,0.02825,0.02072,0.03051,0.03616,0.02825,0.02900,0.03465
0.02185,0.02448,0.02260,0.01808,0.02750, 1.000,0.03277,0.02072,0.02298,0.02298,0.02109,0.02335,0.01959,0.03540,0.03277,0.02863,0.02674,0.02524
0.03352,0.2267,0.02072,0.01883,0.02561,0.03277, 1.000,0.02109,0.03051,0.03239,0.02260,0.04746,0.02335,0.03955,0.08588,0.03992,0.02674,0.02411
0.1394,0.02072,0.2938,0.2328,0.02335,0.02072,0.02109, 1.000,0.01507,0.02185,0.03089,0.03013,0.02411,0.02750,0.02637,0.04444,0.09153,0.03540
0.01883,0.02034,0.02373,0.04256,0.02185,0.02298,0.03051,0.01507, 1.000,0.02825,0.02373,0.03804,0.02524,0.02109,0.02373,0.02674,0.03126,0.03691
0.02637,0.04143,0.01356,0.02034,0.01959,0.02298,0.03239,0.02185,0.02825, 1.000,0.02147,0.03766,0.02072,0.01846,0.03277,0.02298,0.01996,0.01657
0.01733,0.04331,0.02976,0.05009,0.02599,0.02109,0.02260,0.03089,0.02373,0.02147, 1.000,0.02185,0.02185,0.01620,0.02298,0.02072,0.02222,0.01770
0.02486,0.04746,0.05273,0.05650,0.02825,0.02335,0.04746,0.03013,0.03804,0.03766,0.02185, 1.000,0.05650,0.02750,0.02335,0.02072,0.1507,0.03729
0.02222,0.01921,0.03315,0.02900,0.02072,0.01959,0.02335,0.02411,0.02524,0.02072,0.02185,0.05650, 1.000,0.02185,0.02750,0.03239,0.04708,0.02524
0.02222,0.02900,0.02486,0.02900,0.03051,0.03540,0.03955,0.02750,0.02109,0.01846,0.01620,0.02750,0.02185, 1.000,0.03277,0.02298,0.03126,0.02712
0.05687,0.07985,0.03616,0.02712,0.03616,0.03277,0.08588,0.02637,0.02373,0.03277,0.02298,0.02335,0.02750,0.03277, 1.000,0.04068,0.02411,0.04444
0.08512,0.04030,0.04859,0.04595,0.02825,0.02863,0.03992,0.04444,0.02674,0.02298,0.02072,0.02072,0.03239,0.02298,0.04068, 1.000,0.02976,0.03465
0.05763,0.03578,0.1808,0.1134,0.02900,0.02674,0.02674,0.09153,0.03126,0.01996,0.02222,0.1507,0.04708,0.03126,0.02411,0.02976, 1.000,0.05461
0.05461,0.02109,0.07269,0.04256,0.03465,0.02524,0.02411,0.03540,0.03691,0.01657,0.01770,0.03729,0.02524,0.02712,0.04444,0.03465,0.05461, 1.000
