Fp1,Fp2,F7,F3,Fz,F4,F8,T3,C3,Cz,C4,T4,T5,P3,Pz,P4,T6,O1
 1.000,0.02369,0.03992,0.02178,0.02330,0.01987,0.04336,0.04050,0.02999,0.02388,0.02330,0.02044,0.02006,0.06628,0.05349,0.04394,0.02579,0.02789
0.02369, 1.000,0.05119,0.02846,0.02178,0.03477,0.04737,0.02350,0.02311,0.02082,0.02770,0.02139,0.02865,0.02273,0.02254,0.02407,0.02159,0.03190
0.03992,0.05119, 1.000,0.02655,0.02178,0.01643,0.09456,0.07297,0.02292,0.02579,0.02139,0.02063,0.02159,0.02560,0.03763,0.03171,0.03114,0.02063
0.02178,0.02846,0.02655, 1.000,0.03515,0.01719,0.02235,0.02560,0.03534,0.02521,0.02579,0.02541,0.02311,0.01891,0.02483,0.03228,0.03209,0.03037
0.02330,0.02178,0.02178,0.03515, 1.000,0.02445,0.02541,0.02235,0.02101,0.02693,0.01929,0.02407,0.02636,0.02254,0.02216,0.02407,0.02846,0.03056
0.01987,0.03477,0.01643,0.01719,0.02445, 1.000,0.02292,0.02483,0.02350,0.02311,0.02674,0.02407,0.03171,0.02426,0.02025,0.02407,0.02923,0.03343
0.04336,0.04737,0.09456,0.02235,0.02541,0.02292, 1.000,0.02655,0.04699,0.02388,0.02407,0.02120,0.02197,0.02961,0.02292,0.02273,0.02025,0.02541
0.04050,0.02350,0.07297,0.02560,0.02235,0.02483,0.02655, 1.000,0.02216,0.03820,0.03171,0.02369,0.02063,0.02541,0.03744,0.03266,0.03095,0.02044
0.02999,0.02311,0.02292,0.03534,0.02101,0.02350,0.04699,0.02216, 1.000,0.02101,0.02311,0.02254,0.02101,0.02923,0.02159,0.01948,0.02483,0.02292
0.02388,0.02082,0.02579,0.02521,0.02693,0.02311,0.02388,0.03820,0.02101, 1.000,0.02350,0.02407,0.03266,0.02063,0.02235,0.02254,0.02521,0.03037
0.02330,0.02770,0.02139,0.02579,0.01929,0.02674,0.02407,0.03171,0.02311,0.02350, 1.000,0.02120,0.03286,0.01968,0.02235,0.02636,0.01796,0.02369
0.02044,0.02139,0.02063,0.02541,0.02407,0.02407,0.02120,0.02369,0.02254,0.02407,0.02120, 1.000,0.04126,0.02101,0.02311,0.02139,0.02235,0.03496
0.02006,0.02865,0.02159,0.02311,0.02636,0.03171,0.02197,0.02063,0.02101,0.03266,0.03286,0.04126, 1.000,0.02063,0.02101,0.02273,0.02178,0.02178
0.06628,0.02273,0.02560,0.01891,0.02254,0.02426,0.02961,0.02541,0.02923,0.02063,0.01968,0.02101,0.02063, 1.000,0.04145,0.02044,0.01948,0.01929
0.05349,0.02254,0.03763,0.02483,0.02216,0.02025,0.02292,0.03744,0.02159,0.02235,0.02235,0.02311,0.02101,0.04145, 1.000,0.03037,0.02063,0.02426
0.04394,0.02407,0.03171,0.03228,0.02407,0.02407,0.02273,0.03266,0.01948,0.02254,0.02636,0.02139,0.02273,0.02044,0.03037, 1.000,0.03649,0.02464
0.02579,0.02159,0.03114,0.03209,0.02846,0.02923,0.02025,0.03095,0.02483,0.02521,0.01796,0.02235,0.02178,0.01948,0.02063,0.03649, 1.000,0.03801
0.02789,0.03190,0.02063,0.03037,0.03056,0.03343,0.02541,0.02044,0.02292,0.03037,0.02369,0.03496,0.02178,0.01929,0.02426,0.02464,0.03801, 1.000
