Fp1,Fp2,F7,F3,Fz,F4,F8,T3,C3,Cz,C4,T4,T5,P3,Pz,P4,T6,O1
 1.000,0.02785,0.1130,0.05650,0.01695,0.01937,0.03430,0.1106,0.01977,0.02986,0.01897,0.02704,0.02462,0.02623,0.05488,0.04237,0.04641,0.02462
0.02785, 1.000,0.02381,0.03269,0.02220,0.02260,0.1889,0.02462,0.02381,0.03753,0.02341,0.05287,0.03269,0.04278,0.07425,0.03228,0.02946,0.02421
0.1130,0.02381, 1.000,0.2357,0.02421,0.03188,0.02542,0.2595,0.02018,0.02663,0.02421,0.04358,0.03269,0.02220,0.03027,0.02341,0.1364,0.04358
0.05650,0.03269,0.2357, 1.000,0.02139,0.02744,0.02663,0.1990,0.04883,0.02704,0.05085,0.05690,0.02381,0.02502,0.01614,0.03148,0.1082,0.03632
0.01695,0.02220,0.02421,0.02139, 1.000,0.02906,0.02179,0.02341,0.02381,0.01776,0.02018,0.02986,0.02139,0.02179,0.02179,0.02421,0.01897,0.03349
0.01937,0.02260,0.03188,0.02744,0.02906, 1.000,0.02139,0.02502,0.02220,0.01897,0.01856,0.01816,0.02542,0.02865,0.02583,0.02220,0.02663,0.02381
0.03430,0.1889,0.02542,0.02663,0.02179,0.02139, 1.000,0.02421,0.03148,0.03027,0.02098,0.04802,0.02986,0.04439,0.07345,0.02663,0.01614,0.02502
0.1106,0.02462,0.2595,0.1990,0.02341,0.02502,0.02421, 1.000,0.01695,0.02906,0.03874,0.03592,0.02825,0.02139,0.02785,0.02744,0.06901,0.03107
0.01977,0.02381,0.02018,0.04883,0.02381,0.02220,0.03148,0.01695, 1.000,0.02220,0.02139,0.03511,0.02139,0.02098,0.03148,0.02865,0.03349,0.02946
0.02986,0.03753,0.02663,0.02704,0.01776,0.01897,0.03027,0.02906,0.02220, 1.000,0.02744,0.03471,0.02583,0.02744,0.02663,0.02542,0.01574,0.02300
0.01897,0.02341,0.02421,0.05085,0.02018,0.01856,0.02098,0.03874,0.02139,0.02744, 1.000,0.02865,0.01937,0.02139,0.02260,0.02623,0.02018,0.01695
0.02704,0.05287,0.04358,0.05690,0.02986,0.01816,0.04802,0.03592,0.03511,0.03471,0.02865, 1.000,0.03430,0.02421,0.02381,0.01776,0.1114,0.02583
0.02462,0.03269,0.03269,0.02381,0.02139,0.02542,0.02986,0.02825,0.02139,0.02583,0.01937,0.03430, 1.000,0.02300,0.02462,0.02744,0.03632,0.02986
0.02623,0.04278,0.02220,0.02502,0.02179,0.02865,0.04439,0.02139,0.02098,0.02744,0.02139,0.02421,0.02300, 1.000,0.02583,0.02542,0.02260,0.02462
0.05488,0.07425,0.03027,0.01614,0.02179,0.02583,0.07345,0.02785,0.03148,0.02663,0.02260,0.02381,0.02462,0.02583, 1.000,0.03349,0.01937,0.03349
0.04237,0.03228,0.02341,0.03148,0.02421,0.02220,0.02663,0.02744,0.02865,0.02542,0.02623,0.01776,0.02744,0.02542,0.03349, 1.000,0.02220,0.02139
0.04641,0.02946,0.1364,0.1082,0.01897,0.02663,0.01614,0.06901,0.03349,0.01574,0.02018,0.1114,0.03632,0.02260,0.01937,0.02220, 1.000,0.03511
0.02462,0.02421,0.04358,0.03632,0.03349,0.02381,0.02502,0.03107,0.02946,0.02300,0.01695,0.02583,0.02986,0.02462,0.03349,0.02139,0.03511, 1.000
