Fp1,Fp2,F7,F3,Fz,F4,F8,T3,C3,Cz,C4,T4,T5,P3,Pz,P4,T6,O1
 1.000,0.02300,0.1186,0.06094,0.03067,0.02623,0.02542,0.1049,0.02300,0.03107,0.02098,0.02663,0.01735,0.02502,0.04318,0.04076,0.05246,0.02825
0.02300, 1.000,0.01776,0.02260,0.02139,0.01897,0.2195,0.02018,0.02583,0.03632,0.02704,0.06013,0.02986,0.04076,0.07425,0.02381,0.02502,0.01533
0.1186,0.01776, 1.000,0.2171,0.01614,0.02542,0.02623,0.2115,0.02462,0.01937,0.02583,0.04520,0.02220,0.03027,0.03390,0.03349,0.1235,0.04923
0.06094,0.02260,0.2171, 1.000,0.01856,0.02139,0.02260,0.1961,0.03269,0.02058,0.03228,0.04520,0.02906,0.02139,0.02381,0.02825,0.09040,0.03349
0.03067,0.02139,0.01614,0.01856, 1.000,0.02341,0.01937,0.01897,0.02583,0.02341,0.01897,0.03713,0.02542,0.02946,0.02260,0.01856,0.01776,0.02179
0.02623,0.01897,0.02542,0.02139,0.02341, 1.000,0.01816,0.02421,0.03148,0.02583,0.02341,0.03269,0.02098,0.02502,0.01937,0.01655,0.03107,0.01856
0.02542,0.2195,0.02623,0.02260,0.01937,0.01816, 1.000,0.01695,0.03632,0.03753,0.01937,0.06013,0.03349,0.03914,0.09080,0.03027,0.03188,0.02220
0.1049,0.02018,0.2115,0.1961,0.01897,0.02421,0.01695, 1.000,0.01776,0.01897,0.02825,0.03390,0.02139,0.01816,0.02502,0.02785,0.07950,0.02260
0.02300,0.02583,0.02462,0.03269,0.02583,0.03148,0.03632,0.01776, 1.000,0.02179,0.02462,0.03511,0.01856,0.02341,0.02462,0.02865,0.04278,0.02865
0.03107,0.03632,0.01937,0.02058,0.02341,0.02583,0.03753,0.01897,0.02179, 1.000,0.02785,0.03793,0.01251,0.01897,0.02381,0.01533,0.03027,0.01937
0.02098,0.02704,0.02583,0.03228,0.01897,0.02341,0.01937,0.02825,0.02462,0.02785, 1.000,0.02058,0.01897,0.02583,0.02502,0.02179,0.02583,0.02058
0.02663,0.06013,0.04520,0.04520,0.03713,0.03269,0.06013,0.03390,0.03511,0.03793,0.02058, 1.000,0.04399,0.01090,0.02663,0.01453,0.1094,0.02946
0.01735,0.02986,0.02220,0.02906,0.02542,0.02098,0.03349,0.02139,0.01856,0.01251,0.01897,0.04399, 1.000,0.01897,0.03349,0.02825,0.03148,0.02421
0.02502,0.04076,0.03027,0.02139,0.02946,0.02502,0.03914,0.01816,0.02341,0.01897,0.02583,0.01090,0.01897, 1.000,0.02462,0.02018,0.02785,0.02421
0.04318,0.07425,0.03390,0.02381,0.02260,0.01937,0.09080,0.02502,0.02462,0.02381,0.02502,0.02663,0.03349,0.02462, 1.000,0.02785,0.01937,0.03107
0.04076,0.02381,0.03349,0.02825,0.01856,0.01655,0.03027,0.02785,0.02865,0.01533,0.02179,0.01453,0.02825,0.02018,0.02785, 1.000,0.03309,0.02462
0.05246,0.02502,0.1235,0.09040,0.01776,0.03107,0.03188,0.07950,0.04278,0.03027,0.02583,0.1094,0.03148,0.02785,0.01937,0.03309, 1.000,0.04600
0.02825,0.01533,0.04923,0.03349,0.02179,0.01856,0.02220,0.02260,0.02865,0.01937,0.02058,0.02946,0.02421,0.02421,0.03107,0.02462,0.04600, 1.000
