Fp1,Fp2,F7,F3,Fz,F4,F8,T3,C3,Cz,C4,T4,T5,P3,Pz,P4,T6,O1
 1.000,0.07692,0.06288,0.02140,0.02274,0.02876,0.01672,0.05686,0.02207,0.04548,0.04682,0.02074,0.03880,0.01538,0.02475,0.02609,0.02943,0.06957
0.07692, 1.000,0.06957,0.05351,0.02408,0.03880,0.01204,0.1231,0.02475,0.04482,0.03211,0.02007,0.07492,0.01472,0.01605,0.02207,0.02943,0.06355
0.06288,0.06957, 1.000,0.09632,0.01739,0.01204,0.09699,0.2716,0.02676,0.1599,0.02140,0.02542,0.06154,0.02943,0.06087,0.03880,0.02609,0.04147
0.02140,0.05351,0.09632, 1.000,0.01271,0.02007,0.02341,0.05485,0.04883,0.1237,0.02475,0.02475,0.03813,0.02742,0.02609,0.02207,0.02274,0.05284
0.02274,0.02408,0.01739,0.01271, 1.000,0.03880,0.01538,0.03278,0.02609,0.02274,0.02341,0.01739,0.02007,0.02140,0.01806,0.01338,0.02676,0.02876
0.02876,0.03880,0.01204,0.02007,0.03880, 1.000,0.04281,0.009365,0.02341,0.02542,0.02274,0.07023,0.01806,0.03010,0.04682,0.04281,0.02542,0.02140
0.01672,0.01204,0.09699,0.02341,0.01538,0.04281, 1.000,0.07826,0.02542,0.04013,0.03278,0.08562,0.05017,0.04080,0.1164,0.06823,0.04348,0.01003
0.05686,0.1231,0.2716,0.05485,0.03278,0.009365,0.07826, 1.000,0.01605,0.1278,0.02074,0.01806,0.07090,0.03946,0.04883,0.03144,0.03411,0.03545
0.02207,0.02475,0.02676,0.04883,0.02609,0.02341,0.02542,0.01605, 1.000,0.03880,0.02074,0.01873,0.03813,0.03010,0.02341,0.04281,0.01873,0.03478
0.04548,0.04482,0.1599,0.1237,0.02274,0.02542,0.04013,0.1278,0.03880, 1.000,0.02207,0.01672,0.04147,0.02207,0.03880,0.02876,0.01940,0.03880
0.04682,0.03211,0.02140,0.02475,0.02341,0.02274,0.03278,0.02074,0.02074,0.02207, 1.000,0.04883,0.02742,0.01739,0.01538,0.02007,0.01806,0.02809
0.02074,0.02007,0.02542,0.02475,0.01739,0.07023,0.08562,0.01806,0.01873,0.01672,0.04883, 1.000,0.02742,0.06756,0.04950,0.03211,0.01873,0.02207
0.03880,0.07492,0.06154,0.03813,0.02007,0.01806,0.05017,0.07090,0.03813,0.04147,0.02742,0.02742, 1.000,0.02475,0.03344,0.03344,0.03946,0.02074
0.01538,0.01472,0.02943,0.02742,0.02140,0.03010,0.04080,0.03946,0.03010,0.02207,0.01739,0.06756,0.02475, 1.000,0.02876,0.01605,0.01472,0.02676
0.02475,0.01605,0.06087,0.02609,0.01806,0.04682,0.1164,0.04883,0.02341,0.03880,0.01538,0.04950,0.03344,0.02876, 1.000,0.03478,0.01873,0.02207
0.02609,0.02207,0.03880,0.02207,0.01338,0.04281,0.06823,0.03144,0.04281,0.02876,0.02007,0.03211,0.03344,0.01605,0.03478, 1.000,0.03010,0.02274
0.02943,0.02943,0.02609,0.02274,0.02676,0.02542,0.04348,0.03411,0.01873,0.01940,0.01806,0.01873,0.03946,0.01472,0.01873,0.03010, 1.000,0.04950
0.06957,0.06355,0.04147,0.05284,0.02876,0.02140,0.01003,0.03545,0.03478,0.03880,0.02809,0.02207,0.02074,0.02676,0.02207,0.02274,0.04950, 1.000
