Fp1,Fp2,F7,F3,Fz,F4,F8,T3,C3,Cz,C4,T4,T5,P3,Pz,P4,T6,O1
 1.000,0.2046,0.1782,0.02640,0.07921,0.02970,0.08911,0.01650,0.06601,0.04620,0.01650,0.03300,0.02970,0.04620,0.04620,0.04290,0.006601,0.05281
0.2046, 1.000,0.03960,0.02310,0.009901,0.01980,0.04950,0.01320,0.04290,0.04620,0.02640,0.05941,0.01650,0.01980,0.02970,0.01320,0.04950,0.03960
0.1782,0.03960, 1.000,0.05611,0.05611,0.01650,0.06271,0.08581,0.05281,0.04290,0.08581,0.04620,0.08251,0.07591,0.02310,0.1452,0.05281,0.03960
0.02640,0.02310,0.05611, 1.000,0.1881,0.04950,0.05941,0.03960,0.07591,0.02640,0.02310,0.05611,0.04950,0.03300,0.02310,0.08251,0.1221,0.05611
0.07921,0.009901,0.05611,0.1881, 1.000,0.07591,0.04290,0.03960,0.06601,0.02310,0.02640,0.05941,0.07591,0.03960,0.04290,0.05611,0.1089,0.05281
0.02970,0.01980,0.01650,0.04950,0.07591, 1.000,0.06601,0.06271,0.05281,0.04950,0.009901,0.02640,0.09241,0.06601,0.02640,0.01650,0.01650,0.1320
0.08911,0.04950,0.06271,0.05941,0.04290,0.06601, 1.000,0.03960,0.07261,0.08911,0.02970,0.3894,0.04950,0.1122,0.05281,0.04620,0.1452,0.05281
0.01650,0.01320,0.08581,0.03960,0.03960,0.06271,0.03960, 1.000,0.03960,0.02970,0.09901,0.04290,0.2970,0.02640,0.02970,0.04950,0.06931,0.05941
0.06601,0.04290,0.05281,0.07591,0.06601,0.05281,0.07261,0.03960, 1.000,0.05281,0.04290,0.09571,0.01980,0.1155,0.03300,0.04290,0.1452,0.04950
0.04620,0.04620,0.04290,0.02640,0.02310,0.04950,0.08911,0.02970,0.05281, 1.000,0.05941,0.08911,0.03630,0.02640,0.06271,0.07921,0.05611,0.03960
0.01650,0.02640,0.08581,0.02310,0.02640,0.009901,0.02970,0.09901,0.04290,0.05941, 1.000,0.05941,0.1254,0.04290,0.02970,0.1617,0.05941,0.06271
0.03300,0.05941,0.04620,0.05611,0.05941,0.02640,0.3894,0.04290,0.09571,0.08911,0.05941, 1.000,0.09901,0.1122,0.02970,0.08911,0.2409,0.06601
0.02970,0.01650,0.08251,0.04950,0.07591,0.09241,0.04950,0.2970,0.01980,0.03630,0.1254,0.09901, 1.000,0.08911,0.03630,0.09571,0.1353,0.2277
0.04620,0.01980,0.07591,0.03300,0.03960,0.06601,0.1122,0.02640,0.1155,0.02640,0.04290,0.1122,0.08911, 1.000,0.03630,0.05941,0.07591,0.09241
0.04620,0.02970,0.02310,0.02310,0.04290,0.02640,0.05281,0.02970,0.03300,0.06271,0.02970,0.02970,0.03630,0.03630, 1.000,0.06601,0.01650,0.003300
0.04290,0.01320,0.1452,0.08251,0.05611,0.01650,0.04620,0.04950,0.04290,0.07921,0.1617,0.08911,0.09571,0.05941,0.06601, 1.000,0.1254,0.009901
0.006601,0.04950,0.05281,0.1221,0.1089,0.01650,0.1452,0.06931,0.1452,0.05611,0.05941,0.2409,0.1353,0.07591,0.01650,0.1254, 1.000,0.07261
0.05281,0.03960,0.03960,0.05611,0.05281,0.1320,0.05281,0.05941,0.04950,0.03960,0.06271,0.06601,0.2277,0.09241,0.003300,0.009901,0.07261, 1.000
