Fp1,Fp2,F7,F3,Fz,F4,F8,T3,C3,Cz,C4,T4,T5,P3,Pz,P4,T6,O1
 1.000,0.08298,0.02994,0.1125,0.08854,0.03165,0.03464,0.03379,0.06330,0.03208,0.03208,0.05346,0.02652,0.02609,0.03636,0.06373,0.1818,0.05090
0.08298, 1.000,0.03037,0.02737,0.04320,0.05689,0.1334,0.02524,0.02139,0.03037,0.03935,0.02908,0.02823,0.02695,0.02951,0.03593,0.03678,0.02395
0.02994,0.03037, 1.000,0.03379,0.02780,0.02609,0.03293,0.02224,0.03165,0.07143,0.07784,0.02823,0.03636,0.04619,0.07186,0.04662,0.02395,0.02481
0.1125,0.02737,0.03379, 1.000,0.06972,0.01796,0.03037,0.02866,0.2840,0.03037,0.03165,0.04021,0.02395,0.01668,0.02908,0.1044,0.1334,0.1061
0.08854,0.04320,0.02780,0.06972, 1.000,0.04876,0.02609,0.03464,0.04192,0.04021,0.02224,0.03336,0.03507,0.02908,0.03080,0.06501,0.1035,0.04320
0.03165,0.05689,0.02609,0.01796,0.04876, 1.000,0.03165,0.02438,0.02481,0.02224,0.02780,0.02053,0.03379,0.02524,0.03764,0.03208,0.03464,0.02652
0.03464,0.1334,0.03293,0.03037,0.02609,0.03165, 1.000,0.02695,0.01497,0.03422,0.02524,0.01967,0.02566,0.02395,0.03721,0.02566,0.02224,0.02908
0.03379,0.02524,0.02224,0.02866,0.03464,0.02438,0.02695, 1.000,0.02866,0.02609,0.04277,0.02352,0.02951,0.02481,0.02438,0.03251,0.01882,0.03293
0.06330,0.02139,0.03165,0.2840,0.04192,0.02481,0.01497,0.02866, 1.000,0.02652,0.05346,0.05004,0.02823,0.02737,0.02695,0.1219,0.1001,0.07228
0.03208,0.03037,0.07143,0.03037,0.04021,0.02224,0.03422,0.02609,0.02652, 1.000,0.03293,0.01583,0.05988,0.04619,0.02695,0.01925,0.03422,0.03251
0.03208,0.03935,0.07784,0.03165,0.02224,0.02780,0.02524,0.04277,0.05346,0.03293, 1.000,0.02096,0.02524,0.02352,0.03208,0.04962,0.01583,0.02823
0.05346,0.02908,0.02823,0.04021,0.03336,0.02053,0.01967,0.02352,0.05004,0.01583,0.02096, 1.000,0.04277,0.03593,0.02267,0.03464,0.08554,0.02566
0.02652,0.02823,0.03636,0.02395,0.03507,0.03379,0.02566,0.02951,0.02823,0.05988,0.02524,0.04277, 1.000,0.02780,0.02310,0.02310,0.02908,0.08084
0.02609,0.02695,0.04619,0.01668,0.02908,0.02524,0.02395,0.02481,0.02737,0.04619,0.02352,0.03593,0.02780, 1.000,0.1527,0.02609,0.02395,0.02181
0.03636,0.02951,0.07186,0.02908,0.03080,0.03764,0.03721,0.02438,0.02695,0.02695,0.03208,0.02267,0.02310,0.1527, 1.000,0.05047,0.02139,0.04790
0.06373,0.03593,0.04662,0.1044,0.06501,0.03208,0.02566,0.03251,0.1219,0.01925,0.04962,0.03464,0.02310,0.02609,0.05047, 1.000,0.06544,0.05988
0.1818,0.03678,0.02395,0.1334,0.1035,0.03464,0.02224,0.01882,0.1001,0.03422,0.01583,0.08554,0.02908,0.02395,0.02139,0.06544, 1.000,0.06287
0.05090,0.02395,0.02481,0.1061,0.04320,0.02652,0.02908,0.03293,0.07228,0.03251,0.02823,0.02566,0.08084,0.02181,0.04790,0.05988,0.06287, 1.000
