Fp1,Fp2,F7,F3,Fz,F4,F8,T3,C3,Cz,C4,T4,T5,P3,Pz,P4,T6,O1
 1.000,0.05469,0.03832,0.08942,0.1030,0.02834,0.02236,0.02236,0.06148,0.02874,0.04271,0.05948,0.01876,0.02196,0.04232,0.06826,0.2224,0.03074
0.05469, 1.000,0.02515,0.02555,0.03034,0.02475,0.2136,0.02236,0.02475,0.02076,0.01756,0.03513,0.03433,0.02994,0.02675,0.02315,0.03194,0.02236
0.03832,0.02515, 1.000,0.06627,0.01916,0.02874,0.02076,0.02475,0.04750,0.06986,0.09381,0.03513,0.02116,0.03872,0.07824,0.05908,0.02515,0.03313
0.08942,0.02555,0.06627, 1.000,0.05269,0.02196,0.04311,0.02874,0.3513,0.02675,0.04790,0.04232,0.02475,0.02236,0.04351,0.1361,0.1078,0.1110
0.1030,0.03034,0.01916,0.05269, 1.000,0.03713,0.02156,0.03433,0.03992,0.03393,0.02475,0.04431,0.02914,0.02355,0.03154,0.08144,0.1042,0.02834
0.02834,0.02475,0.02874,0.02196,0.03713, 1.000,0.02236,0.02754,0.01677,0.02236,0.02076,0.02555,0.04471,0.02914,0.02236,0.03154,0.03273,0.02275
0.02236,0.2136,0.02076,0.04311,0.02156,0.02236, 1.000,0.02475,0.03114,0.02076,0.01956,0.02435,0.02555,0.02395,0.02076,0.01876,0.02555,0.02834
0.02236,0.02236,0.02475,0.02874,0.03433,0.02754,0.02475, 1.000,0.02555,0.02275,0.03912,0.02914,0.02914,0.02196,0.01916,0.03273,0.02315,0.01557
0.06148,0.02475,0.04750,0.3513,0.03992,0.01677,0.03114,0.02555, 1.000,0.02715,0.05589,0.05389,0.02475,0.02515,0.03273,0.1557,0.08623,0.07026
0.02874,0.02076,0.06986,0.02675,0.03393,0.02236,0.02076,0.02275,0.02715, 1.000,0.03593,0.02275,0.05110,0.04232,0.04032,0.03034,0.02715,0.02994
0.04271,0.01756,0.09381,0.04790,0.02475,0.02076,0.01956,0.03912,0.05589,0.03593, 1.000,0.02475,0.02036,0.02275,0.03114,0.06028,0.02236,0.02116
0.05948,0.03513,0.03513,0.04232,0.04431,0.02555,0.02435,0.02914,0.05389,0.02275,0.02475, 1.000,0.04750,0.04671,0.02196,0.05709,0.1038,0.02794
0.01876,0.03433,0.02116,0.02475,0.02914,0.04471,0.02555,0.02914,0.02475,0.05110,0.02036,0.04750, 1.000,0.04072,0.02395,0.01756,0.02635,0.08543
0.02196,0.02994,0.03872,0.02236,0.02355,0.02914,0.02395,0.02196,0.02515,0.04232,0.02275,0.04671,0.04072, 1.000,0.08862,0.02315,0.02715,0.03114
0.04232,0.02675,0.07824,0.04351,0.03154,0.02236,0.02076,0.01916,0.03273,0.04032,0.03114,0.02196,0.02395,0.08862, 1.000,0.05988,0.02555,0.04711
0.06826,0.02315,0.05908,0.1361,0.08144,0.03154,0.01876,0.03273,0.1557,0.03034,0.06028,0.05709,0.01756,0.02315,0.05988, 1.000,0.08663,0.04870
0.2224,0.03194,0.02515,0.1078,0.1042,0.03273,0.02555,0.02315,0.08623,0.02715,0.02236,0.1038,0.02635,0.02715,0.02555,0.08663, 1.000,0.05549
0.03074,0.02236,0.03313,0.1110,0.02834,0.02275,0.02834,0.01557,0.07026,0.02994,0.02116,0.02794,0.08543,0.03114,0.04711,0.04870,0.05549, 1.000
