Fp1,Fp2,F7,F3,Fz,F4,F8,T3,C3,Cz,C4,T4,T5,P3,Pz,P4,T6,O1
 1.000,0.4961,0.1584,0.04936,0.03291,0.04114,0.2081,0.05677,0.02674,0.03414,0.03743,0.06746,0.03784,0.1271,0.2448,0.1843,0.03867,0.03990
0.4961, 1.000,0.1316,0.06170,0.04607,0.06047,0.2423,0.03990,0.03661,0.02797,0.02633,0.06335,0.04114,0.1300,0.2258,0.1390,0.04648,0.05265
0.1584,0.1316, 1.000,0.03908,0.02180,0.03085,0.05965,0.1288,0.02468,0.04278,0.03003,0.03414,0.02262,0.05183,0.1160,0.1357,0.03661,0.02098
0.04936,0.06170,0.03908, 1.000,0.1835,0.09955,0.04689,0.04031,0.03291,0.03085,0.02262,0.02550,0.05512,0.04031,0.04031,0.06828,0.06746,0.07898
0.03291,0.04607,0.02180,0.1835, 1.000,0.2341,0.03949,0.02139,0.03085,0.02509,0.02057,0.02715,0.06664,0.05636,0.02838,0.02838,0.05512,0.09173
0.04114,0.06047,0.03085,0.09955,0.2341, 1.000,0.04772,0.02756,0.02345,0.03661,0.02879,0.02304,0.09009,0.05142,0.03291,0.03126,0.05389,0.1366
0.2081,0.2423,0.05965,0.04689,0.03949,0.04772, 1.000,0.02962,0.03291,0.03085,0.02304,0.09214,0.04566,0.1596,0.1357,0.06335,0.03332,0.04360
0.05677,0.03990,0.1288,0.04031,0.02139,0.02756,0.02962, 1.000,0.02098,0.05759,0.06870,0.03414,0.03497,0.03332,0.05224,0.07240,0.02592,0.01933
0.02674,0.03661,0.02468,0.03291,0.03085,0.02345,0.03291,0.02098, 1.000,0.04854,0.02304,0.06047,0.02427,0.02715,0.03167,0.02304,0.05265,0.03743
0.03414,0.02797,0.04278,0.03085,0.02509,0.03661,0.03085,0.05759,0.04854, 1.000,0.04895,0.05718,0.04360,0.02756,0.03497,0.03414,0.03332,0.02674
0.03743,0.02633,0.03003,0.02262,0.02057,0.02879,0.02304,0.06870,0.02304,0.04895, 1.000,0.02633,0.04443,0.02057,0.03949,0.04237,0.02715,0.03126
0.06746,0.06335,0.03414,0.02550,0.02715,0.02304,0.09214,0.03414,0.06047,0.05718,0.02633, 1.000,0.02838,0.06088,0.06417,0.02304,0.03497,0.03003
0.03784,0.04114,0.02262,0.05512,0.06664,0.09009,0.04566,0.03497,0.02427,0.04360,0.04443,0.02838, 1.000,0.04977,0.02962,0.02756,0.03579,0.1374
0.1271,0.1300,0.05183,0.04031,0.05636,0.05142,0.1596,0.03332,0.02715,0.02756,0.02057,0.06088,0.04977, 1.000,0.1345,0.05677,0.03126,0.05718
0.2448,0.2258,0.1160,0.04031,0.02838,0.03291,0.1357,0.05224,0.03167,0.03497,0.03949,0.06417,0.02962,0.1345, 1.000,0.1028,0.03414,0.02715
0.1843,0.1390,0.1357,0.06828,0.02838,0.03126,0.06335,0.07240,0.02304,0.03414,0.04237,0.02304,0.02756,0.05677,0.1028, 1.000,0.03743,0.02221
0.03867,0.04648,0.03661,0.06746,0.05512,0.05389,0.03332,0.02592,0.05265,0.03332,0.02715,0.03497,0.03579,0.03126,0.03414,0.03743, 1.000,0.05224
0.03990,0.05265,0.02098,0.07898,0.09173,0.1366,0.04360,0.01933,0.03743,0.02674,0.03126,0.03003,0.1374,0.05718,0.02715,0.02221,0.05224, 1.000
