Fp1,Fp2,F7,F3,Fz,F4,F8,T3,C3,Cz,C4,T4,T5,P3,Pz,P4,T6,O1
 1.000,0.5634,0.2372,0.08403,0.07105,0.07257,0.2964,0.06761,0.01948,0.04049,0.02406,0.04813,0.04393,0.1371,0.2659,0.1975,0.04545,0.06914
0.5634, 1.000,0.2139,0.1241,0.09893,0.08900,0.3212,0.04851,0.02559,0.03820,0.02254,0.04393,0.04966,0.1749,0.2299,0.1448,0.04545,0.08709
0.2372,0.2139, 1.000,0.06799,0.05691,0.04927,0.1218,0.1131,0.02330,0.04011,0.03056,0.04660,0.03476,0.07257,0.1501,0.1669,0.03820,0.06226
0.08403,0.1241,0.06799, 1.000,0.2399,0.1180,0.06073,0.02827,0.03170,0.02979,0.02903,0.02712,0.04163,0.05615,0.06379,0.09626,0.09511,0.07601
0.07105,0.09893,0.05691,0.2399, 1.000,0.3063,0.06875,0.03782,0.01910,0.04507,0.02865,0.02674,0.06112,0.05462,0.05004,0.07334,0.07945,0.09664
0.07257,0.08900,0.04927,0.1180,0.3063, 1.000,0.1001,0.03476,0.02024,0.03896,0.03552,0.02445,0.08060,0.06761,0.05462,0.06150,0.06914,0.1238
0.2964,0.3212,0.1218,0.06073,0.06875,0.1001, 1.000,0.05348,0.02177,0.03743,0.01872,0.07830,0.04736,0.2070,0.1700,0.09206,0.04584,0.08900
0.06761,0.04851,0.1131,0.02827,0.03782,0.03476,0.05348, 1.000,0.02406,0.04660,0.06188,0.03323,0.03782,0.03438,0.05997,0.08671,0.03361,0.03476
0.01948,0.02559,0.02330,0.03170,0.01910,0.02024,0.02177,0.02406, 1.000,0.04278,0.02406,0.04354,0.02292,0.03361,0.02903,0.02406,0.04163,0.01986
0.04049,0.03820,0.04011,0.02979,0.04507,0.03896,0.03743,0.04660,0.04278, 1.000,0.03705,0.03094,0.04202,0.02483,0.03896,0.02636,0.04240,0.03705
0.02406,0.02254,0.03056,0.02903,0.02865,0.03552,0.01872,0.06188,0.02406,0.03705, 1.000,0.02521,0.03782,0.02063,0.03170,0.04469,0.02827,0.02483
0.04813,0.04393,0.04660,0.02712,0.02674,0.02445,0.07830,0.03323,0.04354,0.03094,0.02521, 1.000,0.01490,0.06150,0.06952,0.02941,0.03209,0.02865
0.04393,0.04966,0.03476,0.04163,0.06112,0.08060,0.04736,0.03782,0.02292,0.04202,0.03782,0.01490, 1.000,0.05386,0.03056,0.02483,0.04278,0.1463
0.1371,0.1749,0.07257,0.05615,0.05462,0.06761,0.2070,0.03438,0.03361,0.02483,0.02063,0.06150,0.05386, 1.000,0.1360,0.05348,0.04011,0.1005
0.2659,0.2299,0.1501,0.06379,0.05004,0.05462,0.1700,0.05997,0.02903,0.03896,0.03170,0.06952,0.03056,0.1360, 1.000,0.1073,0.03247,0.04813
0.1975,0.1448,0.1669,0.09626,0.07334,0.06150,0.09206,0.08671,0.02406,0.02636,0.04469,0.02941,0.02483,0.05348,0.1073, 1.000,0.07754,0.03629
0.04545,0.04545,0.03820,0.09511,0.07945,0.06914,0.04584,0.03361,0.04163,0.04240,0.02827,0.03209,0.04278,0.04011,0.03247,0.07754, 1.000,0.05309
0.06914,0.08709,0.06226,0.07601,0.09664,0.1238,0.08900,0.03476,0.01986,0.03705,0.02483,0.02865,0.1463,0.1005,0.04813,0.03629,0.05309, 1.000
