Fp1,Fp2,F7,F3,Fz,F4,F8,T3,C3,Cz,C4,T4,T5,P3,Pz,P4,T6,O1
 1.000,0.5794,0.2223,0.1035,0.09396,0.08671,0.3189,0.07143,0.03056,0.04889,0.03361,0.06723,0.04584,0.1417,0.2636,0.1975,0.06150,0.07792
0.5794, 1.000,0.2028,0.1318,0.1188,0.1089,0.3396,0.05806,0.02636,0.04240,0.03514,0.05691,0.04660,0.1906,0.2391,0.1639,0.06914,0.1123
0.2223,0.2028, 1.000,0.08136,0.06570,0.05309,0.1218,0.1131,0.03094,0.04354,0.04736,0.04889,0.04354,0.07563,0.1482,0.1654,0.05080,0.06532
0.1035,0.1318,0.08136, 1.000,0.2460,0.1333,0.07372,0.04202,0.03629,0.03896,0.02903,0.03858,0.04545,0.07372,0.07334,0.1062,0.1039,0.08938
0.09396,0.1188,0.06570,0.2460, 1.000,0.3102,0.08709,0.04393,0.03170,0.05691,0.02827,0.04584,0.06264,0.07563,0.06761,0.08824,0.08785,0.1073
0.08671,0.1089,0.05309,0.1333,0.3102, 1.000,0.1188,0.03667,0.02559,0.05386,0.03056,0.04278,0.08900,0.08174,0.06341,0.07525,0.06723,0.1238
0.3189,0.3396,0.1218,0.07372,0.08709,0.1188, 1.000,0.05118,0.03438,0.04316,0.02521,0.09244,0.05157,0.2128,0.1807,0.1020,0.05653,0.09931
0.07143,0.05806,0.1131,0.04202,0.04393,0.03667,0.05118, 1.000,0.02788,0.05539,0.07066,0.04049,0.04851,0.04889,0.07334,0.09664,0.03438,0.03934
0.03056,0.02636,0.03094,0.03629,0.03170,0.02559,0.03438,0.02788, 1.000,0.03323,0.02368,0.05462,0.02330,0.04966,0.03438,0.02483,0.03782,0.01719
0.04889,0.04240,0.04354,0.03896,0.05691,0.05386,0.04316,0.05539,0.03323, 1.000,0.04278,0.03858,0.03361,0.02865,0.05500,0.03629,0.04622,0.04202
0.03361,0.03514,0.04736,0.02903,0.02827,0.03056,0.02521,0.07066,0.02368,0.04278, 1.000,0.03361,0.03667,0.02941,0.02674,0.06073,0.02636,0.03285
0.06723,0.05691,0.04889,0.03858,0.04584,0.04278,0.09244,0.04049,0.05462,0.03858,0.03361, 1.000,0.03591,0.08747,0.07983,0.03972,0.04851,0.04507
0.04584,0.04660,0.04354,0.04545,0.06264,0.08900,0.05157,0.04851,0.02330,0.03361,0.03667,0.03591, 1.000,0.06952,0.03209,0.03858,0.03858,0.1497
0.1417,0.1906,0.07563,0.07372,0.07563,0.08174,0.2128,0.04889,0.04966,0.02865,0.02941,0.08747,0.06952, 1.000,0.1635,0.05997,0.04584,0.1238
0.2636,0.2391,0.1482,0.07334,0.06761,0.06341,0.1807,0.07334,0.03438,0.05500,0.02674,0.07983,0.03209,0.1635, 1.000,0.1054,0.04736,0.05615
0.1975,0.1639,0.1654,0.1062,0.08824,0.07525,0.1020,0.09664,0.02483,0.03629,0.06073,0.03972,0.03858,0.05997,0.1054, 1.000,0.09740,0.05348
0.06150,0.06914,0.05080,0.1039,0.08785,0.06723,0.05653,0.03438,0.03782,0.04622,0.02636,0.04851,0.03858,0.04584,0.04736,0.09740, 1.000,0.05309
0.07792,0.1123,0.06532,0.08938,0.1073,0.1238,0.09931,0.03934,0.01719,0.04202,0.03285,0.04507,0.1497,0.1238,0.05615,0.05348,0.05309, 1.000
