Fp1,Fp2,O2,F7,F3,Fz,F4,F8,T3,C3,Cz,C4,T4,T5,P3,Pz,P4,T6,O1
 1.000,0.1069,0.07096,0.09057,0.1032,0.1471,0.08917,0.03035,0.03828,0.01961,0.03782,0.02661,0.02521,0.03361,0.04669,0.08077,0.09757,0.05275,0.04388
0.1069, 1.000,0.06209,0.02101,0.03175,0.05602,0.3599,0.1396,0.02708,0.02988,0.02148,0.06723,0.03595,0.03875,0.08590,0.05789,0.03875,0.03548,0.06396
0.07096,0.06209, 1.000,0.05509,0.07937,0.08123,0.08357,0.01914,0.02007,0.04435,0.06536,0.03081,0.02054,0.02661,0.02521,0.03782,0.05229,0.09524,0.06536
0.09057,0.02101,0.05509, 1.000,0.08964,0.04155,0.02148,0.02801,0.1130,0.05976,0.03268,0.04295,0.08543,0.03641,0.01774,0.05462,0.2077,0.09757,0.02521
0.1032,0.03175,0.07937,0.08964, 1.000,0.2712,0.05042,0.03268,0.03081,0.06629,0.1064,0.02474,0.06863,0.02428,0.02661,0.02941,0.05789,0.08077,0.05135
0.1471,0.05602,0.08123,0.04155,0.2712, 1.000,0.1167,0.03501,0.02708,0.03595,0.09757,0.04295,0.02754,0.05789,0.04295,0.03408,0.03595,0.05602,0.07703
0.08917,0.3599,0.08357,0.02148,0.05042,0.1167, 1.000,0.08077,0.03735,0.02661,0.03221,0.1148,0.02708,0.06396,0.08123,0.03922,0.02801,0.03361,0.07937
0.03035,0.1396,0.01914,0.02801,0.03268,0.03501,0.08077, 1.000,0.04155,0.06443,0.01774,0.1312,0.1723,0.02754,0.08870,0.04528,0.02894,0.03081,0.02894
0.03828,0.02708,0.02007,0.1130,0.03081,0.02708,0.03735,0.04155, 1.000,0.04342,0.03221,0.07283,0.04809,0.1704,0.03081,0.03221,0.06956,0.03455,0.02661
0.01961,0.02988,0.04435,0.05976,0.06629,0.03595,0.02661,0.06443,0.04342, 1.000,0.02288,0.03455,0.1004,0.02988,0.05789,0.02941,0.03361,0.06069,0.01961
0.03782,0.02148,0.06536,0.03268,0.1064,0.09757,0.03221,0.01774,0.03221,0.02288, 1.000,0.03081,0.02848,0.06209,0.01867,0.03641,0.02288,0.05696,0.05882
0.02661,0.06723,0.03081,0.04295,0.02474,0.04295,0.1148,0.1312,0.07283,0.03455,0.03081, 1.000,0.07703,0.1106,0.06116,0.02334,0.03081,0.02334,0.07283
0.02521,0.03595,0.02054,0.08543,0.06863,0.02754,0.02708,0.1723,0.04809,0.1004,0.02848,0.07703, 1.000,0.03408,0.04669,0.03081,0.03548,0.08497,0.02754
0.03361,0.03875,0.02661,0.03641,0.02428,0.05789,0.06396,0.02754,0.1704,0.02988,0.06209,0.1106,0.03408, 1.000,0.03922,0.02754,0.03501,0.02614,0.06489
0.04669,0.08590,0.02521,0.01774,0.02661,0.04295,0.08123,0.08870,0.03081,0.05789,0.01867,0.06116,0.04669,0.03922, 1.000,0.05696,0.02661,0.03455,0.04015
0.08077,0.05789,0.03782,0.05462,0.02941,0.03408,0.03922,0.04528,0.03221,0.02941,0.03641,0.02334,0.03081,0.02754,0.05696, 1.000,0.06956,0.02614,0.02194
0.09757,0.03875,0.05229,0.2077,0.05789,0.03595,0.02801,0.02894,0.06956,0.03361,0.02288,0.03081,0.03548,0.03501,0.02661,0.06956, 1.000,0.06116,0.02194
0.05275,0.03548,0.09524,0.09757,0.08077,0.05602,0.03361,0.03081,0.03455,0.06069,0.05696,0.02334,0.08497,0.02614,0.03455,0.02614,0.06116, 1.000,0.02568
0.04388,0.06396,0.06536,0.02521,0.05135,0.07703,0.07937,0.02894,0.02661,0.01961,0.05882,0.07283,0.02754,0.06489,0.04015,0.02194,0.02194,0.02568, 1.000
