Fp1,Fp2,F7,F3,Fz,F4,F8,T3,C3,Cz,C4,T4,T5,P3,Pz,P4,T6,O1
 1.000,0.3047,0.3954,0.2385,0.1287,0.08284,0.1898,0.1491,0.02471,0.03748,0.03965,0.02988,0.03395,0.08664,0.1678,0.1722,0.05024,0.06355
0.3047, 1.000,0.1697,0.1445,0.1407,0.1233,0.5087,0.1399,0.03694,0.03449,0.04563,0.03476,0.05024,0.1195,0.2010,0.1893,0.06790,0.07822
0.3954,0.1697, 1.000,0.1983,0.09804,0.06029,0.1127,0.1681,0.02553,0.03612,0.05133,0.03205,0.03313,0.06817,0.1486,0.1939,0.04427,0.04780
0.2385,0.1445,0.1983, 1.000,0.2045,0.09153,0.08718,0.1089,0.03096,0.02553,0.03639,0.02879,0.04699,0.04889,0.09343,0.2102,0.06953,0.07442
0.1287,0.1407,0.09804,0.2045, 1.000,0.2344,0.09424,0.05513,0.02797,0.02417,0.03150,0.02471,0.05866,0.04345,0.06056,0.1135,0.06464,0.09153
0.08284,0.1233,0.06029,0.09153,0.2344, 1.000,0.1135,0.04699,0.03015,0.02879,0.02988,0.02960,0.07795,0.05676,0.05622,0.06898,0.04970,0.09506
0.1898,0.5087,0.1127,0.08718,0.09424,0.1135, 1.000,0.1108,0.04400,0.04454,0.03504,0.05160,0.05432,0.1643,0.2156,0.1051,0.05160,0.07632
0.1491,0.1399,0.1681,0.1089,0.05513,0.04699,0.1108, 1.000,0.02770,0.04454,0.07768,0.03911,0.04183,0.04970,0.1236,0.1988,0.04155,0.05540
0.02471,0.03694,0.02553,0.03096,0.02797,0.03015,0.04400,0.02770, 1.000,0.04101,0.02988,0.05785,0.02553,0.04916,0.03205,0.03585,0.02689,0.03259
0.03748,0.03449,0.03612,0.02553,0.02417,0.02879,0.04454,0.04454,0.04101, 1.000,0.03368,0.05079,0.03313,0.02960,0.05133,0.03123,0.02444,0.03232
0.03965,0.04563,0.05133,0.03639,0.03150,0.02988,0.03504,0.07768,0.02988,0.03368, 1.000,0.04671,0.08827,0.02770,0.04563,0.05540,0.02499,0.05106
0.02988,0.03476,0.03205,0.02879,0.02471,0.02960,0.05160,0.03911,0.05785,0.05079,0.04671, 1.000,0.03368,0.08175,0.04916,0.03313,0.02227,0.03449
0.03395,0.05024,0.03313,0.04699,0.05866,0.07795,0.05432,0.04183,0.02553,0.03313,0.08827,0.03368, 1.000,0.06980,0.04834,0.04400,0.03368,0.3069
0.08664,0.1195,0.06817,0.04889,0.04345,0.05676,0.1643,0.04970,0.04916,0.02960,0.02770,0.08175,0.06980, 1.000,0.1274,0.05378,0.03259,0.07876
0.1678,0.2010,0.1486,0.09343,0.06056,0.05622,0.2156,0.1236,0.03205,0.05133,0.04563,0.04916,0.04834,0.1274, 1.000,0.1135,0.03612,0.06464
0.1722,0.1893,0.1939,0.2102,0.1135,0.06898,0.1051,0.1988,0.03585,0.03123,0.05540,0.03313,0.04400,0.05378,0.1135, 1.000,0.06219,0.05839
0.05024,0.06790,0.04427,0.06953,0.06464,0.04970,0.05160,0.04155,0.02689,0.02444,0.02499,0.02227,0.03368,0.03259,0.03612,0.06219, 1.000,0.04128
0.06355,0.07822,0.04780,0.07442,0.09153,0.09506,0.07632,0.05540,0.03259,0.03232,0.05106,0.03449,0.3069,0.07876,0.06464,0.05839,0.04128, 1.000
