Fp1,Fp2,O2,F7,F3,Fz,F4,F8,T3,C3,Cz,C4,T4,T5,P3,Pz,P4,T6,O1
 1.000,0.2258,0.08046,0.09688,0.1314,0.1330,0.06404,0.06814,0.02791,0.01970,0.02791,0.01888,0.02053,0.06650,0.08949,0.1174,0.1379,0.08374,0.1371
0.2258, 1.000,0.06568,0.03366,0.05993,0.1429,0.1839,0.09770,0.03530,0.03366,0.03120,0.02709,0.02053,0.06650,0.08949,0.07471,0.06897,0.05993,0.09442
0.08046,0.06568, 1.000,0.07964,0.1100,0.1149,0.05583,0.02217,0.02791,0.02381,0.02874,0.04269,0.05583,0.04680,0.03941,0.1010,0.1149,0.2250,0.1420
0.09688,0.03366,0.07964, 1.000,0.09195,0.04516,0.03202,0.02627,0.1010,0.02299,0.02381,0.02545,0.02217,0.03448,0.02709,0.09278,0.09852,0.04680,0.05008
0.1314,0.05993,0.1100,0.09195, 1.000,0.1535,0.03366,0.03366,0.03366,0.05172,0.06158,0.03120,0.04433,0.05993,0.04187,0.1026,0.1281,0.1174,0.1617
0.1330,0.1429,0.1149,0.04516,0.1535, 1.000,0.1182,0.03448,0.02627,0.02709,0.07553,0.02463,0.04351,0.1346,0.05255,0.04187,0.04926,0.09278,0.1412
0.06404,0.1839,0.05583,0.03202,0.03366,0.1182, 1.000,0.05993,0.04023,0.02135,0.02709,0.04844,0.01396,0.1100,0.08046,0.04844,0.04762,0.04598,0.06897
0.06814,0.09770,0.02217,0.02627,0.03366,0.03448,0.05993, 1.000,0.03448,0.01396,0.01560,0.02791,0.03202,0.02381,0.06158,0.04023,0.02545,0.01478,0.03284
0.02791,0.03530,0.02791,0.1010,0.03366,0.02627,0.04023,0.03448, 1.000,0.04926,0.04105,0.04269,0.03202,0.03941,0.02709,0.04023,0.03695,0.03366,0.02545
0.01970,0.03366,0.02381,0.02299,0.05172,0.02709,0.02135,0.01396,0.04926, 1.000,0.03038,0.02627,0.07307,0.02053,0.02956,0.01232,0.01806,0.04023,0.02874
0.02791,0.03120,0.02874,0.02381,0.06158,0.07553,0.02709,0.01560,0.04105,0.03038, 1.000,0.02956,0.09688,0.04762,0.01888,0.02053,0.01806,0.08621,0.04598
0.01888,0.02709,0.04269,0.02545,0.03120,0.02463,0.04844,0.02791,0.04269,0.02627,0.02956, 1.000,0.03777,0.03530,0.02545,0.04433,0.03859,0.03038,0.03038
0.02053,0.02053,0.05583,0.02217,0.04433,0.04351,0.01396,0.03202,0.03202,0.07307,0.09688,0.03777, 1.000,0.02299,0.03120,0.01232,0.02381,0.1026,0.04598
0.06650,0.06650,0.04680,0.03448,0.05993,0.1346,0.1100,0.02381,0.03941,0.02053,0.04762,0.03530,0.02299, 1.000,0.08867,0.02463,0.02627,0.02791,0.1338
0.08949,0.08949,0.03941,0.02709,0.04187,0.05255,0.08046,0.06158,0.02709,0.02956,0.01888,0.02545,0.03120,0.08867, 1.000,0.04844,0.03120,0.02791,0.09688
0.1174,0.07471,0.1010,0.09278,0.1026,0.04187,0.04844,0.04023,0.04023,0.01232,0.02053,0.04433,0.01232,0.02463,0.04844, 1.000,0.5608,0.05583,0.05090
0.1379,0.06897,0.1149,0.09852,0.1281,0.04926,0.04762,0.02545,0.03695,0.01806,0.01806,0.03859,0.02381,0.02627,0.03120,0.5608, 1.000,0.07061,0.05501
0.08374,0.05993,0.2250,0.04680,0.1174,0.09278,0.04598,0.01478,0.03366,0.04023,0.08621,0.03038,0.1026,0.02791,0.02791,0.05583,0.07061, 1.000,0.1034
0.1371,0.09442,0.1420,0.05008,0.1617,0.1412,0.06897,0.03284,0.02545,0.02874,0.04598,0.03038,0.04598,0.1338,0.09688,0.05090,0.05501,0.1034, 1.000
