Fp1,Fp2,F7,F3,Fz,F4,F8,T3,C3,Cz,C4,T4,T5,P3,Pz,P4,T6,O1
 1.000,0.02648,0.04561,0.2402,0.03700,0.02010,0.02360,0.05295,0.1059,0.02360,0.02552,0.02392,0.01946,0.02648,0.04083,0.1005,0.03477,0.05072
0.02648, 1.000,0.02520,0.02743,0.05614,0.1585,0.1675,0.02169,0.02456,0.01786,0.02520,0.05199,0.05423,0.1837,0.07368,0.03573,0.02329,0.09027
0.04561,0.02520, 1.000,0.03764,0.02073,0.02297,0.02424,0.04274,0.04785,0.02041,0.04817,0.02392,0.02041,0.01850,0.02743,0.04274,0.03062,0.02392
0.2402,0.02743,0.03764, 1.000,0.08389,0.02743,0.02233,0.03445,0.1091,0.03030,0.02265,0.03892,0.02265,0.02903,0.03062,0.1008,0.03860,0.04561
0.03700,0.05614,0.02073,0.08389, 1.000,0.07113,0.02392,0.01978,0.02520,0.03062,0.01627,0.02456,0.04912,0.04402,0.03254,0.03126,0.03222,0.05327
0.02010,0.1585,0.02297,0.02743,0.07113, 1.000,0.1563,0.03190,0.02201,0.03381,0.07113,0.03285,0.1088,0.08676,0.03254,0.02552,0.02711,0.08230
0.02360,0.1675,0.02424,0.02233,0.02392,0.1563, 1.000,0.03126,0.04051,0.02201,0.07879,0.1627,0.05614,0.1276,0.03923,0.02297,0.02265,0.05614
0.05295,0.02169,0.04274,0.03445,0.01978,0.03190,0.03126, 1.000,0.06922,0.02679,0.05167,0.03349,0.05518,0.02552,0.02743,0.03222,0.03126,0.02360
0.1059,0.02456,0.04785,0.1091,0.02520,0.02201,0.04051,0.06922, 1.000,0.02903,0.03860,0.1177,0.02584,0.02935,0.02424,0.06411,0.07241,0.02424
0.02360,0.01786,0.02041,0.03030,0.03062,0.03381,0.02201,0.02679,0.02903, 1.000,0.03796,0.02201,0.03030,0.02105,0.02456,0.02137,0.02552,0.02648
0.02552,0.02520,0.04817,0.02265,0.01627,0.07113,0.07879,0.05167,0.03860,0.03796, 1.000,0.05965,0.05678,0.02584,0.01627,0.03030,0.01786,0.02935
0.02392,0.05199,0.02392,0.03892,0.02456,0.03285,0.1627,0.03349,0.1177,0.02201,0.05965, 1.000,0.02743,0.06699,0.03541,0.02998,0.02520,0.02807
0.01946,0.05423,0.02041,0.02265,0.04912,0.1088,0.05614,0.05518,0.02584,0.03030,0.05678,0.02743, 1.000,0.07528,0.01691,0.02488,0.02105,0.1470
0.02648,0.1837,0.01850,0.02903,0.04402,0.08676,0.1276,0.02552,0.02935,0.02105,0.02584,0.06699,0.07528, 1.000,0.08230,0.02233,0.02073,0.1069
0.04083,0.07368,0.02743,0.03062,0.03254,0.03254,0.03923,0.02743,0.02424,0.02456,0.01627,0.03541,0.01691,0.08230, 1.000,0.05072,0.02679,0.02998
0.1005,0.03573,0.04274,0.1008,0.03126,0.02552,0.02297,0.03222,0.06411,0.02137,0.03030,0.02998,0.02488,0.02233,0.05072, 1.000,0.07719,0.02648
0.03477,0.02329,0.03062,0.03860,0.03222,0.02711,0.02265,0.03126,0.07241,0.02552,0.01786,0.02520,0.02105,0.02073,0.02679,0.07719, 1.000,0.02424
0.05072,0.09027,0.02392,0.04561,0.05327,0.08230,0.05614,0.02360,0.02424,0.02648,0.02935,0.02807,0.1470,0.1069,0.02998,0.02648,0.02424, 1.000
