Fp1,Fp2,F7,F3,Fz,F4,F8,T3,C3,Cz,C4,T4,T5,P3,Pz,P4,T6,O1
 1.000,0.4313,0.04672,0.07249,0.03786,0.04068,0.04551,0.02497,0.02900,0.02618,0.06847,0.05034,0.08458,0.07290,0.06605,0.08619,0.08417,0.1756
0.4313, 1.000,0.03907,0.05195,0.03866,0.05115,0.07209,0.04269,0.04631,0.02618,0.05799,0.04068,0.08659,0.09021,0.07531,0.08578,0.06444,0.1615
0.04672,0.03907, 1.000,0.1273,0.02537,0.03222,0.03182,0.06202,0.04833,0.02094,0.2545,0.05356,0.02819,0.02980,0.06041,0.08417,0.04229,0.03302
0.07249,0.05195,0.1273, 1.000,0.08981,0.04833,0.02658,0.02739,0.03101,0.02537,0.1200,0.1116,0.05477,0.04229,0.04913,0.1502,0.1933,0.1212
0.03786,0.03866,0.02537,0.08981, 1.000,0.1458,0.03383,0.04470,0.03101,0.05920,0.03101,0.04591,0.09223,0.05276,0.04068,0.05920,0.1031,0.1277
0.04068,0.05115,0.03222,0.04833,0.1458, 1.000,0.08176,0.1091,0.04752,0.05799,0.03182,0.02698,0.1253,0.06887,0.04229,0.04108,0.06202,0.07934
0.04551,0.07209,0.03182,0.02658,0.03383,0.08176, 1.000,0.06242,0.1236,0.03182,0.03101,0.04188,0.04229,0.08176,0.04954,0.03544,0.02859,0.04309
0.02497,0.04269,0.06202,0.02739,0.04470,0.1091,0.06242, 1.000,0.09021,0.03866,0.08135,0.02537,0.1136,0.04108,0.03262,0.03504,0.02779,0.05075
0.02900,0.04631,0.04833,0.03101,0.03101,0.04752,0.1236,0.09021, 1.000,0.04551,0.04672,0.04994,0.04148,0.05477,0.02618,0.03343,0.03987,0.02497
0.02618,0.02618,0.02094,0.02537,0.05920,0.05799,0.03182,0.03866,0.04551, 1.000,0.04672,0.02336,0.04712,0.02537,0.04672,0.03262,0.04672,0.03302
0.06847,0.05799,0.2545,0.1200,0.03101,0.03182,0.03101,0.08135,0.04672,0.04672, 1.000,0.07249,0.04631,0.03665,0.05356,0.08014,0.05759,0.04913
0.05034,0.04068,0.05356,0.1116,0.04591,0.02698,0.04188,0.02537,0.04994,0.02336,0.07249, 1.000,0.03222,0.02094,0.02054,0.03947,0.1623,0.04027
0.08458,0.08659,0.02819,0.05477,0.09223,0.1253,0.04229,0.1136,0.04148,0.04712,0.04631,0.03222, 1.000,0.1035,0.04591,0.04994,0.05880,0.1692
0.07290,0.09021,0.02980,0.04229,0.05276,0.06887,0.08176,0.04108,0.05477,0.02537,0.03665,0.02094,0.1035, 1.000,0.1156,0.06565,0.03907,0.1510
0.06605,0.07531,0.06041,0.04913,0.04068,0.04229,0.04954,0.03262,0.02618,0.04672,0.05356,0.02054,0.04591,0.1156, 1.000,0.1087,0.04027,0.08860
0.08619,0.08578,0.08417,0.1502,0.05920,0.04108,0.03544,0.03504,0.03343,0.03262,0.08014,0.03947,0.04994,0.06565,0.1087, 1.000,0.1563,0.1132
0.08417,0.06444,0.04229,0.1933,0.1031,0.06202,0.02859,0.02779,0.03987,0.04672,0.05759,0.1623,0.05880,0.03907,0.04027,0.1563, 1.000,0.1184
0.1756,0.1615,0.03302,0.1212,0.1277,0.07934,0.04309,0.05075,0.02497,0.03302,0.04913,0.04027,0.1692,0.1510,0.08860,0.1132,0.1184, 1.000
