Fp1,Fp2,O2,F7,F3,Fz,F4,F8,T3,C3,Cz,C4,T4,T5,P3,Pz,P4,T6,O1
 1.000,0.1510,0.04595,0.1544,0.08571,0.04903,0.03900,0.06486,0.05598,0.03475,0.03938,0.04363,0.03591,0.02934,0.06795,0.1375,0.1544,0.04324,0.05985
0.1510, 1.000,0.04903,0.06139,0.05019,0.04363,0.07568,0.1919,0.02780,0.03359,0.02085,0.02857,0.04942,0.04479,0.1158,0.1189,0.08687,0.02857,0.06641
0.04595,0.04903, 1.000,0.04981,0.06834,0.07954,0.05367,0.02973,0.02973,0.03320,0.04826,0.02278,0.02355,0.02780,0.02278,0.02896,0.07529,0.08958,0.07336
0.1544,0.06139,0.04981, 1.000,0.08108,0.03475,0.02239,0.04170,0.2317,0.03050,0.03900,0.05830,0.01776,0.01892,0.04440,0.1104,0.1286,0.04015,0.03861
0.08571,0.05019,0.06834,0.08108, 1.000,0.1039,0.04015,0.02664,0.03320,0.03745,0.02703,0.03243,0.01892,0.03436,0.03089,0.04556,0.08764,0.06950,0.06795
0.04903,0.04363,0.07954,0.03475,0.1039, 1.000,0.1371,0.03822,0.02046,0.03591,0.06255,0.03784,0.02510,0.03668,0.04363,0.03359,0.03900,0.05985,0.07375
0.03900,0.07568,0.05367,0.02239,0.04015,0.1371, 1.000,0.08301,0.02896,0.02201,0.02896,0.04517,0.03475,0.06950,0.06100,0.03629,0.03127,0.03205,0.07799
0.06486,0.1919,0.02973,0.04170,0.02664,0.03822,0.08301, 1.000,0.02510,0.05097,0.02625,0.02857,0.1309,0.04865,0.1243,0.08456,0.05483,0.02471,0.05907
0.05598,0.02780,0.02973,0.2317,0.03320,0.02046,0.02896,0.02510, 1.000,0.02741,0.04556,0.07375,0.01969,0.03475,0.03359,0.05367,0.05907,0.02934,0.02857
0.03475,0.03359,0.03320,0.03050,0.03745,0.03591,0.02201,0.05097,0.02741, 1.000,0.04208,0.02587,0.08147,0.03089,0.07297,0.04015,0.03475,0.05135,0.02510
0.03938,0.02085,0.04826,0.03900,0.02703,0.06255,0.02896,0.02625,0.04556,0.04208, 1.000,0.06062,0.02201,0.03166,0.03629,0.06602,0.03822,0.03822,0.04054
0.04363,0.02857,0.02278,0.05830,0.03243,0.03784,0.04517,0.02857,0.07375,0.02587,0.06062, 1.000,0.02741,0.05830,0.03552,0.04093,0.06255,0.02625,0.03784
0.03591,0.04942,0.02355,0.01776,0.01892,0.02510,0.03475,0.1309,0.01969,0.08147,0.02201,0.02741, 1.000,0.04093,0.1193,0.05637,0.03282,0.04363,0.03784
0.02934,0.04479,0.02780,0.01892,0.03436,0.03668,0.06950,0.04865,0.03475,0.03089,0.03166,0.05830,0.04093, 1.000,0.04865,0.03205,0.02201,0.02432,0.1309
0.06795,0.1158,0.02278,0.04440,0.03089,0.04363,0.06100,0.1243,0.03359,0.07297,0.03629,0.03552,0.1193,0.04865, 1.000,0.1224,0.05405,0.02201,0.06023
0.1375,0.1189,0.02896,0.1104,0.04556,0.03359,0.03629,0.08456,0.05367,0.04015,0.06602,0.04093,0.05637,0.03205,0.1224, 1.000,0.1664,0.02239,0.05290
0.1544,0.08687,0.07529,0.1286,0.08764,0.03900,0.03127,0.05483,0.05907,0.03475,0.03822,0.06255,0.03282,0.02201,0.05405,0.1664, 1.000,0.04054,0.04093
0.04324,0.02857,0.08958,0.04015,0.06950,0.05985,0.03205,0.02471,0.02934,0.05135,0.03822,0.02625,0.04363,0.02432,0.02201,0.02239,0.04054, 1.000,0.04015
0.05985,0.06641,0.07336,0.03861,0.06795,0.07375,0.07799,0.05907,0.02857,0.02510,0.04054,0.03784,0.03784,0.1309,0.06023,0.05290,0.04093,0.04015, 1.000
