Fp1,Fp2,O2,F7,F3,Fz,F4,F8,T3,C3,Cz,C4,T4,T5,P3,Pz,P4,T6,O1
 1.000,0.1474,0.05081,0.09802,0.08793,0.05838,0.03495,0.03207,0.02378,0.02378,0.01910,0.02523,0.02126,0.03135,0.04865,0.08252,0.07495,0.03964,0.05477
0.1474, 1.000,0.04721,0.02486,0.04072,0.06775,0.1142,0.1333,0.02126,0.02775,0.02486,0.02414,0.03423,0.04252,0.08649,0.08324,0.07171,0.03171,0.06631
0.05081,0.04721, 1.000,0.04541,0.06919,0.08865,0.05333,0.03423,0.02775,0.03207,0.03135,0.02775,0.01874,0.03459,0.02667,0.03027,0.06523,0.08324,0.06955
0.09802,0.02486,0.04541, 1.000,0.08432,0.02811,0.01730,0.01982,0.1557,0.02883,0.02775,0.02595,0.02775,0.02378,0.02559,0.06270,0.07712,0.03423,0.02703
0.08793,0.04072,0.06919,0.08432, 1.000,0.1139,0.03423,0.02595,0.02919,0.04000,0.02667,0.02523,0.02162,0.03243,0.02991,0.03604,0.06523,0.05694,0.05730
0.05838,0.06775,0.08865,0.02811,0.1139, 1.000,0.1387,0.03712,0.02270,0.02414,0.06090,0.02775,0.02270,0.05694,0.04432,0.02703,0.04865,0.05369,0.09117
0.03495,0.1142,0.05333,0.01730,0.03423,0.1387, 1.000,0.09658,0.03135,0.02270,0.03243,0.04036,0.03964,0.05658,0.06667,0.03279,0.03315,0.02703,0.07748
0.03207,0.1333,0.03423,0.01982,0.02595,0.03712,0.09658, 1.000,0.02126,0.02811,0.02162,0.02667,0.1009,0.04072,0.08432,0.05369,0.03495,0.02126,0.04216
0.02378,0.02126,0.02775,0.1557,0.02919,0.02270,0.03135,0.02126, 1.000,0.02883,0.02811,0.05045,0.03027,0.03640,0.02450,0.03027,0.05550,0.03027,0.02450
0.02378,0.02775,0.03207,0.02883,0.04000,0.02414,0.02270,0.02811,0.02883, 1.000,0.04396,0.01946,0.03964,0.03063,0.04865,0.01982,0.02126,0.04541,0.01730
0.01910,0.02486,0.03135,0.02775,0.02667,0.06090,0.03243,0.02162,0.02811,0.04396, 1.000,0.04396,0.02631,0.03820,0.02234,0.03495,0.02523,0.03784,0.03171
0.02523,0.02414,0.02775,0.02595,0.02523,0.02775,0.04036,0.02667,0.05045,0.01946,0.04396, 1.000,0.02595,0.05333,0.02523,0.02559,0.03820,0.02703,0.03640
0.02126,0.03423,0.01874,0.02775,0.02162,0.02270,0.03964,0.1009,0.03027,0.03964,0.02631,0.02595, 1.000,0.06559,0.09189,0.03207,0.02090,0.04252,0.04505
0.03135,0.04252,0.03459,0.02378,0.03243,0.05694,0.05658,0.04072,0.03640,0.03063,0.03820,0.05333,0.06559, 1.000,0.06847,0.02559,0.02270,0.02414,0.1052
0.04865,0.08649,0.02667,0.02559,0.02991,0.04432,0.06667,0.08432,0.02450,0.04865,0.02234,0.02523,0.09189,0.06847, 1.000,0.07532,0.02955,0.02234,0.06883
0.08252,0.08324,0.03027,0.06270,0.03604,0.02703,0.03279,0.05369,0.03027,0.01982,0.03495,0.02559,0.03207,0.02559,0.07532, 1.000,0.1038,0.02523,0.03640
0.07495,0.07171,0.06523,0.07712,0.06523,0.04865,0.03315,0.03495,0.05550,0.02126,0.02523,0.03820,0.02090,0.02270,0.02955,0.1038, 1.000,0.04937,0.02703
0.03964,0.03171,0.08324,0.03423,0.05694,0.05369,0.02703,0.02126,0.03027,0.04541,0.03784,0.02703,0.04252,0.02414,0.02234,0.02523,0.04937, 1.000,0.02739
0.05477,0.06631,0.06955,0.02703,0.05730,0.09117,0.07748,0.04216,0.02450,0.01730,0.03171,0.03640,0.04505,0.1052,0.06883,0.03640,0.02703,0.02739, 1.000
