Fp1,Fp2,F7,F3,Fz,F4,F8,T3,C3,Cz,C4,T4,T5,P3,Pz,P4,T6,O1
 1.000,0.1342,0.1029,0.04922,0.05145,0.04474,0.04251,0.02237,0.03132,0.06488,0.04251,0.04922,0.02461,0.04251,0.1342,0.09843,0.02685,0.09396
0.1342, 1.000,0.04027,0.03356,0.03356,0.03579,0.1230,0.004474,0.08501,0.08949,0.04698,0.04474,0.08725,0.2573,0.3311,0.08725,0.04251,0.1029
0.1029,0.04027, 1.000,0.06488,0.02908,0.02685,0.02685,0.1365,0.03356,0.01790,0.04027,0.02685,0.04474,0.04027,0.05593,0.08949,0.04922,0.06711
0.04922,0.03356,0.06488, 1.000,0.1342,0.02908,0.04922,0.07159,0.08277,0.06040,0.02461,0.07830,0.04251,0.04922,0.05369,0.03579,0.06040,0.1007
0.05145,0.03356,0.02908,0.1342, 1.000,0.1342,0.04474,0.03132,0.02908,0.08725,0.01790,0.08054,0.04474,0.05593,0.08054,0.03803,0.08725,0.06264
0.04474,0.03579,0.02685,0.02908,0.1342, 1.000,0.08501,0.03356,0.02685,0.01119,0.03356,0.01119,0.01119,0.06711,0.01566,0.04027,0.06040,0.03803
0.04251,0.1230,0.02685,0.04922,0.04474,0.08501, 1.000,0.01566,0.1633,0.08949,0.03132,0.2013,0.06264,0.2170,0.1588,0.05593,0.03803,0.06264
0.02237,0.004474,0.1365,0.07159,0.03132,0.03356,0.01566, 1.000,0.05369,0.04474,0.05593,0.03356,0.05817,0.01566,0.02685,0.05369,0.03132,0.03579
0.03132,0.08501,0.03356,0.08277,0.02908,0.02685,0.1633,0.05369, 1.000,0.06040,0.04474,0.09843,0.02685,0.06264,0.08054,0.02237,0.04027,0.03803
0.06488,0.08949,0.01790,0.06040,0.08725,0.01119,0.08949,0.04474,0.06040, 1.000,0.05369,0.07830,0.03803,0.06040,0.1007,0.04474,0.06711,0.01790
0.04251,0.04698,0.04027,0.02461,0.01790,0.03356,0.03132,0.05593,0.04474,0.05369, 1.000,0.01566,0.04474,0.04027,0.07159,0.05145,0.02685,0.02237
0.04922,0.04474,0.02685,0.07830,0.08054,0.01119,0.2013,0.03356,0.09843,0.07830,0.01566, 1.000,0.01566,0.06488,0.05593,0.03132,0.04251,0.04027
0.02461,0.08725,0.04474,0.04251,0.04474,0.01119,0.06264,0.05817,0.02685,0.03803,0.04474,0.01566, 1.000,0.1253,0.06264,0.04027,0.05145,0.06935
0.04251,0.2573,0.04027,0.04922,0.05593,0.06711,0.2170,0.01566,0.06264,0.06040,0.04027,0.06488,0.1253, 1.000,0.2595,0.08725,0.04698,0.1544
0.1342,0.3311,0.05593,0.05369,0.08054,0.01566,0.1588,0.02685,0.08054,0.1007,0.07159,0.05593,0.06264,0.2595, 1.000,0.1432,0.05145,0.08501
0.09843,0.08725,0.08949,0.03579,0.03803,0.04027,0.05593,0.05369,0.02237,0.04474,0.05145,0.03132,0.04027,0.08725,0.1432, 1.000,0.04922,0.1163
0.02685,0.04251,0.04922,0.06040,0.08725,0.06040,0.03803,0.03132,0.04027,0.06711,0.02685,0.04251,0.05145,0.04698,0.05145,0.04922, 1.000,0.07606
0.09396,0.1029,0.06711,0.1007,0.06264,0.03803,0.06264,0.03579,0.03803,0.01790,0.02237,0.04027,0.06935,0.1544,0.08501,0.1163,0.07606, 1.000
