Fp1,Fp2,F7,F3,Fz,F4,F8,T3,C3,Cz,C4,T4,T5,P3,Pz,P4,T6,O1
 1.000,0.05906,0.02953,0.03221,0.05906,0.02013,0.04027,0.04161,0.04564,0.01879,0.04430,0.03221,0.02819,0.03356,0.06577,0.02953,0.01745,0.02685
0.05906, 1.000,0.03356,0.03356,0.04698,0.04832,0.04295,0.01477,0.06174,0.02550,0.03356,0.03356,0.04966,0.07651,0.1517,0.02550,0.03490,0.03624
0.02953,0.03356, 1.000,0.02953,0.02416,0.05235,0.01477,0.1007,0.05772,0.02550,0.03490,0.02819,0.04966,0.01074,0.01611,0.06577,0.05503,0.02282
0.03221,0.03356,0.02953, 1.000,0.07651,0.02819,0.03087,0.02416,0.03087,0.01745,0.03087,0.03356,0.03624,0.02416,0.02013,0.03221,0.04430,0.01477
0.05906,0.04698,0.02416,0.07651, 1.000,0.06577,0.01208,0.02013,0.05235,0.04430,0.02013,0.03221,0.06174,0.01074,0.03087,0.02148,0.04430,0.05235
0.02013,0.04832,0.05235,0.02819,0.06577, 1.000,0.04564,0.03221,0.02685,0.01611,0.02013,0.02013,0.05101,0.01208,0.01208,0.04564,0.07383,0.05235
0.04027,0.04295,0.01477,0.03087,0.01208,0.04564, 1.000,0.03490,0.06040,0.04027,0.03490,0.05906,0.02953,0.1074,0.05772,0.02148,0.02416,0.03221
0.04161,0.01477,0.1007,0.02416,0.02013,0.03221,0.03490, 1.000,0.05369,0.04430,0.04161,0.05101,0.02013,0.01611,0.01477,0.04430,0.03221,0.02282
0.04564,0.06174,0.05772,0.03087,0.05235,0.02685,0.06040,0.05369, 1.000,0.07517,0.06846,0.05101,0.02819,0.02685,0.04161,0.04295,0.06040,0.03490
0.01879,0.02550,0.02550,0.01745,0.04430,0.01611,0.04027,0.04430,0.07517, 1.000,0.02282,0.03624,0.03893,0.02685,0.01611,0.04430,0.01342,0.005369
0.04430,0.03356,0.03490,0.03087,0.02013,0.02013,0.03490,0.04161,0.06846,0.02282, 1.000,0.04966,0.02953,0.01879,0.03087,0.01745,0.02148,0.02282
0.03221,0.03356,0.02819,0.03356,0.03221,0.02013,0.05906,0.05101,0.05101,0.03624,0.04966, 1.000,0.02550,0.06174,0.06577,0.05369,0.03490,0.03356
0.02819,0.04966,0.04966,0.03624,0.06174,0.05101,0.02953,0.02013,0.02819,0.03893,0.02953,0.02550, 1.000,0.03624,0.03758,0.04966,0.04295,0.06309
0.03356,0.07651,0.01074,0.02416,0.01074,0.01208,0.1074,0.01611,0.02685,0.02685,0.01879,0.06174,0.03624, 1.000,0.04966,0.009396,0.01208,0.06040
0.06577,0.1517,0.01611,0.02013,0.03087,0.01208,0.05772,0.01477,0.04161,0.01611,0.03087,0.06577,0.03758,0.04966, 1.000,0.04698,0.02953,0.03893
0.02953,0.02550,0.06577,0.03221,0.02148,0.04564,0.02148,0.04430,0.04295,0.04430,0.01745,0.05369,0.04966,0.009396,0.04698, 1.000,0.02148,0.04966
0.01745,0.03490,0.05503,0.04430,0.04430,0.07383,0.02416,0.03221,0.06040,0.01342,0.02148,0.03490,0.04295,0.01208,0.02953,0.02148, 1.000,0.04966
0.02685,0.03624,0.02282,0.01477,0.05235,0.05235,0.03221,0.02282,0.03490,0.005369,0.02282,0.03356,0.06309,0.06040,0.03893,0.04966,0.04966, 1.000
