Fp1,Fp2,O2,F7,F3,Fz,F4,F8,T3,C3,Cz,C4,T4,T5,P3,Pz,P4,T6,O1
 1.000,0.05834,0.02617,0.2814,0.02672,0.01745,0.03544,0.05180,0.05725,0.04580,0.02999,0.1052,0.03926,0.07415,0.08833,0.02944,0.03162,0.03326,0.05289
0.05834, 1.000,0.04798,0.02890,0.04471,0.05943,0.05943,0.3550,0.04144,0.03381,0.02017,0.03599,0.1592,0.1352,0.4318,0.07306,0.04144,0.01963,0.1063
0.02617,0.04798, 1.000,0.02781,0.2525,0.2356,0.09487,0.03544,0.02345,0.02944,0.08233,0.03544,0.01963,0.07415,0.05507,0.1270,0.1085,0.1058,0.1968
0.2814,0.02890,0.02781, 1.000,0.02617,0.03871,0.04035,0.02072,0.04144,0.02236,0.02345,0.1281,0.02181,0.02726,0.03326,0.02617,0.03653,0.03926,0.02345
0.02672,0.04471,0.2525,0.02617, 1.000,0.1052,0.04144,0.03381,0.03272,0.04526,0.04798,0.02345,0.03435,0.04362,0.03544,0.1532,0.1347,0.08506,0.1047
0.01745,0.05943,0.2356,0.03871,0.1052, 1.000,0.1614,0.05234,0.03599,0.02290,0.05562,0.03544,0.03653,0.08615,0.06161,0.1532,0.1456,0.04907,0.1096
0.03544,0.05943,0.09487,0.04035,0.04144,0.1614, 1.000,0.05289,0.08451,0.03762,0.03108,0.07525,0.03326,0.1172,0.09924,0.05562,0.04144,0.02236,0.1281
0.05180,0.3550,0.03544,0.02072,0.03381,0.05234,0.05289, 1.000,0.03053,0.05016,0.03217,0.02181,0.3032,0.07306,0.1876,0.09324,0.05180,0.02781,0.04962
0.05725,0.04144,0.02345,0.04144,0.03272,0.03599,0.08451,0.03053, 1.000,0.1020,0.02726,0.1494,0.03381,0.1129,0.06107,0.01963,0.01854,0.01472,0.04689
0.04580,0.03381,0.02944,0.02236,0.04526,0.02290,0.03762,0.05016,0.1020, 1.000,0.03762,0.03217,0.1041,0.02999,0.04798,0.02345,0.02454,0.08942,0.02563
0.02999,0.02017,0.08233,0.02345,0.04798,0.05562,0.03108,0.03217,0.02726,0.03762, 1.000,0.03980,0.04417,0.03162,0.02072,0.03708,0.03762,0.1210,0.05289
0.1052,0.03599,0.03544,0.1281,0.02345,0.03544,0.07525,0.02181,0.1494,0.03217,0.03980, 1.000,0.02017,0.07197,0.04471,0.02290,0.02781,0.01690,0.05125
0.03926,0.1592,0.01963,0.02181,0.03435,0.03653,0.03326,0.3032,0.03381,0.1041,0.04417,0.02017, 1.000,0.04580,0.1156,0.04635,0.03435,0.07306,0.02890
0.07415,0.1352,0.07415,0.02726,0.04362,0.08615,0.1172,0.07306,0.1129,0.02999,0.03162,0.07197,0.04580, 1.000,0.2944,0.03980,0.03053,0.01908,0.3195
0.08833,0.4318,0.05507,0.03326,0.03544,0.06161,0.09924,0.1876,0.06107,0.04798,0.02072,0.04471,0.1156,0.2944, 1.000,0.04417,0.02781,0.02236,0.1630
0.02944,0.07306,0.1270,0.02617,0.1532,0.1532,0.05562,0.09324,0.01963,0.02345,0.03708,0.02290,0.04635,0.03980,0.04417, 1.000,0.5949,0.04308,0.05125
0.03162,0.04144,0.1085,0.03653,0.1347,0.1456,0.04144,0.05180,0.01854,0.02454,0.03762,0.02781,0.03435,0.03053,0.02781,0.5949, 1.000,0.05289,0.03980
0.03326,0.01963,0.1058,0.03926,0.08506,0.04907,0.02236,0.02781,0.01472,0.08942,0.1210,0.01690,0.07306,0.01908,0.02236,0.04308,0.05289, 1.000,0.02999
0.05289,0.1063,0.1968,0.02345,0.1047,0.1096,0.1281,0.04962,0.04689,0.02563,0.05289,0.05125,0.02890,0.3195,0.1630,0.05125,0.03980,0.02999, 1.000
